Freg_ID,Freg_Desc,Minutos,NUTS1,NUTS2,NUTS3,Concelho
160101,Aboim das Choças,20.58,Continente,Norte,Alto Minho,Arcos de Valdevez
160102,Aguiã,15.7,Continente,Norte,Alto Minho,Arcos de Valdevez
160104,Ázere,17.24,Continente,Norte,Alto Minho,Arcos de Valdevez
160105,Cabana Maior,20.94,Continente,Norte,Alto Minho,Arcos de Valdevez
160106,Cabreiro,20.76,Continente,Norte,Alto Minho,Arcos de Valdevez
160108,Cendufe,16.03,Continente,Norte,Alto Minho,Arcos de Valdevez
160109,Couto,16.14,Continente,Norte,Alto Minho,Arcos de Valdevez
160113,Gavieira,17.37,Continente,Norte,Alto Minho,Arcos de Valdevez
160115,Gondoriz,21.08,Continente,Norte,Alto Minho,Arcos de Valdevez
160142,Jolda (São Paio),18.02,Continente,Norte,Alto Minho,Arcos de Valdevez
160121,Miranda,23.99,Continente,Norte,Alto Minho,Arcos de Valdevez
160122,Monte Redondo,12.69,Continente,Norte,Alto Minho,Arcos de Valdevez
160123,Oliveira,12.81,Continente,Norte,Alto Minho,Arcos de Valdevez
160124,Paçô,15.61,Continente,Norte,Alto Minho,Arcos de Valdevez
160125,Padroso,22.14,Continente,Norte,Alto Minho,Arcos de Valdevez
160128,Prozelo,16.03,Continente,Norte,Alto Minho,Arcos de Valdevez
160131,Rio de Moinhos,19.12,Continente,Norte,Alto Minho,Arcos de Valdevez
160130,Rio Frio,18.26,Continente,Norte,Alto Minho,Arcos de Valdevez
160133,Sabadim,22.65,Continente,Norte,Alto Minho,Arcos de Valdevez
160144,Senharei,21.56,Continente,Norte,Alto Minho,Arcos de Valdevez
160145,Sistelo,22.07,Continente,Norte,Alto Minho,Arcos de Valdevez
160146,Soajo,19.04,Continente,Norte,Alto Minho,Arcos de Valdevez
160152,UF de Alvora e Loureda,21.19,Continente,Norte,Alto Minho,Arcos de Valdevez
160154,"UF de Arcos de Valdevez (Salvador), Vila Fonche e Parada",14.43,Continente,Norte,Alto Minho,Arcos de Valdevez
160153,UF de Arcos de Valdevez (São Paio) e Giela,14.55,Continente,Norte,Alto Minho,Arcos de Valdevez
160155,UF de Eiras e Mei,20.78,Continente,Norte,Alto Minho,Arcos de Valdevez
160156,UF de Grade e Carralcova,18.76,Continente,Norte,Alto Minho,Arcos de Valdevez
160157,UF de Guilhadeses e Santar,14.22,Continente,Norte,Alto Minho,Arcos de Valdevez
160158,UF de Jolda (Madalena) e Rio Cabrão,16.44,Continente,Norte,Alto Minho,Arcos de Valdevez
160159,UF de Padreiro (Salvador e Santa Cristina),18.98,Continente,Norte,Alto Minho,Arcos de Valdevez
160160,UF de Portela e Extremo,25.02,Continente,Norte,Alto Minho,Arcos de Valdevez
160161,UF de São Jorge e Ermelo,20.23,Continente,Norte,Alto Minho,Arcos de Valdevez
160162,UF de Souto e Tabaçô,14.3,Continente,Norte,Alto Minho,Arcos de Valdevez
160163,UF de Távora (Santa Maria e São Vicente),16.88,Continente,Norte,Alto Minho,Arcos de Valdevez
160164,"UF de Vilela, São Cosme e São Damião e Sá",19.58,Continente,Norte,Alto Minho,Arcos de Valdevez
160149,Vale,18.88,Continente,Norte,Alto Minho,Arcos de Valdevez
160201,Âncora,18.55,Continente,Norte,Alto Minho,Caminha
160205,Argela,19.42,Continente,Norte,Alto Minho,Caminha
160209,Dem,19.69,Continente,Norte,Alto Minho,Caminha
160211,Lanhelas,17.44,Continente,Norte,Alto Minho,Caminha
160214,Riba de Âncora,19.56,Continente,Norte,Alto Minho,Caminha
160215,Seixas,17.98,Continente,Norte,Alto Minho,Caminha
160221,"UF de Arga (Baixo, Cima e São João)",27.22,Continente,Norte,Alto Minho,Caminha
160222,UF de Caminha (Matriz) e Vilarelho,16.04,Continente,Norte,Alto Minho,Caminha
160223,UF de Gondar e Orbacém,25.06,Continente,Norte,Alto Minho,Caminha
160224,UF de Moledo e Cristelo,20.37,Continente,Norte,Alto Minho,Caminha
160225,UF de Venade e Azevedo,20.22,Continente,Norte,Alto Minho,Caminha
160217,Vila Praia de Âncora,18.15,Continente,Norte,Alto Minho,Caminha
160218,Vilar de Mouros,19.06,Continente,Norte,Alto Minho,Caminha
160220,Vile,17.14,Continente,Norte,Alto Minho,Caminha
160301,Alvaredo,15.8,Continente,Norte,Alto Minho,Melgaço
160304,Cousso,18.9,Continente,Norte,Alto Minho,Melgaço
160305,Cristoval,15.85,Continente,Norte,Alto Minho,Melgaço
160307,Fiães,10.95,Continente,Norte,Alto Minho,Melgaço
160308,Gave,18.38,Continente,Norte,Alto Minho,Melgaço
160311,Paderne,15.22,Continente,Norte,Alto Minho,Melgaço
160313,Penso,15.47,Continente,Norte,Alto Minho,Melgaço
160317,São Paio,15.7,Continente,Norte,Alto Minho,Melgaço
160319,UF de Castro Laboreiro e Lamas de Mouro,14.92,Continente,Norte,Alto Minho,Melgaço
160320,UF de Chaviães e Paços,15.32,Continente,Norte,Alto Minho,Melgaço
160321,UF de Parada do Monte e Cubalhão,17.16,Continente,Norte,Alto Minho,Melgaço
160322,UF de Prado e Remoães,16.83,Continente,Norte,Alto Minho,Melgaço
160323,UF de Vila e Roussas,13.88,Continente,Norte,Alto Minho,Melgaço
160401,Abedim,21.4,Continente,Norte,Alto Minho,Monção
160404,Barbeita,14.98,Continente,Norte,Alto Minho,Monção
160405,Barroças e Taias,16.15,Continente,Norte,Alto Minho,Monção
160406,Bela,16.2,Continente,Norte,Alto Minho,Monção
160407,Cambeses,16.66,Continente,Norte,Alto Minho,Monção
160410,Lara,13.74,Continente,Norte,Alto Minho,Monção
160411,Longos Vales,17.48,Continente,Norte,Alto Minho,Monção
160415,Merufe,19.23,Continente,Norte,Alto Minho,Monção
160418,Moreira,14.88,Continente,Norte,Alto Minho,Monção
160420,Pias,15.65,Continente,Norte,Alto Minho,Monção
160421,Pinheiros,15.8,Continente,Norte,Alto Minho,Monção
160422,Podame,22.91,Continente,Norte,Alto Minho,Monção
160423,Portela,21.9,Continente,Norte,Alto Minho,Monção
160424,Riba de Mouro,19.03,Continente,Norte,Alto Minho,Monção
160427,Segude,16.7,Continente,Norte,Alto Minho,Monção
160428,Tangil,17.88,Continente,Norte,Alto Minho,Monção
160431,Trute,16.05,Continente,Norte,Alto Minho,Monção
160434,UF de Anhões e Luzio,21.39,Continente,Norte,Alto Minho,Monção
160435,UF de Ceivães e Badim,17.35,Continente,Norte,Alto Minho,Monção
160436,UF de Mazedo e Cortes,14.74,Continente,Norte,Alto Minho,Monção
160437,"UF de Messegães, Valadares e Sá",19.29,Continente,Norte,Alto Minho,Monção
160438,UF de Monção e Troviscoso,14.72,Continente,Norte,Alto Minho,Monção
160439,"UF de Sago, Lordelo e Parada",18.59,Continente,Norte,Alto Minho,Monção
160440,UF de Troporiz e Lapela,17.18,Continente,Norte,Alto Minho,Monção
160501,Agualonga,21.2,Continente,Norte,Alto Minho,Paredes de Coura
160503,Castanheira,16.63,Continente,Norte,Alto Minho,Paredes de Coura
160505,Coura,23.94,Continente,Norte,Alto Minho,Paredes de Coura
160507,Cunha,18.27,Continente,Norte,Alto Minho,Paredes de Coura
160510,Infesta,16.63,Continente,Norte,Alto Minho,Paredes de Coura
160513,Mozelos,17.73,Continente,Norte,Alto Minho,Paredes de Coura
160514,Padornelo,19.9,Continente,Norte,Alto Minho,Paredes de Coura
160515,Parada,22.98,Continente,Norte,Alto Minho,Paredes de Coura
160519,Romarigães,20.11,Continente,Norte,Alto Minho,Paredes de Coura
160520,Rubiães,21.61,Continente,Norte,Alto Minho,Paredes de Coura
160522,UF de Bico e Cristelo,18.04,Continente,Norte,Alto Minho,Paredes de Coura
160523,UF de Cossourado e Linhares,19.52,Continente,Norte,Alto Minho,Paredes de Coura
160524,UF de Formariz e Ferreira,15.95,Continente,Norte,Alto Minho,Paredes de Coura
160525,UF de Insalde e Porreiras,21.01,Continente,Norte,Alto Minho,Paredes de Coura
160526,UF de Paredes de Coura e Resende,15.68,Continente,Norte,Alto Minho,Paredes de Coura
160521,Vascões,24.07,Continente,Norte,Alto Minho,Paredes de Coura
160601,Azias,24.6,Continente,Norte,Alto Minho,Ponte da Barca
160602,Boivães,18.59,Continente,Norte,Alto Minho,Ponte da Barca
160603,Bravães,14.9,Continente,Norte,Alto Minho,Ponte da Barca
160604,Britelo,28.13,Continente,Norte,Alto Minho,Ponte da Barca
160606,Cuide de Vila Verde,12.17,Continente,Norte,Alto Minho,Ponte da Barca
160611,Lavradas,16.99,Continente,Norte,Alto Minho,Ponte da Barca
160612,Lindoso,26.7,Continente,Norte,Alto Minho,Ponte da Barca
160613,Nogueira,15.05,Continente,Norte,Alto Minho,Ponte da Barca
160614,Oleiros,13.89,Continente,Norte,Alto Minho,Ponte da Barca
160619,Sampriz,18.52,Continente,Norte,Alto Minho,Ponte da Barca
160626,"UF de Crasto, Ruivos e Grovelas",18.43,Continente,Norte,Alto Minho,Ponte da Barca
160627,"UF de Entre Ambos-os-Rios, Ermida e Germil",21.51,Continente,Norte,Alto Minho,Ponte da Barca
160628,"UF de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães",14.92,Continente,Norte,Alto Minho,Ponte da Barca
160629,UF de Touvedo (São Lourenço e Salvador),16.54,Continente,Norte,Alto Minho,Ponte da Barca
160630,UF de Vila Chã (São João Baptista e Santiago),20.08,Continente,Norte,Alto Minho,Ponte da Barca
160623,Vade (São Pedro),17.2,Continente,Norte,Alto Minho,Ponte da Barca
160624,Vade (São Tomé),17.01,Continente,Norte,Alto Minho,Ponte da Barca
160701,Anais,20.46,Continente,Norte,Alto Minho,Ponte de Lima
160752,Arca e Ponte de Lima,16.26,Continente,Norte,Alto Minho,Ponte de Lima
160704,Arcozelo,17.49,Continente,Norte,Alto Minho,Ponte de Lima
160753,"Ardegão, Freixo e Mato",19.36,Continente,Norte,Alto Minho,Ponte de Lima
160754,Associação de freguesias do Vale do Neiva,21.48,Continente,Norte,Alto Minho,Ponte de Lima
160755,Bárrio e Cepões,20.42,Continente,Norte,Alto Minho,Ponte de Lima
160707,Beiral do Lima,20.6,Continente,Norte,Alto Minho,Ponte de Lima
160708,Bertiandos,16.44,Continente,Norte,Alto Minho,Ponte de Lima
160709,Boalhosa,20.47,Continente,Norte,Alto Minho,Ponte de Lima
160710,Brandara,17.95,Continente,Norte,Alto Minho,Ponte de Lima
160756,Cabaços e Fojo Lobal,22.16,Continente,Norte,Alto Minho,Ponte de Lima
160757,Cabração e Moreira do Lima,20.21,Continente,Norte,Alto Minho,Ponte de Lima
160713,Calheiros,20.72,Continente,Norte,Alto Minho,Ponte de Lima
160714,Calvelo,20.62,Continente,Norte,Alto Minho,Ponte de Lima
160716,Correlhã,16.09,Continente,Norte,Alto Minho,Ponte de Lima
160717,Estorãos,21.08,Continente,Norte,Alto Minho,Ponte de Lima
160718,Facha,21.08,Continente,Norte,Alto Minho,Ponte de Lima
160719,Feitosa,16.69,Continente,Norte,Alto Minho,Ponte de Lima
160721,Fontão,17.63,Continente,Norte,Alto Minho,Ponte de Lima
160758,Fornelos e Queijada,18.22,Continente,Norte,Alto Minho,Ponte de Lima
160724,Friastelas,18.51,Continente,Norte,Alto Minho,Ponte de Lima
160726,Gandra,16.78,Continente,Norte,Alto Minho,Ponte de Lima
160727,Gemieira,16.49,Continente,Norte,Alto Minho,Ponte de Lima
160728,Gondufe,19.6,Continente,Norte,Alto Minho,Ponte de Lima
160729,Labruja,23.08,Continente,Norte,Alto Minho,Ponte de Lima
160759,"Labrujó, Rendufe e Vilar do Monte",26.93,Continente,Norte,Alto Minho,Ponte de Lima
160760,Navió e Vitorino dos Piães,23.51,Continente,Norte,Alto Minho,Ponte de Lima
160734,Poiares,19.99,Continente,Norte,Alto Minho,Ponte de Lima
160744,Rebordões (Santa Maria),21.42,Continente,Norte,Alto Minho,Ponte de Lima
160747,Rebordões (Souto),19.79,Continente,Norte,Alto Minho,Ponte de Lima
160737,Refóios do Lima,18.52,Continente,Norte,Alto Minho,Ponte de Lima
160739,Ribeira,16.17,Continente,Norte,Alto Minho,Ponte de Lima
160740,Sá,16.55,Continente,Norte,Alto Minho,Ponte de Lima
160742,Santa Comba,17.14,Continente,Norte,Alto Minho,Ponte de Lima
160743,Santa Cruz do Lima,19.45,Continente,Norte,Alto Minho,Ponte de Lima
160703,São Pedro d'Arcos,19.06,Continente,Norte,Alto Minho,Ponte de Lima
160745,Seara,20.68,Continente,Norte,Alto Minho,Ponte de Lima
160746,Serdedelo,22.91,Continente,Norte,Alto Minho,Ponte de Lima
160750,Vitorino das Donas,18.39,Continente,Norte,Alto Minho,Ponte de Lima
160802,Boivão,23.97,Continente,Norte,Alto Minho,Valença
160803,Cerdal,15.27,Continente,Norte,Alto Minho,Valença
160805,Fontoura,16.24,Continente,Norte,Alto Minho,Valença
160806,Friestas,17.36,Continente,Norte,Alto Minho,Valença
160808,Ganfei,16.05,Continente,Norte,Alto Minho,Valença
160812,São Pedro da Torre,15.41,Continente,Norte,Alto Minho,Valença
160817,UF de Gandra e Taião,16.33,Continente,Norte,Alto Minho,Valença
160818,UF de Gondomil e Sanfins,18.63,Continente,Norte,Alto Minho,Valença
160819,UF de São Julião e Silva,16.89,Continente,Norte,Alto Minho,Valença
160820,"UF de Valença, Cristelo Covo e Arão",14.62,Continente,Norte,Alto Minho,Valença
160816,Verdoejo,16.6,Continente,Norte,Alto Minho,Valença
160901,Afife,20.89,Continente,Norte,Alto Minho,Viana do Castelo
160902,Alvarães,16.96,Continente,Norte,Alto Minho,Viana do Castelo
160903,Amonde,22.75,Continente,Norte,Alto Minho,Viana do Castelo
160904,Anha,15.93,Continente,Norte,Alto Minho,Viana do Castelo
160905,Areosa,16.58,Continente,Norte,Alto Minho,Viana do Castelo
160908,Carreço,21.3,Continente,Norte,Alto Minho,Viana do Castelo
160910,Castelo do Neiva,17.37,Continente,Norte,Alto Minho,Viana do Castelo
160940,Chafé,17.1,Continente,Norte,Alto Minho,Viana do Castelo
160911,Darque,16.46,Continente,Norte,Alto Minho,Viana do Castelo
160914,Freixieiro de Soutelo,18.81,Continente,Norte,Alto Minho,Viana do Castelo
160915,Lanheses,15.75,Continente,Norte,Alto Minho,Viana do Castelo
160920,Montaria,23.63,Continente,Norte,Alto Minho,Viana do Castelo
160922,Mujães,18.94,Continente,Norte,Alto Minho,Viana do Castelo
160925,Outeiro,20.3,Continente,Norte,Alto Minho,Viana do Castelo
160926,Perre,17.13,Continente,Norte,Alto Minho,Viana do Castelo
160928,Santa Marta de Portuzelo,16.2,Continente,Norte,Alto Minho,Viana do Castelo
160923,São Romão de Neiva,17.05,Continente,Norte,Alto Minho,Viana do Castelo
160941,UF de Barroselas e Carvoeiro,18.3,Continente,Norte,Alto Minho,Viana do Castelo
160942,UF de Cardielos e Serreleis,17.94,Continente,Norte,Alto Minho,Viana do Castelo
160943,"UF de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão",20.38,Continente,Norte,Alto Minho,Viana do Castelo
160944,UF de Mazarefes e Vila Fria,16.92,Continente,Norte,Alto Minho,Viana do Castelo
160945,"UF de Nogueira, Meixedo e Vilar de Murteda",19.35,Continente,Norte,Alto Minho,Viana do Castelo
160946,"UF de Subportela, Deocriste e Portela Susã",19.8,Continente,Norte,Alto Minho,Viana do Castelo
160947,UF de Torre e Vila Mou,19.88,Continente,Norte,Alto Minho,Viana do Castelo
160948,UF de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,16.06,Continente,Norte,Alto Minho,Viana do Castelo
160938,Vila de Punhe,18.43,Continente,Norte,Alto Minho,Viana do Castelo
160935,Vila Franca,17.01,Continente,Norte,Alto Minho,Viana do Castelo
161003,Cornes,15.06,Continente,Norte,Alto Minho,Vila Nova de Cerveira
161004,Covas,20.87,Continente,Norte,Alto Minho,Vila Nova de Cerveira
161006,Gondarém,19.26,Continente,Norte,Alto Minho,Vila Nova de Cerveira
161007,Loivo,17.11,Continente,Norte,Alto Minho,Vila Nova de Cerveira
161009,Mentrestido,21.74,Continente,Norte,Alto Minho,Vila Nova de Cerveira
161012,Sapardos,19.28,Continente,Norte,Alto Minho,Vila Nova de Cerveira
161013,Sopo,18.26,Continente,Norte,Alto Minho,Vila Nova de Cerveira
161016,UF de Campos e Vila Meã,14.97,Continente,Norte,Alto Minho,Vila Nova de Cerveira
161017,UF de Candemil e Gondar,17.2,Continente,Norte,Alto Minho,Vila Nova de Cerveira
161018,UF de Reboreda e Nogueira,16.14,Continente,Norte,Alto Minho,Vila Nova de Cerveira
161019,UF de Vila Nova de Cerveira e Lovelhe,15.6,Continente,Norte,Alto Minho,Vila Nova de Cerveira
030102,Barreiros,18.99,Continente,Norte,Cávado,Amares
030104,Bico,20.36,Continente,Norte,Cávado,Amares
030119,Bouro (Santa Maria),22.55,Continente,Norte,Cávado,Amares
030120,Bouro (Santa Marta),25.2,Continente,Norte,Cávado,Amares
030105,Caires,19.89,Continente,Norte,Cávado,Amares
030107,Carrazedo,17.19,Continente,Norte,Cávado,Amares
030108,Dornelas,20.87,Continente,Norte,Cávado,Amares
030111,Fiscal,19.13,Continente,Norte,Cávado,Amares
030112,Goães,20.38,Continente,Norte,Cávado,Amares
030113,Lago,19.9,Continente,Norte,Cávado,Amares
030118,Rendufe,17.41,Continente,Norte,Cávado,Amares
030125,UF de Amares e Figueiredo,18.23,Continente,Norte,Cávado,Amares
030126,"UF de Caldelas, Sequeiros e Paranhos",22.41,Continente,Norte,Cávado,Amares
030127,"UF de Ferreiros, Prozelo e Besteiros",17.82,Continente,Norte,Cávado,Amares
030128,UF de Torre e Portela,22.14,Continente,Norte,Cávado,Amares
030129,"UF de Vilela, Seramil e Paredes Secas",20.74,Continente,Norte,Cávado,Amares
030201,Abade de Neiva,14.84,Continente,Norte,Cávado,Barcelos
030202,Aborim,20.86,Continente,Norte,Cávado,Barcelos
030203,Adães,17.44,Continente,Norte,Cávado,Barcelos
030205,Airó,16.57,Continente,Norte,Cávado,Barcelos
030206,Aldreu,18.06,Continente,Norte,Cávado,Barcelos
030208,Alvelos,14.03,Continente,Norte,Cávado,Barcelos
030209,Arcozelo,15.15,Continente,Norte,Cávado,Barcelos
030210,Areias,16.28,Continente,Norte,Cávado,Barcelos
030212,Balugães,19.75,Continente,Norte,Cávado,Barcelos
030213,Barcelinhos,15.06,Continente,Norte,Cávado,Barcelos
030215,Barqueiros,18.08,Continente,Norte,Cávado,Barcelos
030216,Cambeses,19.87,Continente,Norte,Cávado,Barcelos
030218,Carapeços,16.14,Continente,Norte,Cávado,Barcelos
030220,Carvalhal,15.68,Continente,Norte,Cávado,Barcelos
030221,Carvalhas,17.72,Continente,Norte,Cávado,Barcelos
030224,Cossourado,19.43,Continente,Norte,Cávado,Barcelos
030228,Cristelo,19.07,Continente,Norte,Cávado,Barcelos
030234,Fornelos,15.66,Continente,Norte,Cávado,Barcelos
030235,Fragoso,20.64,Continente,Norte,Cávado,Barcelos
030268,Galegos (Santa Maria),14.96,Continente,Norte,Cávado,Barcelos
030272,Galegos (São Martinho),15.99,Continente,Norte,Cávado,Barcelos
030237,Gilmonde,14.75,Continente,Norte,Cávado,Barcelos
030242,Lama,16.16,Continente,Norte,Cávado,Barcelos
030243,Lijó,14.36,Continente,Norte,Cávado,Barcelos
030244,Macieira de Rates,17.62,Continente,Norte,Cávado,Barcelos
030245,Manhente,15.64,Continente,Norte,Cávado,Barcelos
030247,Martim,18.11,Continente,Norte,Cávado,Barcelos
030252,Moure,17.96,Continente,Norte,Cávado,Barcelos
030254,Oliveira,16.06,Continente,Norte,Cávado,Barcelos
030255,Palme,19.88,Continente,Norte,Cávado,Barcelos
030256,Panque,21.5,Continente,Norte,Cávado,Barcelos
030257,Paradela,20.26,Continente,Norte,Cávado,Barcelos
030259,Pereira,14.83,Continente,Norte,Cávado,Barcelos
030260,Perelhal,15.13,Continente,Norte,Cávado,Barcelos
030261,Pousa,19.34,Continente,Norte,Cávado,Barcelos
030263,Remelhe,17.01,Continente,Norte,Cávado,Barcelos
030265,Rio Covo (Santa Eugénia),15.13,Continente,Norte,Cávado,Barcelos
030264,Roriz,15.32,Continente,Norte,Cávado,Barcelos
030279,Silva,16.16,Continente,Norte,Cávado,Barcelos
030277,Tamel (São Veríssimo),15.06,Continente,Norte,Cávado,Barcelos
030282,Ucha,17.83,Continente,Norte,Cávado,Barcelos
030290,UF de Alheira e Igreja Nova,17.81,Continente,Norte,Cávado,Barcelos
030291,UF de Alvito (São Pedro e São Martinho) e Couto,16.47,Continente,Norte,Cávado,Barcelos
030292,UF de Areias de Vilar e Encourados,19.68,Continente,Norte,Cávado,Barcelos
030293,"UF de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro)",15.01,Continente,Norte,Cávado,Barcelos
030294,UF de Campo e Tamel (São Pedro Fins),16.55,Continente,Norte,Cávado,Barcelos
030295,UF de Carreira e Fonte Coberta,17.64,Continente,Norte,Cávado,Barcelos
030296,"UF de Chorente, Góios, Courel, Pedra Furada e Gueral",17.88,Continente,Norte,Cávado,Barcelos
030297,UF de Creixomil e Mariz,15.7,Continente,Norte,Cávado,Barcelos
030298,UF de Durrães e Tregosa,19.59,Continente,Norte,Cávado,Barcelos
030299,UF de Gamil e Midões,15.68,Continente,Norte,Cávado,Barcelos
0302FA,"UF de Milhazes, Vilar de Figos e Faria",17.84,Continente,Norte,Cávado,Barcelos
0302FB,UF de Negreiros e Chavão,17.52,Continente,Norte,Cávado,Barcelos
0302FC,UF de Quintiães e Aguiar,22.85,Continente,Norte,Cávado,Barcelos
0302FD,UF de Sequeade e Bastuço (São João e Santo Estevão),19.1,Continente,Norte,Cávado,Barcelos
0302FE,UF de Silveiros e Rio Covo (Santa Eulália),16.18,Continente,Norte,Cávado,Barcelos
0302FF,UF de Tamel (Santa Leocádia) e Vilar do Monte,15.22,Continente,Norte,Cávado,Barcelos
0302FG,"UF de Viatodos, Grimancelos, Minhotães e Monte de Fralães",17.16,Continente,Norte,Cávado,Barcelos
0302FH,UF de Vila Cova e Feitos,16.25,Continente,Norte,Cávado,Barcelos
030283,Várzea,15.7,Continente,Norte,Cávado,Barcelos
030287,Vila Seca,15.54,Continente,Norte,Cávado,Barcelos
030301,Adaúfe,17.39,Continente,Norte,Cávado,Braga
030349,Braga (São Vicente),17.94,Continente,Norte,Cávado,Braga
030351,Braga (São Vítor),17.69,Continente,Norte,Cávado,Braga
030312,Espinho,19.65,Continente,Norte,Cávado,Braga
030313,Esporões,17.37,Continente,Norte,Cávado,Braga
030315,Figueiredo,15.73,Continente,Norte,Cávado,Braga
030319,Gualtar,16.71,Continente,Norte,Cávado,Braga
030322,Lamas,16.16,Continente,Norte,Cávado,Braga
030325,Mire de Tibães,19.11,Continente,Norte,Cávado,Braga
030330,Padim da Graça,19.08,Continente,Norte,Cávado,Braga
030331,Palmeira,18.55,Continente,Norte,Cávado,Braga
030334,Pedralva,21.84,Continente,Norte,Cávado,Braga
030336,Priscos,17.54,Continente,Norte,Cávado,Braga
030338,Ruilhe,20.75,Continente,Norte,Cávado,Braga
030354,Sequeira,17.73,Continente,Norte,Cávado,Braga
030355,Sobreposta,19.89,Continente,Norte,Cávado,Braga
030356,Tadim,18.83,Continente,Norte,Cávado,Braga
030357,Tebosa,17.96,Continente,Norte,Cávado,Braga
030363,UF de Arentim e Cunha,21.99,Continente,Norte,Cávado,Braga
030364,"UF de Braga (Maximinos, Sé e Cividade)",17.75,Continente,Norte,Cávado,Braga
030365,UF de Braga (São José de São Lázaro e São João do Souto),17.12,Continente,Norte,Cávado,Braga
030366,UF de Cabreiros e Passos (São Julião),18.7,Continente,Norte,Cávado,Braga
030367,"UF de Celeirós, Aveleda e Vimieiro",16.3,Continente,Norte,Cávado,Braga
030368,UF de Crespos e Pousada,19.03,Continente,Norte,Cávado,Braga
030369,UF de Escudeiros e Penso (Santo Estêvão e São Vicente),18.28,Continente,Norte,Cávado,Braga
030370,UF de Este (São Pedro e São Mamede),17.6,Continente,Norte,Cávado,Braga
030371,UF de Ferreiros e Gondizalves,16.59,Continente,Norte,Cávado,Braga
030372,UF de Guisande e Oliveira (São Pedro),19.27,Continente,Norte,Cávado,Braga
030373,UF de Lomar e Arcos,17.31,Continente,Norte,Cávado,Braga
030374,"UF de Merelim (São Paio), Panoias e Parada de Tibães",18.23,Continente,Norte,Cávado,Braga
030375,UF de Merelim (São Pedro) e Frossos,18.69,Continente,Norte,Cávado,Braga
030376,UF de Morreira e Trandeiras,17.78,Continente,Norte,Cávado,Braga
030377,"UF de Nogueira, Fraião e Lamaçães",16.67,Continente,Norte,Cávado,Braga
030378,UF de Nogueiró e Tenões,17.31,Continente,Norte,Cávado,Braga
030379,"UF de Real, Dume e Semelhe",17.58,Continente,Norte,Cávado,Braga
030380,UF de Santa Lucrécia de Algeriz e Navarra,18.46,Continente,Norte,Cávado,Braga
030381,UF de Vilaça e Fradelos,16.65,Continente,Norte,Cávado,Braga
030601,Antas,18.48,Continente,Norte,Cávado,Esposende
030608,Forjães,18.24,Continente,Norte,Cávado,Esposende
030610,Gemeses,18.28,Continente,Norte,Cávado,Esposende
030616,UF de Apúlia e Fão,17.51,Continente,Norte,Cávado,Esposende
030617,UF de Belinho e Mar,16.01,Continente,Norte,Cávado,Esposende
030618,"UF de Esposende, Marinhas e Gandra",17.48,Continente,Norte,Cávado,Esposende
030619,UF de Fonte Boa e Rio Tinto,16.1,Continente,Norte,Cávado,Esposende
030620,UF de Palmeira de Faro e Curvos,16.67,Continente,Norte,Cávado,Esposende
030615,Vila Chã,18.11,Continente,Norte,Cávado,Esposende
031001,Balança,23.09,Continente,Norte,Cávado,Terras de Bouro
031003,Campo do Gerês,23.91,Continente,Norte,Cávado,Terras de Bouro
031004,Carvalheira,24.8,Continente,Norte,Cávado,Terras de Bouro
031008,Covide,18.62,Continente,Norte,Cávado,Terras de Bouro
031009,Gondoriz,25.9,Continente,Norte,Cávado,Terras de Bouro
031010,Moimenta,19.47,Continente,Norte,Cávado,Terras de Bouro
031012,Ribeira,23.58,Continente,Norte,Cávado,Terras de Bouro
031013,Rio Caldo,21.41,Continente,Norte,Cávado,Terras de Bouro
031014,Souto,21.65,Continente,Norte,Cávado,Terras de Bouro
031018,UF de Chamoim e Vilar,19.93,Continente,Norte,Cávado,Terras de Bouro
031019,UF de Chorense e Monte,20.14,Continente,Norte,Cávado,Terras de Bouro
031020,UF de Cibões e Brufe,30.92,Continente,Norte,Cávado,Terras de Bouro
031015,Valdosende,24.49,Continente,Norte,Cávado,Terras de Bouro
031017,Vilar da Veiga,22.23,Continente,Norte,Cávado,Terras de Bouro
031359,Aboim da Nóbrega e Gondomar,23.96,Continente,Norte,Cávado,Vila Verde
031304,Atiães,17.92,Continente,Norte,Cávado,Vila Verde
031308,Cabanelas,18.12,Continente,Norte,Cávado,Vila Verde
031309,Cervães,18.03,Continente,Norte,Cávado,Vila Verde
031311,Coucieiro,20.93,Continente,Norte,Cávado,Vila Verde
031313,Dossãos,20.6,Continente,Norte,Cávado,Vila Verde
031316,Freiriz,18.99,Continente,Norte,Cávado,Vila Verde
031317,Gême,18.58,Continente,Norte,Cávado,Vila Verde
031323,Lage,18.53,Continente,Norte,Cávado,Vila Verde
031324,Lanhas,17.2,Continente,Norte,Cávado,Vila Verde
031325,Loureira,18.07,Continente,Norte,Cávado,Vila Verde
031328,Moure,17.39,Continente,Norte,Cávado,Vila Verde
031330,Oleiros,19.29,Continente,Norte,Cávado,Vila Verde
031331,Parada de Gatim,18.83,Continente,Norte,Cávado,Vila Verde
031335,Pico,18.98,Continente,Norte,Cávado,Vila Verde
031337,Ponte,22.18,Continente,Norte,Cávado,Vila Verde
031350,Prado (São Miguel),20.75,Continente,Norte,Cávado,Vila Verde
