Freg_ID,Freg_Desc,Minutos,NUTS1,NUTS2,NUTS3,Concelho
170357,UF de Loivos e Póvoa de Agrações,20.3,Continente,Norte,Alto Tâmega e Barroso,Chaves
170358,UF de Santa Cruz/Trindade e Sanjurge,13.93,Continente,Norte,Alto Tâmega e Barroso,Chaves
170359,UF de Soutelo e Seara Velha,18.61,Continente,Norte,Alto Tâmega e Barroso,Chaves
170360,UF de Travancas e Roriz,18.59,Continente,Norte,Alto Tâmega e Barroso,Chaves
170341,Vale de Anta,13.9,Continente,Norte,Alto Tâmega e Barroso,Chaves
170361,"Vidago (UF de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras)",17.9,Continente,Norte,Alto Tâmega e Barroso,Chaves
170343,Vila Verde da Raia,13.31,Continente,Norte,Alto Tâmega e Barroso,Chaves
170344,Vilar de Nantes,13.87,Continente,Norte,Alto Tâmega e Barroso,Chaves
170345,Vilarelho da Raia,19.42,Continente,Norte,Alto Tâmega e Barroso,Chaves
170347,Vilas Boas,18.8,Continente,Norte,Alto Tâmega e Barroso,Chaves
170349,Vilela do Tâmega,19.69,Continente,Norte,Alto Tâmega e Barroso,Chaves
170348,Vilela Seca,17.17,Continente,Norte,Alto Tâmega e Barroso,Chaves
170601,Cabril,26.03,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170603,Cervos,18.1,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170604,Chã,16.67,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170607,Covelo do Gerês,31.83,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170609,Ferral,23.34,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170612,Gralhas,11.81,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170616,Morgade,16.6,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170618,Negrões,22.45,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170619,Outeiro,23.45,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170623,Pitões das Junias,17.68,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170625,Reigoso,20.14,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170626,Salto,18.3,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170627,Santo André,12.93,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170629,Sarraquinhos,24.65,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170631,Solveira,21.83,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170632,Tourém,18.06,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170636,"UF de Cambeses do Rio, Donões e Mourilhe",14.84,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170637,UF de Meixedo e Padornelos,13.92,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170638,UF de Montalegre e Padroso,13.21,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170639,"UF de Paradela, Contim e Fiães",18.8,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170640,UF de Sezelhe e Covelães,14.78,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170641,UF de Venda Nova e Pondras,20.15,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170642,UF de Viade de Baixo e Fervidelas,25.08,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170643,UF de Vilar de Perdizes e Meixide,16.39,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170635,Vila da Ponte,31.4,Continente,Norte,Alto Tâmega e Barroso,Montalegre
170901,Alvadia,19.85,Continente,Norte,Alto Tâmega e Barroso,Ribeira de Pena
170902,Canedo,18.79,Continente,Norte,Alto Tâmega e Barroso,Ribeira de Pena
170906,Santa Marinha,15.03,Continente,Norte,Alto Tâmega e Barroso,Ribeira de Pena
170908,UF de Cerva e Limões,19.29,Continente,Norte,Alto Tâmega e Barroso,Ribeira de Pena
170909,UF de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega,12.92,Continente,Norte,Alto Tâmega e Barroso,Ribeira de Pena
171201,Água Revés e Crasto,12.86,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171203,Algeriz,19.88,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171205,Bouçoães,44.59,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171206,Canaveses,17.68,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171232,Carrazedo de Montenegro e Curros,16.53,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171209,Ervões,17.76,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171211,Fornos do Pinhal,11.92,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171212,Friões,19.56,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171233,"Lebução, Fiães e Nozelos",25.39,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171215,Padrela e Tazem,20.82,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171216,Possacos,12.17,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171217,Rio Torto,14.73,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171219,Santa Maria de Emeres,15.09,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171220,Santa Valha,23.26,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171221,Santiago da Ribeira de Alhariz,15.27,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171222,São João da Corveira,21.29,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171223,São Pedro de Veiga de Lila,19.43,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171224,Serapicos,26.42,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171234,Sonim e Barreiros,21.04,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171235,Tinhela e Alvarelhos,19.81,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171227,Vales,21.54,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171236,Valpaços e Sanfins,12.62,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171229,Vassal,13.51,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171230,Veiga de Lila,16.59,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171231,Vilarandelo,14.74,Continente,Norte,Alto Tâmega e Barroso,Valpaços
171302,Alfarela de Jales,25.83,Continente,Norte,Alto Tâmega e Barroso,Vila Pouca de Aguiar
171319,Alvão,16.01,Continente,Norte,Alto Tâmega e Barroso,Vila Pouca de Aguiar
171303,Bornes de Aguiar,15.9,Continente,Norte,Alto Tâmega e Barroso,Vila Pouca de Aguiar
171304,Bragado,16.68,Continente,Norte,Alto Tâmega e Barroso,Vila Pouca de Aguiar
171305,Capeludos,20.51,Continente,Norte,Alto Tâmega e Barroso,Vila Pouca de Aguiar
171317,Sabroso de Aguiar,14.66,Continente,Norte,Alto Tâmega e Barroso,Vila Pouca de Aguiar
171310,Soutelo de Aguiar,14.79,Continente,Norte,Alto Tâmega e Barroso,Vila Pouca de Aguiar
171311,Telões,16.69,Continente,Norte,Alto Tâmega e Barroso,Vila Pouca de Aguiar
171312,Tresminas,21.31,Continente,Norte,Alto Tâmega e Barroso,Vila Pouca de Aguiar
171320,UF de Pensalvos e Parada de Monteiros,18.77,Continente,Norte,Alto Tâmega e Barroso,Vila Pouca de Aguiar
171313,Valoura,19.93,Continente,Norte,Alto Tâmega e Barroso,Vila Pouca de Aguiar
171314,Vila Pouca de Aguiar,14.29,Continente,Norte,Alto Tâmega e Barroso,Vila Pouca de Aguiar
171315,Vreia de Bornes,18.1,Continente,Norte,Alto Tâmega e Barroso,Vila Pouca de Aguiar
171316,Vreia de Jales,18,Continente,Norte,Alto Tâmega e Barroso,Vila Pouca de Aguiar
130103,Ansiães,32.1,Continente,Norte,Tâmega e Sousa,Amarante
130107,Candemil,33.24,Continente,Norte,Tâmega e Sousa,Amarante
130112,Fregim,18.52,Continente,Norte,Tâmega e Sousa,Amarante
130115,Fridão,21.72,Continente,Norte,Tâmega e Sousa,Amarante
130117,Gondar,20.03,Continente,Norte,Tâmega e Sousa,Amarante
130134,Gouveia (São Simão),28.3,Continente,Norte,Tâmega e Sousa,Amarante
130118,Jazente,19.72,Continente,Norte,Tâmega e Sousa,Amarante
130119,Lomba,18.03,Continente,Norte,Tâmega e Sousa,Amarante
130120,Louredo,21.51,Continente,Norte,Tâmega e Sousa,Amarante
130121,Lufrei,18.7,Continente,Norte,Tâmega e Sousa,Amarante
130123,Mancelos,22.5,Continente,Norte,Tâmega e Sousa,Amarante
130126,Padronelo,17.61,Continente,Norte,Tâmega e Sousa,Amarante
130128,Rebordelo,33.57,Continente,Norte,Tâmega e Sousa,Amarante
130129,Salvador do Monte,19.71,Continente,Norte,Tâmega e Sousa,Amarante
130135,Telões,18.26,Continente,Norte,Tâmega e Sousa,Amarante
130136,Travanca,21.33,Continente,Norte,Tâmega e Sousa,Amarante
130141,"UF de Aboadela, Sanche e Várzea",22.28,Continente,Norte,Tâmega e Sousa,Amarante
130142,"UF de Amarante (São Gonçalo), Madalena, Cepelos e Gatão",17.28,Continente,Norte,Tâmega e Sousa,Amarante
130143,"UF de Bustelo, Carneiro e Carvalho de Rei",34.34,Continente,Norte,Tâmega e Sousa,Amarante
130144,UF de Figueiró (Santiago e Santa Cristina),20.36,Continente,Norte,Tâmega e Sousa,Amarante
130145,UF de Freixo de Cima e de Baixo,19.14,Continente,Norte,Tâmega e Sousa,Amarante
130146,UF de Olo e Canadelo,22.1,Continente,Norte,Tâmega e Sousa,Amarante
130148,"UF de Vila Garcia, Aboim e Chapa",20.28,Continente,Norte,Tâmega e Sousa,Amarante
130138,Vila Caiz,25,Continente,Norte,Tâmega e Sousa,Amarante
130139,Vila Chã do Marão,21.05,Continente,Norte,Tâmega e Sousa,Amarante
130147,Vila Meã,19.65,Continente,Norte,Tâmega e Sousa,Amarante
130204,Frende,28.93,Continente,Norte,Tâmega e Sousa,Baião
130205,Gestaçô,30.46,Continente,Norte,Tâmega e Sousa,Baião
130206,Gove,24.12,Continente,Norte,Tâmega e Sousa,Baião
130207,Grilo,34.04,Continente,Norte,Tâmega e Sousa,Baião
130208,Loivos do Monte,39.13,Continente,Norte,Tâmega e Sousa,Baião
130215,Santa Marinha do Zêzere,31.02,Continente,Norte,Tâmega e Sousa,Baião
130221,UF de Ancede e Ribadouro,26.06,Continente,Norte,Tâmega e Sousa,Baião
130222,UF de Baião (Santa Leocádia) e Mesquinhata,28.46,Continente,Norte,Tâmega e Sousa,Baião
130223,UF de Campelo e Ovil,20.61,Continente,Norte,Tâmega e Sousa,Baião
130224,UF de Loivos da Ribeira e Tresouras,29.75,Continente,Norte,Tâmega e Sousa,Baião
130225,UF de Santa Cruz do Douro e São Tomé de Covelas,30.88,Continente,Norte,Tâmega e Sousa,Baião
130226,UF de Teixeira e Teixeiró,29.92,Continente,Norte,Tâmega e Sousa,Baião
130219,Valadares,28.81,Continente,Norte,Tâmega e Sousa,Baião
130220,Viariz,35.52,Continente,Norte,Tâmega e Sousa,Baião
010602,Fornos,20.69,Continente,Norte,Tâmega e Sousa,Castelo de Paiva
010606,Real,24.18,Continente,Norte,Tâmega e Sousa,Castelo de Paiva
010607,Santa Maria de Sardoura,23.81,Continente,Norte,Tâmega e Sousa,Castelo de Paiva
010608,São Martinho de Sardoura,22.01,Continente,Norte,Tâmega e Sousa,Castelo de Paiva
010610,"UF de Raiva, Pedorido e Paraíso",24.87,Continente,Norte,Tâmega e Sousa,Castelo de Paiva
010611,UF de Sobrado e Bairros,20.3,Continente,Norte,Tâmega e Sousa,Castelo de Paiva
030501,Agilde,20.15,Continente,Norte,Tâmega e Sousa,Celorico de Basto
030502,Arnóia,19.01,Continente,Norte,Tâmega e Sousa,Celorico de Basto
030520,Basto (São Clemente),25.13,Continente,Norte,Tâmega e Sousa,Celorico de Basto
030503,Borba de Montanha,23.05,Continente,Norte,Tâmega e Sousa,Celorico de Basto
030508,Codeçoso,22.67,Continente,Norte,Tâmega e Sousa,Celorico de Basto
030510,Fervença,23.25,Continente,Norte,Tâmega e Sousa,Celorico de Basto
030515,Moreira do Castelo,26.45,Continente,Norte,Tâmega e Sousa,Celorico de Basto
030517,Rego,21.28,Continente,Norte,Tâmega e Sousa,Celorico de Basto
030518,Ribas,23.25,Continente,Norte,Tâmega e Sousa,Celorico de Basto
030523,"UF de Britelo, Gémeos e Ourilhe",15.99,Continente,Norte,Tâmega e Sousa,Celorico de Basto
030524,UF de Caçarilhe e Infesta,22.71,Continente,Norte,Tâmega e Sousa,Celorico de Basto
030525,UF de Canedo de Basto e Corgo,19.47,Continente,Norte,Tâmega e Sousa,Celorico de Basto
030526,UF de Carvalho e Basto (Santa Tecla),23.8,Continente,Norte,Tâmega e Sousa,Celorico de Basto
030527,"UF de Veade, Gagos e Molares",16.04,Continente,Norte,Tâmega e Sousa,Celorico de Basto
030521,Vale de Bouro,19.9,Continente,Norte,Tâmega e Sousa,Celorico de Basto
180403,Cinfães,20.84,Continente,Norte,Tâmega e Sousa,Cinfães
180404,Espadanedo,26.33,Continente,Norte,Tâmega e Sousa,Cinfães
180405,Ferreiros de Tendais,30.69,Continente,Norte,Tâmega e Sousa,Cinfães
180406,Fornelos,33.36,Continente,Norte,Tâmega e Sousa,Cinfães
180408,Moimenta,27.01,Continente,Norte,Tâmega e Sousa,Cinfães
180409,Nespereira,24.38,Continente,Norte,Tâmega e Sousa,Cinfães
180410,Oliveira do Douro,35.37,Continente,Norte,Tâmega e Sousa,Cinfães
180412,Santiago de Piães,26.35,Continente,Norte,Tâmega e Sousa,Cinfães
180413,São Cristóvão de Nogueira,29.35,Continente,Norte,Tâmega e Sousa,Cinfães
180414,Souselo,24.8,Continente,Norte,Tâmega e Sousa,Cinfães
180415,Tarouquela,22.77,Continente,Norte,Tâmega e Sousa,Cinfães
180416,Tendais,22.84,Continente,Norte,Tâmega e Sousa,Cinfães
180417,Travanca,30.12,Continente,Norte,Tâmega e Sousa,Cinfães
180418,"UF de Alhões, Bustelo, Gralheira e Ramires",17.95,Continente,Norte,Tâmega e Sousa,Cinfães
130301,Aião,16.55,Continente,Norte,Tâmega e Sousa,Felgueiras
130302,Airães,15.69,Continente,Norte,Tâmega e Sousa,Felgueiras
130305,Friande,13.88,Continente,Norte,Tâmega e Sousa,Felgueiras
130306,Idães,13.66,Continente,Norte,Tâmega e Sousa,Felgueiras
130307,Jugueiros,14.94,Continente,Norte,Tâmega e Sousa,Felgueiras
130313,Penacova,13.19,Continente,Norte,Tâmega e Sousa,Felgueiras
130314,Pinheiro,15.01,Continente,Norte,Tâmega e Sousa,Felgueiras
130315,Pombeiro de Ribavizela,13.23,Continente,Norte,Tâmega e Sousa,Felgueiras
130317,Refontoura,15.37,Continente,Norte,Tâmega e Sousa,Felgueiras
130318,Regilde,13.65,Continente,Norte,Tâmega e Sousa,Felgueiras
130319,Revinhade,13.37,Continente,Norte,Tâmega e Sousa,Felgueiras
130324,Sendim,13.88,Continente,Norte,Tâmega e Sousa,Felgueiras
130334,UF de Macieira da Lixa e Caramos,16.04,Continente,Norte,Tâmega e Sousa,Felgueiras
130335,"UF de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure",13.84,Continente,Norte,Tâmega e Sousa,Felgueiras
130336,"UF de Pedreira, Rande e Sernande",14.81,Continente,Norte,Tâmega e Sousa,Felgueiras
130337,UF de Torrados e Sousa,13,Continente,Norte,Tâmega e Sousa,Felgueiras
130338,UF de Unhão e Lordelo,16.38,Continente,Norte,Tâmega e Sousa,Felgueiras
130339,UF de Vila Cova da Lixa e Borba de Godim,17.52,Continente,Norte,Tâmega e Sousa,Felgueiras
130340,UF de Vila Fria e Vizela (São Jorge),16.29,Continente,Norte,Tâmega e Sousa,Felgueiras
130341,UF de Vila Verde e Santão,18.86,Continente,Norte,Tâmega e Sousa,Felgueiras
130502,Aveleda,16.32,Continente,Norte,Tâmega e Sousa,Lousada
130504,Caíde de Rei,20.27,Continente,Norte,Tâmega e Sousa,Lousada
130510,Lodares,18.54,Continente,Norte,Tâmega e Sousa,Lousada
130512,Macieira,15.63,Continente,Norte,Tâmega e Sousa,Lousada
130513,Meinedo,21.37,Continente,Norte,Tâmega e Sousa,Lousada
130515,Nevogilde,15.47,Continente,Norte,Tâmega e Sousa,Lousada
130524,Sousela,16.04,Continente,Norte,Tâmega e Sousa,Lousada
130525,Torno,18,Continente,Norte,Tâmega e Sousa,Lousada
130527,UF de Cernadelo e Lousada (São Miguel e Santa Margarida),17.31,Continente,Norte,Tâmega e Sousa,Lousada
130528,"UF de Cristelos, Boim e Ordem",17.83,Continente,Norte,Tâmega e Sousa,Lousada
130529,UF de Figueiras e Covas,15.54,Continente,Norte,Tâmega e Sousa,Lousada
130530,UF de Lustosa e Barrosas (Santo Estêvão),14.85,Continente,Norte,Tâmega e Sousa,Lousada
130531,UF de Nespereira e Casais,16.52,Continente,Norte,Tâmega e Sousa,Lousada
130532,"UF de Silvares, Pias, Nogueira e Alvarenga",17.29,Continente,Norte,Tâmega e Sousa,Lousada
130526,Vilar do Torno e Alentém,19.22,Continente,Norte,Tâmega e Sousa,Lousada
130732,"Alpendorada, Várzea e Torrão",19.65,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130733,Avessadas e Rosém,21.89,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130704,Banho e Carvalhosa,23.24,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130734,Bem Viver,23.13,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130705,Constance,20.11,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130736,Marco,19.42,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130737,Paredes de Viadores e Manhuncelos,25.36,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130738,Penha Longa e Paços de Gaiolo,30.17,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130739,Sande e São Lourenço do Douro,26.97,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130735,Santo Isidoro e Livração,23.56,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130722,Soalhães,23.72,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130723,Sobretâmega,19.53,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130724,Tabuado,21.8,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130740,"Várzea, Aliviada e Folhada",23.05,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130741,Vila Boa de Quires e Maureles,22.35,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130730,Vila Boa do Bispo,22.49,Continente,Norte,Tâmega e Sousa,Marco de Canaveses
130902,Carvalhosa,14.71,Continente,Norte,Tâmega e Sousa,Paços de Ferreira
130904,Eiriz,14.57,Continente,Norte,Tâmega e Sousa,Paços de Ferreira
130905,Ferreira,14.76,Continente,Norte,Tâmega e Sousa,Paços de Ferreira
130906,Figueiró,14.7,Continente,Norte,Tâmega e Sousa,Paços de Ferreira
130917,Frazão Arreigada,14.62,Continente,Norte,Tâmega e Sousa,Paços de Ferreira
130908,Freamunde,14.49,Continente,Norte,Tâmega e Sousa,Paços de Ferreira
130910,Meixomil,14.27,Continente,Norte,Tâmega e Sousa,Paços de Ferreira
130918,Paços de Ferreira,15.05,Continente,Norte,Tâmega e Sousa,Paços de Ferreira
130913,Penamaior,15.19,Continente,Norte,Tâmega e Sousa,Paços de Ferreira
130914,Raimonda,15.42,Continente,Norte,Tâmega e Sousa,Paços de Ferreira
130919,Sanfins Lamoso Codessos,15.67,Continente,Norte,Tâmega e Sousa,Paços de Ferreira
130916,Seroa,14.76,Continente,Norte,Tâmega e Sousa,Paços de Ferreira
131101,Abragão,23.94,Continente,Norte,Tâmega e Sousa,Penafiel
131102,Boelhe,25.33,Continente,Norte,Tâmega e Sousa,Penafiel
131103,Bustelo,20.52,Continente,Norte,Tâmega e Sousa,Penafiel
131104,Cabeça Santa,21.36,Continente,Norte,Tâmega e Sousa,Penafiel
131105,Canelas,29.97,Continente,Norte,Tâmega e Sousa,Penafiel
131106,Capela,30.3,Continente,Norte,Tâmega e Sousa,Penafiel
131107,Castelões,20.72,Continente,Norte,Tâmega e Sousa,Penafiel
131108,Croca,17.84,Continente,Norte,Tâmega e Sousa,Penafiel
131109,Duas Igrejas,17.54,Continente,Norte,Tâmega e Sousa,Penafiel
131110,Eja,24.26,Continente,Norte,Tâmega e Sousa,Penafiel
131112,Fonte Arcada,29.31,Continente,Norte,Tâmega e Sousa,Penafiel
131113,Galegos,21.15,Continente,Norte,Tâmega e Sousa,Penafiel
131141,Guilhufe e Urrô,19.3,Continente,Norte,Tâmega e Sousa,Penafiel
131115,Irivo,23.09,Continente,Norte,Tâmega e Sousa,Penafiel
131142,Lagares e Figueira,27.67,Continente,Norte,Tâmega e Sousa,Penafiel
131140,Luzim e Vila Cova,26.38,Continente,Norte,Tâmega e Sousa,Penafiel
131121,Oldrões,20.71,Continente,Norte,Tâmega e Sousa,Penafiel
131122,Paço de Sousa,25.44,Continente,Norte,Tâmega e Sousa,Penafiel
131139,Penafiel,18.83,Continente,Norte,Tâmega e Sousa,Penafiel
131125,Perozelo,19.82,Continente,Norte,Tâmega e Sousa,Penafiel
131128,Rans,20.02,Continente,Norte,Tâmega e Sousa,Penafiel
131132,Recezinhos (São Mamede),21.49,Continente,Norte,Tâmega e Sousa,Penafiel
131133,Recezinhos (São Martinho),19.13,Continente,Norte,Tâmega e Sousa,Penafiel
131129,Rio de Moinhos,21.8,Continente,Norte,Tâmega e Sousa,Penafiel
131138,Rio Mau,34.39,Continente,Norte,Tâmega e Sousa,Penafiel
131134,Sebolido,33.85,Continente,Norte,Tâmega e Sousa,Penafiel
131143,Termas de São Vicente,22.66,Continente,Norte,Tâmega e Sousa,Penafiel
131136,Valpedre,22.63,Continente,Norte,Tâmega e Sousa,Penafiel
181302,Barrô,29.3,Continente,Norte,Tâmega e Sousa,Resende
181303,Cárquere,21.67,Continente,Norte,Tâmega e Sousa,Resende
181310,Paus,26.22,Continente,Norte,Tâmega e Sousa,Resende
181311,Resende,19.71,Continente,Norte,Tâmega e Sousa,Resende
181312,São Cipriano,32.21,Continente,Norte,Tâmega e Sousa,Resende
181313,São João de Fontoura,22.88,Continente,Norte,Tâmega e Sousa,Resende
181314,São Martinho de Mouros,22.39,Continente,Norte,Tâmega e Sousa,Resende
181316,UF de Anreade e São Romão de Aregos,21.27,Continente,Norte,Tâmega e Sousa,Resende
181317,UF de Felgueiras e Feirão,25.94,Continente,Norte,Tâmega e Sousa,Resende
181318,UF de Freigil e Miomães,26.17,Continente,Norte,Tâmega e Sousa,Resende
181319,UF de Ovadas e Panchorra,28.27,Continente,Norte,Tâmega e Sousa,Resende
170101,Alijó,14.77,Continente,Norte,Douro,Alijó
170107,Favaios,13.65,Continente,Norte,Douro,Alijó
170108,Pegarinhos,17.78,Continente,Norte,Douro,Alijó
170109,Pinhão,14.12,Continente,Norte,Douro,Alijó
170112,Sanfins do Douro,17.22,Continente,Norte,Douro,Alijó
170113,Santa Eugénia,18.93,Continente,Norte,Douro,Alijó
170114,São Mamede de Ribatua,18.23,Continente,Norte,Douro,Alijó
170120,UF de Carlão e Amieiro,17.72,Continente,Norte,Douro,Alijó
170121,UF de Castedo e Cotas,16.29,Continente,Norte,Douro,Alijó
170122,UF de Pópulo e Ribalonga,20.42,Continente,Norte,Douro,Alijó
170123,"UF de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas",17.03,Continente,Norte,Douro,Alijó
170116,Vila Chã,15.63,Continente,Norte,Douro,Alijó
170117,Vila Verde,22.4,Continente,Norte,Douro,Alijó
170118,Vilar de Maçada,19.28,Continente,Norte,Douro,Alijó
180101,Aldeias,17.08,Continente,Norte,Douro,Armamar
180120,Armamar,13.83,Continente,Norte,Douro,Armamar
180104,Cimbres,17.33,Continente,Norte,Douro,Armamar
180106,Folgosa,16.93,Continente,Norte,Douro,Armamar
180107,Fontelo,16.18,Continente,Norte,Douro,Armamar
180109,Queimada,14.54,Continente,Norte,Douro,Armamar
180110,Queimadela,16.85,Continente,Norte,Douro,Armamar
180111,Santa Cruz,16.48,Continente,Norte,Douro,Armamar
180114,São Cosmado,15.58,Continente,Norte,Douro,Armamar
180115,São Martinho das Chãs,12.23,Continente,Norte,Douro,Armamar
180121,UF de Aricera e Goujoim,18.1,Continente,Norte,Douro,Armamar
180122,UF de São Romão e Santiago,12.17,Continente,Norte,Douro,Armamar
180123,UF de Vila Seca e Santo Adrião,15.5,Continente,Norte,Douro,Armamar
180118,Vacalar,18.02,Continente,Norte,Douro,Armamar
040304,Carrazeda de Ansiães,13.12,Continente,Norte,Douro,Carrazeda de Ansiães
040306,Fonte Longa,15.72,Continente,Norte,Douro,Carrazeda de Ansiães
040308,Linhares,13.87,Continente,Norte,Douro,Carrazeda de Ansiães
040309,Marzagão,14.13,Continente,Norte,Douro,Carrazeda de Ansiães
040311,Parambos,15.38,Continente,Norte,Douro,Carrazeda de Ansiães
040312,Pereiros,19.56,Continente,Norte,Douro,Carrazeda de Ansiães
040313,Pinhal do Norte,20.21,Continente,Norte,Douro,Carrazeda de Ansiães
040314,Pombal,21.48,Continente,Norte,Douro,Carrazeda de Ansiães
040316,Seixo de Ansiães,21.73,Continente,Norte,Douro,Carrazeda de Ansiães
040320,UF de Amedo e Zedes,15.27,Continente,Norte,Douro,Carrazeda de Ansiães
040321,UF de Belver e Mogo de Malta,14.9,Continente,Norte,Douro,Carrazeda de Ansiães
040322,UF de Castanheiro do Norte e Ribalonga,17.09,Continente,Norte,Douro,Carrazeda de Ansiães
040323,"UF de Lavandeira, Beira Grande e Selores",18.36,Continente,Norte,Douro,Carrazeda de Ansiães
040318,Vilarinho da Castanheira,23.37,Continente,Norte,Douro,Carrazeda de Ansiães
040404,Ligares,14.18,Continente,Norte,Douro,Freixo de Espada à Cinta
040406,Poiares,14.62,Continente,Norte,Douro,Freixo de Espada à Cinta
040407,UF de Freixo de Espada à Cinta e Mazouco,11.88,Continente,Norte,Douro,Freixo de Espada à Cinta
040408,UF de Lagoaça e Fornos,19.97,Continente,Norte,Douro,Freixo de Espada à Cinta
180502,Avões,19.5,Continente,Norte,Douro,Lamego
180504,Britiande,17.59,Continente,Norte,Douro,Lamego
180505,Cambres,20.74,Continente,Norte,Douro,Lamego
180507,Ferreirim,15.96,Continente,Norte,Douro,Lamego
180508,Ferreiros de Avões,18.03,Continente,Norte,Douro,Lamego
180509,Figueira,20.63,Continente,Norte,Douro,Lamego
180510,Lalim,16.85,Continente,Norte,Douro,Lamego
180525,Lamego (Almacave e Sé),16.77,Continente,Norte,Douro,Lamego
180511,Lazarim,25.76,Continente,Norte,Douro,Lamego
180516,Penajóia,23.3,Continente,Norte,Douro,Lamego
180517,Penude,17.86,Continente,Norte,Douro,Lamego
180519,Samodães,22.06,Continente,Norte,Douro,Lamego
180520,Sande,21.52,Continente,Norte,Douro,Lamego
180526,"UF de Bigorne, Magueija e Pretarouca",25.24,Continente,Norte,Douro,Lamego
180527,"UF de Cepões, Meijinhos e Melcões",17.12,Continente,Norte,Douro,Lamego
180528,UF de Parada do Bispo e Valdigem,18.29,Continente,Norte,Douro,Lamego
180523,Várzea de Abrunhais,20.19,Continente,Norte,Douro,Lamego
180524,Vila Nova de Souto d'El-Rei,16.16,Continente,Norte,Douro,Lamego
170401,Barqueiros,23.47,Continente,Norte,Douro,Mesão Frio
170402,Cidadelhe,19.73,Continente,Norte,Douro,Mesão Frio
170408,Mesão Frio (Santo André),17.86,Continente,Norte,Douro,Mesão Frio
170403,Oliveira,17.52,Continente,Norte,Douro,Mesão Frio
170407,Vila Marim,20.32,Continente,Norte,Douro,Mesão Frio
180702,Alvite,14.52,Continente,Norte,Douro,Moimenta da Beira
180703,Arcozelos,12.52,Continente,Norte,Douro,Moimenta da Beira
