Variavel,Categoria,Geo,Geo_Desc,Ano,Valor,Var_Num,Cat_Num,DescLocal,YCoord,XCoord
Idade,65-74,DE,Germany,2024,21.7,3,6,Inicio,968,21.1
Idade,65-74,DE,Germany,2024,21.7,3,6,Fim,970,21.7
Idade,65-74,DK,Denmark,2024,8.1,3,6,Inicio,968,18
Idade,65-74,DK,Denmark,2024,8.1,3,6,Fim,970,8.1
Idade,65-74,EE,Estonia,2024,32.6,3,6,Inicio,968,22.2
Idade,65-74,EE,Estonia,2024,32.6,3,6,Fim,970,32.6
Idade,65-74,EL,Greece,2024,23.4,3,6,Inicio,968,26.9
Idade,65-74,EL,Greece,2024,23.4,3,6,Fim,970,23.4
Idade,65-74,ES,Spain,2024,17,3,6,Inicio,968,25.8
Idade,65-74,ES,Spain,2024,17,3,6,Fim,970,17
Idade,65-74,FI,Finland,2024,13.6,3,6,Inicio,968,16.8
Idade,65-74,FI,Finland,2024,13.6,3,6,Fim,970,13.6
Idade,65-74,FR,France,2024,15.3,3,6,Inicio,968,20.5
Idade,65-74,FR,France,2024,15.3,3,6,Fim,970,15.3
Idade,65-74,HR,Croatia,2024,36,3,6,Inicio,968,21.7
Idade,65-74,HR,Croatia,2024,36,3,6,Fim,970,36
Idade,65-74,HU,Hungary,2024,27.5,3,6,Inicio,968,20.2
Idade,65-74,HU,Hungary,2024,27.5,3,6,Fim,970,27.5
Idade,65-74,IE,Ireland,2024,19,3,6,Inicio,968,17.1
Idade,65-74,IE,Ireland,2024,19,3,6,Fim,970,19
Idade,65-74,IT,Italy,2024,19.1,3,6,Inicio,968,23.1
Idade,65-74,IT,Italy,2024,19.1,3,6,Fim,970,19.1
Idade,65-74,LT,Lithuania,2024,38.5,3,6,Inicio,968,25.8
Idade,65-74,LT,Lithuania,2024,38.5,3,6,Fim,970,38.5
Idade,65-74,LU,Luxembourg,2024,10.6,3,6,Inicio,968,20
Idade,65-74,LU,Luxembourg,2024,10.6,3,6,Fim,970,10.6
Idade,65-74,LV,Latvia,2024,36,3,6,Inicio,968,24.3
Idade,65-74,LV,Latvia,2024,36,3,6,Fim,970,36
Idade,65-74,MT,Malta,2024,31.3,3,6,Inicio,968,19.7
Idade,65-74,MT,Malta,2024,31.3,3,6,Fim,970,31.3
Idade,65-74,NL,Netherlands,2024,11.1,3,6,Inicio,968,15.4
Idade,65-74,NL,Netherlands,2024,11.1,3,6,Fim,970,11.1
Idade,65-74,NO,Norway,2024,6.3,3,6,Inicio,968,15.7
Idade,65-74,NO,Norway,2024,6.3,3,6,Fim,970,6.3
Idade,65-74,PL,Poland,2024,16.5,3,6,Inicio,968,16
Idade,65-74,PL,Poland,2024,16.5,3,6,Fim,970,16.5
Idade,65-74,PT,Portugal,2024,21.2,3,6,Inicio,968,19.7
Idade,65-74,PT,Portugal,2024,21.2,3,6,Fim,970,21.2
Idade,65-74,RO,Romania,2024,26.6,3,6,Inicio,968,27.9
Idade,65-74,RO,Romania,2024,26.6,3,6,Fim,970,26.6
Idade,65-74,RS,Serbia,2024,29.5,3,6,Inicio,968,24.3
Idade,65-74,RS,Serbia,2024,29.5,3,6,Fim,970,29.5
Idade,65-74,SE,Sweden,2024,10.6,3,6,Inicio,968,17.5
Idade,65-74,SE,Sweden,2024,10.6,3,6,Fim,970,10.6
Idade,65-74,SI,Slovenia,2024,22.8,3,6,Inicio,968,14.4
Idade,65-74,SI,Slovenia,2024,22.8,3,6,Fim,970,22.8
Idade,65-74,SK,Slovakia,2024,13.2,3,6,Inicio,968,18.3
Idade,65-74,SK,Slovakia,2024,13.2,3,6,Fim,970,13.2
Idade,65-74,TR,Türkiye,2024,26.9,3,6,Inicio,968,30.4
Idade,65-74,TR,Türkiye,2024,26.9,3,6,Fim,970,26.9
Idade,75-00,AT,Austria,2024,17,3,7,Inicio,965,16.9
Idade,75-00,AT,Austria,2024,17,3,7,Fim,967,17
Idade,75-00,BE,Belgium,2024,15.8,3,7,Inicio,965,18.2
Idade,75-00,BE,Belgium,2024,15.8,3,7,Fim,967,15.8
Idade,75-00,BG,Bulgaria,2024,39.6,3,7,Inicio,965,30.3
Idade,75-00,BG,Bulgaria,2024,39.6,3,7,Fim,967,39.6
Idade,75-00,CY,Cyprus,2024,40.9,3,7,Inicio,965,17.1
Idade,75-00,CY,Cyprus,2024,40.9,3,7,Fim,967,40.9
Idade,75-00,CZ,Czechia,2024,10.7,3,7,Inicio,965,11.3
Idade,75-00,CZ,Czechia,2024,10.7,3,7,Fim,967,10.7
Idade,75-00,DE,Germany,2024,20.6,3,7,Inicio,965,21.1
Idade,75-00,DE,Germany,2024,20.6,3,7,Fim,967,20.6
Idade,75-00,DK,Denmark,2024,17.2,3,7,Inicio,965,18
Idade,75-00,DK,Denmark,2024,17.2,3,7,Fim,967,17.2
Idade,75-00,EE,Estonia,2024,49.1,3,7,Inicio,965,22.2
Idade,75-00,EE,Estonia,2024,49.1,3,7,Fim,967,49.1
Idade,75-00,EL,Greece,2024,26.4,3,7,Inicio,965,26.9
Idade,75-00,EL,Greece,2024,26.4,3,7,Fim,967,26.4
Idade,75-00,ES,Spain,2024,22,3,7,Inicio,965,25.8
Idade,75-00,ES,Spain,2024,22,3,7,Fim,967,22
Idade,75-00,FI,Finland,2024,12.9,3,7,Inicio,965,16.8
Idade,75-00,FI,Finland,2024,12.9,3,7,Fim,967,12.9
Idade,75-00,FR,France,2024,13.7,3,7,Inicio,965,20.5
Idade,75-00,FR,France,2024,13.7,3,7,Fim,967,13.7
Idade,75-00,HR,Croatia,2024,40,3,7,Inicio,965,21.7
Idade,75-00,HR,Croatia,2024,40,3,7,Fim,967,40
Idade,75-00,HU,Hungary,2024,30.1,3,7,Inicio,965,20.2
Idade,75-00,HU,Hungary,2024,30.1,3,7,Fim,967,30.1
Idade,75-00,IE,Ireland,2024,24.6,3,7,Inicio,965,17.1
Idade,75-00,IE,Ireland,2024,24.6,3,7,Fim,967,24.6
Idade,75-00,IT,Italy,2024,20.4,3,7,Inicio,965,23.1
Idade,75-00,IT,Italy,2024,20.4,3,7,Fim,967,20.4
Idade,75-00,LT,Lithuania,2024,39.8,3,7,Inicio,965,25.8
Idade,75-00,LT,Lithuania,2024,39.8,3,7,Fim,967,39.8
Idade,75-00,LU,Luxembourg,2024,8.9,3,7,Inicio,965,20
Idade,75-00,LU,Luxembourg,2024,8.9,3,7,Fim,967,8.9
Idade,75-00,LV,Latvia,2024,50.9,3,7,Inicio,965,24.3
Idade,75-00,LV,Latvia,2024,50.9,3,7,Fim,967,50.9
Idade,75-00,MT,Malta,2024,32.3,3,7,Inicio,965,19.7
Idade,75-00,MT,Malta,2024,32.3,3,7,Fim,967,32.3
Idade,75-00,NL,Netherlands,2024,16.3,3,7,Inicio,965,15.4
Idade,75-00,NL,Netherlands,2024,16.3,3,7,Fim,967,16.3
Idade,75-00,NO,Norway,2024,8.9,3,7,Inicio,965,15.7
Idade,75-00,NO,Norway,2024,8.9,3,7,Fim,967,8.9
Idade,75-00,PL,Poland,2024,15.9,3,7,Inicio,965,16
Idade,75-00,PL,Poland,2024,15.9,3,7,Fim,967,15.9
Idade,75-00,PT,Portugal,2024,26.5,3,7,Inicio,965,19.7
Idade,75-00,PT,Portugal,2024,26.5,3,7,Fim,967,26.5
Idade,75-00,RO,Romania,2024,33.7,3,7,Inicio,965,27.9
Idade,75-00,RO,Romania,2024,33.7,3,7,Fim,967,33.7
Idade,75-00,RS,Serbia,2024,29.4,3,7,Inicio,965,24.3
Idade,75-00,RS,Serbia,2024,29.4,3,7,Fim,967,29.4
Idade,75-00,SE,Sweden,2024,12.6,3,7,Inicio,965,17.5
Idade,75-00,SE,Sweden,2024,12.6,3,7,Fim,967,12.6
Idade,75-00,SI,Slovenia,2024,24.1,3,7,Inicio,965,14.4
Idade,75-00,SI,Slovenia,2024,24.1,3,7,Fim,967,24.1
Idade,75-00,SK,Slovakia,2024,12,3,7,Inicio,965,18.3
Idade,75-00,SK,Slovakia,2024,12,3,7,Fim,967,12
Idade,75-00,TR,Türkiye,2024,32.3,3,7,Inicio,965,30.4
Idade,75-00,TR,Türkiye,2024,32.3,3,7,Fim,967,32.3
Sexo,Mulheres,AT,Austria,2024,18.1,2,2,Inicio,990,16.9
Sexo,Mulheres,AT,Austria,2024,18.1,2,2,Fim,992,18.1
Sexo,Mulheres,BE,Belgium,2024,18.9,2,2,Inicio,990,18.2
Sexo,Mulheres,BE,Belgium,2024,18.9,2,2,Fim,992,18.9
Sexo,Mulheres,BG,Bulgaria,2024,31.6,2,2,Inicio,990,30.3
Sexo,Mulheres,BG,Bulgaria,2024,31.6,2,2,Fim,992,31.6
Sexo,Mulheres,CY,Cyprus,2024,18.5,2,2,Inicio,990,17.1
Sexo,Mulheres,CY,Cyprus,2024,18.5,2,2,Fim,992,18.5
Sexo,Mulheres,CZ,Czechia,2024,12.5,2,2,Inicio,990,11.3
Sexo,Mulheres,CZ,Czechia,2024,12.5,2,2,Fim,992,12.5
Sexo,Mulheres,DE,Germany,2024,21.9,2,2,Inicio,990,21.1
Sexo,Mulheres,DE,Germany,2024,21.9,2,2,Fim,992,21.9
Sexo,Mulheres,DK,Denmark,2024,18.2,2,2,Inicio,990,18
Sexo,Mulheres,DK,Denmark,2024,18.2,2,2,Fim,992,18.2
Sexo,Mulheres,EE,Estonia,2024,24.5,2,2,Inicio,990,22.2
Sexo,Mulheres,EE,Estonia,2024,24.5,2,2,Fim,992,24.5
Sexo,Mulheres,EL,Greece,2024,27.9,2,2,Inicio,990,26.9
Sexo,Mulheres,EL,Greece,2024,27.9,2,2,Fim,992,27.9
Sexo,Mulheres,ES,Spain,2024,26.8,2,2,Inicio,990,25.8
Sexo,Mulheres,ES,Spain,2024,26.8,2,2,Fim,992,26.8
Sexo,Mulheres,FI,Finland,2024,17.2,2,2,Inicio,990,16.8
Sexo,Mulheres,FI,Finland,2024,17.2,2,2,Fim,992,17.2
Sexo,Mulheres,FR,France,2024,21.7,2,2,Inicio,990,20.5
Sexo,Mulheres,FR,France,2024,21.7,2,2,Fim,992,21.7
Sexo,Mulheres,HR,Croatia,2024,23.7,2,2,Inicio,990,21.7
Sexo,Mulheres,HR,Croatia,2024,23.7,2,2,Fim,992,23.7
Sexo,Mulheres,HU,Hungary,2024,21.1,2,2,Inicio,990,20.2
Sexo,Mulheres,HU,Hungary,2024,21.1,2,2,Fim,992,21.1
Sexo,Mulheres,IE,Ireland,2024,17.6,2,2,Inicio,990,17.1
Sexo,Mulheres,IE,Ireland,2024,17.6,2,2,Fim,992,17.6
Sexo,Mulheres,IT,Italy,2024,24.3,2,2,Inicio,990,23.1
Sexo,Mulheres,IT,Italy,2024,24.3,2,2,Fim,992,24.3
Sexo,Mulheres,LT,Lithuania,2024,27.8,2,2,Inicio,990,25.8
Sexo,Mulheres,LT,Lithuania,2024,27.8,2,2,Fim,992,27.8
Sexo,Mulheres,LU,Luxembourg,2024,22,2,2,Inicio,990,20
Sexo,Mulheres,LU,Luxembourg,2024,22,2,2,Fim,992,22
Sexo,Mulheres,LV,Latvia,2024,26.3,2,2,Inicio,990,24.3
Sexo,Mulheres,LV,Latvia,2024,26.3,2,2,Fim,992,26.3
Sexo,Mulheres,MT,Malta,2024,21.5,2,2,Inicio,990,19.7
Sexo,Mulheres,MT,Malta,2024,21.5,2,2,Fim,992,21.5
Sexo,Mulheres,NL,Netherlands,2024,15.6,2,2,Inicio,990,15.4
Sexo,Mulheres,NL,Netherlands,2024,15.6,2,2,Fim,992,15.6
Sexo,Mulheres,NO,Norway,2024,16.1,2,2,Inicio,990,15.7
Sexo,Mulheres,NO,Norway,2024,16.1,2,2,Fim,992,16.1
Sexo,Mulheres,PL,Poland,2024,16.6,2,2,Inicio,990,16
Sexo,Mulheres,PL,Poland,2024,16.6,2,2,Fim,992,16.6
Sexo,Mulheres,PT,Portugal,2024,20.9,2,2,Inicio,990,19.7
Sexo,Mulheres,PT,Portugal,2024,20.9,2,2,Fim,992,20.9
Sexo,Mulheres,RO,Romania,2024,28.4,2,2,Inicio,990,27.9
Sexo,Mulheres,RO,Romania,2024,28.4,2,2,Fim,992,28.4
Sexo,Mulheres,RS,Serbia,2024,24.9,2,2,Inicio,990,24.3
Sexo,Mulheres,RS,Serbia,2024,24.9,2,2,Fim,992,24.9
Sexo,Mulheres,SE,Sweden,2024,17.4,2,2,Inicio,990,17.5
Sexo,Mulheres,SE,Sweden,2024,17.4,2,2,Fim,992,17.4
Sexo,Mulheres,SI,Slovenia,2024,15.6,2,2,Inicio,990,14.4
Sexo,Mulheres,SI,Slovenia,2024,15.6,2,2,Fim,992,15.6
Sexo,Mulheres,SK,Slovakia,2024,18.4,2,2,Inicio,990,18.3
Sexo,Mulheres,SK,Slovakia,2024,18.4,2,2,Fim,992,18.4
Sexo,Mulheres,TR,Türkiye,2024,32.6,2,2,Inicio,990,30.4
Sexo,Mulheres,TR,Türkiye,2024,32.6,2,2,Fim,992,32.6
Sexo,Homens,AT,Austria,2024,15.7,2,1,Inicio,993,16.9
Sexo,Homens,AT,Austria,2024,15.7,2,1,Fim,995,15.7
Sexo,Homens,BE,Belgium,2024,17.6,2,1,Inicio,993,18.2
Sexo,Homens,BE,Belgium,2024,17.6,2,1,Fim,995,17.6
Sexo,Homens,BG,Bulgaria,2024,28.9,2,1,Inicio,993,30.3
Sexo,Homens,BG,Bulgaria,2024,28.9,2,1,Fim,995,28.9
Sexo,Homens,CY,Cyprus,2024,15.6,2,1,Inicio,993,17.1
Sexo,Homens,CY,Cyprus,2024,15.6,2,1,Fim,995,15.6
Sexo,Homens,CZ,Czechia,2024,10,2,1,Inicio,993,11.3
Sexo,Homens,CZ,Czechia,2024,10,2,1,Fim,995,10
Sexo,Homens,DE,Germany,2024,20.2,2,1,Inicio,993,21.1
Sexo,Homens,DE,Germany,2024,20.2,2,1,Fim,995,20.2
Sexo,Homens,DK,Denmark,2024,17.8,2,1,Inicio,993,18
Sexo,Homens,DK,Denmark,2024,17.8,2,1,Fim,995,17.8
Sexo,Homens,EE,Estonia,2024,19.7,2,1,Inicio,993,22.2
Sexo,Homens,EE,Estonia,2024,19.7,2,1,Fim,995,19.7
Sexo,Homens,EL,Greece,2024,25.9,2,1,Inicio,993,26.9
Sexo,Homens,EL,Greece,2024,25.9,2,1,Fim,995,25.9
Sexo,Homens,ES,Spain,2024,24.8,2,1,Inicio,993,25.8
Sexo,Homens,ES,Spain,2024,24.8,2,1,Fim,995,24.8
Sexo,Homens,FI,Finland,2024,16.3,2,1,Inicio,993,16.8
Sexo,Homens,FI,Finland,2024,16.3,2,1,Fim,995,16.3
Sexo,Homens,FR,France,2024,19.2,2,1,Inicio,993,20.5
Sexo,Homens,FR,France,2024,19.2,2,1,Fim,995,19.2
Sexo,Homens,HR,Croatia,2024,19.5,2,1,Inicio,993,21.7
Sexo,Homens,HR,Croatia,2024,19.5,2,1,Fim,995,19.5
Sexo,Homens,HU,Hungary,2024,19.2,2,1,Inicio,993,20.2
Sexo,Homens,HU,Hungary,2024,19.2,2,1,Fim,995,19.2
Sexo,Homens,IE,Ireland,2024,16.5,2,1,Inicio,993,17.1
Sexo,Homens,IE,Ireland,2024,16.5,2,1,Fim,995,16.5
Sexo,Homens,IT,Italy,2024,21.8,2,1,Inicio,993,23.1
Sexo,Homens,IT,Italy,2024,21.8,2,1,Fim,995,21.8
Sexo,Homens,LT,Lithuania,2024,23.5,2,1,Inicio,993,25.8
Sexo,Homens,LT,Lithuania,2024,23.5,2,1,Fim,995,23.5
Sexo,Homens,LU,Luxembourg,2024,18.2,2,1,Inicio,993,20
Sexo,Homens,LU,Luxembourg,2024,18.2,2,1,Fim,995,18.2
Sexo,Homens,LV,Latvia,2024,22,2,1,Inicio,993,24.3
Sexo,Homens,LV,Latvia,2024,22,2,1,Fim,995,22
Sexo,Homens,MT,Malta,2024,18.1,2,1,Inicio,993,19.7
Sexo,Homens,MT,Malta,2024,18.1,2,1,Fim,995,18.1
Sexo,Homens,NL,Netherlands,2024,15.2,2,1,Inicio,993,15.4
Sexo,Homens,NL,Netherlands,2024,15.2,2,1,Fim,995,15.2
Sexo,Homens,NO,Norway,2024,15.2,2,1,Inicio,993,15.7
Sexo,Homens,NO,Norway,2024,15.2,2,1,Fim,995,15.2
Sexo,Homens,PL,Poland,2024,15.4,2,1,Inicio,993,16
Sexo,Homens,PL,Poland,2024,15.4,2,1,Fim,995,15.4
Sexo,Homens,PT,Portugal,2024,18.4,2,1,Inicio,993,19.7
Sexo,Homens,PT,Portugal,2024,18.4,2,1,Fim,995,18.4
Sexo,Homens,RO,Romania,2024,27.4,2,1,Inicio,993,27.9
Sexo,Homens,RO,Romania,2024,27.4,2,1,Fim,995,27.4
Sexo,Homens,RS,Serbia,2024,23.7,2,1,Inicio,993,24.3
Sexo,Homens,RS,Serbia,2024,23.7,2,1,Fim,995,23.7
Sexo,Homens,SE,Sweden,2024,17.6,2,1,Inicio,993,17.5
Sexo,Homens,SE,Sweden,2024,17.6,2,1,Fim,995,17.6
Sexo,Homens,SI,Slovenia,2024,13.3,2,1,Inicio,993,14.4
Sexo,Homens,SI,Slovenia,2024,13.3,2,1,Fim,995,13.3
Sexo,Homens,SK,Slovakia,2024,18.1,2,1,Inicio,993,18.3
Sexo,Homens,SK,Slovakia,2024,18.1,2,1,Fim,995,18.1
Sexo,Homens,TR,Türkiye,2024,28.1,2,1,Inicio,993,30.4
Sexo,Homens,TR,Türkiye,2024,28.1,2,1,Fim,995,28.1
Actividade,Pessoas empregadas,AT,Austria,2024,9,6,1,Inicio,926,16.9
Actividade,Pessoas empregadas,AT,Austria,2024,9,6,1,Fim,928,9
Actividade,Pessoas empregadas,BE,Belgium,2024,6.4,6,1,Inicio,926,18.2
Actividade,Pessoas empregadas,BE,Belgium,2024,6.4,6,1,Fim,928,6.4
Actividade,Pessoas empregadas,BG,Bulgaria,2024,17.4,6,1,Inicio,926,30.3
Actividade,Pessoas empregadas,BG,Bulgaria,2024,17.4,6,1,Fim,928,17.4
Actividade,Pessoas empregadas,CY,Cyprus,2024,8,6,1,Inicio,926,17.1
Actividade,Pessoas empregadas,CY,Cyprus,2024,8,6,1,Fim,928,8
Actividade,Pessoas empregadas,CZ,Czechia,2024,4.3,6,1,Inicio,926,11.3
Actividade,Pessoas empregadas,CZ,Czechia,2024,4.3,6,1,Fim,928,4.3
Actividade,Pessoas empregadas,DE,Germany,2024,9.8,6,1,Inicio,926,21.1
Actividade,Pessoas empregadas,DE,Germany,2024,9.8,6,1,Fim,928,9.8
Actividade,Pessoas empregadas,DK,Denmark,2024,8.5,6,1,Inicio,926,18
Actividade,Pessoas empregadas,DK,Denmark,2024,8.5,6,1,Fim,928,8.5
Actividade,Pessoas empregadas,EE,Estonia,2024,11.5,6,1,Inicio,926,22.2
Actividade,Pessoas empregadas,EE,Estonia,2024,11.5,6,1,Fim,928,11.5
Actividade,Pessoas empregadas,EL,Greece,2024,16.4,6,1,Inicio,926,26.9
Actividade,Pessoas empregadas,EL,Greece,2024,16.4,6,1,Fim,928,16.4
Actividade,Pessoas empregadas,ES,Spain,2024,15.6,6,1,Inicio,926,25.8
Actividade,Pessoas empregadas,ES,Spain,2024,15.6,6,1,Fim,928,15.6
Actividade,Pessoas empregadas,FI,Finland,2024,5,6,1,Inicio,926,16.8
Actividade,Pessoas empregadas,FI,Finland,2024,5,6,1,Fim,928,5
Actividade,Pessoas empregadas,FR,France,2024,11.1,6,1,Inicio,926,20.5
Actividade,Pessoas empregadas,FR,France,2024,11.1,6,1,Fim,928,11.1
Actividade,Pessoas empregadas,HR,Croatia,2024,8.7,6,1,Inicio,926,21.7
Actividade,Pessoas empregadas,HR,Croatia,2024,8.7,6,1,Fim,928,8.7
Actividade,Pessoas empregadas,HU,Hungary,2024,9.7,6,1,Inicio,926,20.2
Actividade,Pessoas empregadas,HU,Hungary,2024,9.7,6,1,Fim,928,9.7
Actividade,Pessoas empregadas,IE,Ireland,2024,6.7,6,1,Inicio,926,17.1
Actividade,Pessoas empregadas,IE,Ireland,2024,6.7,6,1,Fim,928,6.7
Actividade,Pessoas empregadas,IT,Italy,2024,11.8,6,1,Inicio,926,23.1
Actividade,Pessoas empregadas,IT,Italy,2024,11.8,6,1,Fim,928,11.8
Actividade,Pessoas empregadas,LT,Lithuania,2024,10.6,6,1,Inicio,926,25.8
Actividade,Pessoas empregadas,LT,Lithuania,2024,10.6,6,1,Fim,928,10.6
Actividade,Pessoas empregadas,LU,Luxembourg,2024,14.4,6,1,Inicio,926,20
Actividade,Pessoas empregadas,LU,Luxembourg,2024,14.4,6,1,Fim,928,14.4
Actividade,Pessoas empregadas,LV,Latvia,2024,10.2,6,1,Inicio,926,24.3
Actividade,Pessoas empregadas,LV,Latvia,2024,10.2,6,1,Fim,928,10.2
Actividade,Pessoas empregadas,MT,Malta,2024,9.5,6,1,Inicio,926,19.7
Actividade,Pessoas empregadas,MT,Malta,2024,9.5,6,1,Fim,928,9.5
Actividade,Pessoas empregadas,NL,Netherlands,2024,5.8,6,1,Inicio,926,15.4
Actividade,Pessoas empregadas,NL,Netherlands,2024,5.8,6,1,Fim,928,5.8
Actividade,Pessoas empregadas,NO,Norway,2024,7.4,6,1,Inicio,926,15.7
Actividade,Pessoas empregadas,NO,Norway,2024,7.4,6,1,Fim,928,7.4
Actividade,Pessoas empregadas,PL,Poland,2024,9.9,6,1,Inicio,926,16
Actividade,Pessoas empregadas,PL,Poland,2024,9.9,6,1,Fim,928,9.9
Actividade,Pessoas empregadas,PT,Portugal,2024,10.5,6,1,Inicio,926,19.7
Actividade,Pessoas empregadas,PT,Portugal,2024,10.5,6,1,Fim,928,10.5
Actividade,Pessoas empregadas,RO,Romania,2024,17.3,6,1,Inicio,926,27.9
Actividade,Pessoas empregadas,RO,Romania,2024,17.3,6,1,Fim,928,17.3
Actividade,Pessoas empregadas,RS,Serbia,2024,8.6,6,1,Inicio,926,24.3
Actividade,Pessoas empregadas,RS,Serbia,2024,8.6,6,1,Fim,928,8.6
Actividade,Pessoas empregadas,SE,Sweden,2024,8.9,6,1,Inicio,926,17.5
Actividade,Pessoas empregadas,SE,Sweden,2024,8.9,6,1,Fim,928,8.9
Actividade,Pessoas empregadas,SI,Slovenia,2024,5.9,6,1,Inicio,926,14.4
Actividade,Pessoas empregadas,SI,Slovenia,2024,5.9,6,1,Fim,928,5.9
Actividade,Pessoas empregadas,SK,Slovakia,2024,12.1,6,1,Inicio,926,18.3
Actividade,Pessoas empregadas,SK,Slovakia,2024,12.1,6,1,Fim,928,12.1
Actividade,Pessoas empregadas,TR,Türkiye,2024,15.6,6,1,Inicio,926,30.4
Actividade,Pessoas empregadas,TR,Türkiye,2024,15.6,6,1,Fim,928,15.6
Actividade,Fora da força de trabalho,AT,Austria,2024,34,6,5,Inicio,914,16.9
Actividade,Fora da força de trabalho,AT,Austria,2024,34,6,5,Fim,916,34
Actividade,Fora da força de trabalho,BE,Belgium,2024,46.2,6,5,Inicio,914,18.2
Actividade,Fora da força de trabalho,BE,Belgium,2024,46.2,6,5,Fim,916,46.2
Actividade,Fora da força de trabalho,BG,Bulgaria,2024,46.2,6,5,Inicio,914,30.3
Actividade,Fora da força de trabalho,BG,Bulgaria,2024,46.2,6,5,Fim,916,46.2
Actividade,Fora da força de trabalho,CY,Cyprus,2024,30.3,6,5,Inicio,914,17.1
Actividade,Fora da força de trabalho,CY,Cyprus,2024,30.3,6,5,Fim,916,30.3
Actividade,Fora da força de trabalho,CZ,Czechia,2024,25.5,6,5,Inicio,914,11.3
Actividade,Fora da força de trabalho,CZ,Czechia,2024,25.5,6,5,Fim,916,25.5
Actividade,Fora da força de trabalho,DE,Germany,2024,48.8,6,5,Inicio,914,21.1
Actividade,Fora da força de trabalho,DE,Germany,2024,48.8,6,5,Fim,916,48.8
Actividade,Fora da força de trabalho,DK,Denmark,2024,55.5,6,5,Inicio,914,18
Actividade,Fora da força de trabalho,DK,Denmark,2024,55.5,6,5,Fim,916,55.5
Actividade,Fora da força de trabalho,EE,Estonia,2024,44.4,6,5,Inicio,914,22.2
Actividade,Fora da força de trabalho,EE,Estonia,2024,44.4,6,5,Fim,916,44.4
Actividade,Fora da força de trabalho,EL,Greece,2024,43.9,6,5,Inicio,914,26.9
Actividade,Fora da força de trabalho,EL,Greece,2024,43.9,6,5,Fim,916,43.9
Actividade,Fora da força de trabalho,ES,Spain,2024,37.9,6,5,Inicio,914,25.8
Actividade,Fora da força de trabalho,ES,Spain,2024,37.9,6,5,Fim,916,37.9
Actividade,Fora da força de trabalho,FI,Finland,2024,45.3,6,5,Inicio,914,16.8
Actividade,Fora da força de trabalho,FI,Finland,2024,45.3,6,5,Fim,916,45.3
Actividade,Fora da força de trabalho,FR,France,2024,46.9,6,5,Inicio,914,20.5
Actividade,Fora da força de trabalho,FR,France,2024,46.9,6,5,Fim,916,46.9
Actividade,Fora da força de trabalho,HR,Croatia,2024,34.9,6,5,Inicio,914,21.7
Actividade,Fora da força de trabalho,HR,Croatia,2024,34.9,6,5,Fim,916,34.9
Actividade,Fora da força de trabalho,HU,Hungary,2024,36.6,6,5,Inicio,914,20.2
Actividade,Fora da força de trabalho,HU,Hungary,2024,36.6,6,5,Fim,916,36.6
Actividade,Fora da força de trabalho,IE,Ireland,2024,36.5,6,5,Inicio,914,17.1
Actividade,Fora da força de trabalho,IE,Ireland,2024,36.5,6,5,Fim,916,36.5
Actividade,Fora da força de trabalho,IT,Italy,2024,41.7,6,5,Inicio,914,23.1
Actividade,Fora da força de trabalho,IT,Italy,2024,41.7,6,5,Fim,916,41.7
Actividade,Fora da força de trabalho,LT,Lithuania,2024,52.5,6,5,Inicio,914,25.8
Actividade,Fora da força de trabalho,LT,Lithuania,2024,52.5,6,5,Fim,916,52.5
Actividade,Fora da força de trabalho,LU,Luxembourg,2024,40.3,6,5,Inicio,914,20
Actividade,Fora da força de trabalho,LU,Luxembourg,2024,40.3,6,5,Fim,916,40.3
Actividade,Fora da força de trabalho,LV,Latvia,2024,44.3,6,5,Inicio,914,24.3
Actividade,Fora da força de trabalho,LV,Latvia,2024,44.3,6,5,Fim,916,44.3
Actividade,Fora da força de trabalho,MT,Malta,2024,41,6,5,Inicio,914,19.7
Actividade,Fora da força de trabalho,MT,Malta,2024,41,6,5,Fim,916,41
Actividade,Fora da força de trabalho,NL,Netherlands,2024,40.3,6,5,Inicio,914,15.4
Actividade,Fora da força de trabalho,NL,Netherlands,2024,40.3,6,5,Fim,916,40.3
Actividade,Fora da força de trabalho,NO,Norway,2024,48.9,6,5,Inicio,914,15.7
Actividade,Fora da força de trabalho,NO,Norway,2024,48.9,6,5,Fim,916,48.9
Actividade,Fora da força de trabalho,PL,Poland,2024,35.8,6,5,Inicio,914,16
Actividade,Fora da força de trabalho,PL,Poland,2024,35.8,6,5,Fim,916,35.8
Actividade,Fora da força de trabalho,PT,Portugal,2024,38,6,5,Inicio,914,19.7
Actividade,Fora da força de trabalho,PT,Portugal,2024,38,6,5,Fim,916,38
Actividade,Fora da força de trabalho,RO,Romania,2024,53.4,6,5,Inicio,914,27.9
Actividade,Fora da força de trabalho,RO,Romania,2024,53.4,6,5,Fim,916,53.4
Actividade,Fora da força de trabalho,RS,Serbia,2024,38.9,6,5,Inicio,914,24.3
Actividade,Fora da força de trabalho,RS,Serbia,2024,38.9,6,5,Fim,916,38.9
Actividade,Fora da força de trabalho,SE,Sweden,2024,51.4,6,5,Inicio,914,17.5
Actividade,Fora da força de trabalho,SE,Sweden,2024,51.4,6,5,Fim,916,51.4
Actividade,Fora da força de trabalho,SI,Slovenia,2024,25.3,6,5,Inicio,914,14.4
Actividade,Fora da força de trabalho,SI,Slovenia,2024,25.3,6,5,Fim,916,25.3
