Geo,Mês,Taxa
Spain,1994-04-15,22.2
Spain,1994-05-15,22.2
Spain,1994-06-15,22.2
Spain,1994-07-15,22.1
Spain,1994-08-15,22
Spain,1994-09-15,22
Spain,1994-10-15,21.8
Spain,1994-11-15,21.8
Spain,1994-12-15,21.6
Spain,1995-01-15,21.4
Spain,1995-02-15,21.2
Spain,1995-03-15,20.9
Spain,1995-04-15,20.6
Spain,1995-05-15,20.5
Spain,1995-06-15,20.6
Spain,1995-07-15,20.7
Spain,1995-08-15,20.8
Spain,1995-09-15,20.9
Spain,1995-10-15,20.7
Spain,1995-11-15,20.7
Spain,1995-12-15,20.5
Spain,1996-01-15,20.4
Spain,1996-02-15,20.3
Spain,1996-03-15,20.3
Spain,1996-04-15,20.1
Spain,1996-05-15,20.1
Spain,1996-06-15,20.2
Spain,1996-07-15,20.1
Spain,1996-08-15,19.8
Spain,1996-09-15,19.7
Spain,1996-10-15,19.5
Spain,1996-11-15,19.3
Spain,1996-12-15,19.1
Spain,1997-01-15,18.8
Spain,1997-02-15,18.7
Spain,1997-03-15,18.6
Spain,1997-04-15,18.6
Spain,1997-05-15,18.7
Spain,1997-06-15,18.8
Spain,1997-07-15,18.6
Spain,1997-08-15,18.3
Spain,1997-09-15,18.3
Spain,1997-10-15,18
Spain,1997-11-15,17.8
Spain,1997-12-15,17.6
Spain,1998-01-15,17.1
Spain,1998-02-15,16.7
Spain,1998-03-15,16.7
Spain,1998-04-15,16.6
Spain,1998-05-15,16.6
Spain,1998-06-15,16.8
Spain,1998-07-15,16.6
Spain,1998-08-15,16.4
Spain,1998-09-15,16.3
Spain,1998-10-15,16
Spain,1998-11-15,15.7
Spain,1998-12-15,15.4
Spain,1999-01-15,14.8
Spain,1999-02-15,14.3
Spain,1999-03-15,13.9
Spain,1999-04-15,13.6
Spain,1999-05-15,13.5
Spain,1999-06-15,13.5
Spain,1999-07-15,13.5
Spain,1999-08-15,13.5
Spain,1999-09-15,13.4
Spain,1999-10-15,13.2
Spain,1999-11-15,13.1
Spain,1999-12-15,12.9
Spain,2000-01-15,12.8
Spain,2000-02-15,12.4
Spain,2000-03-15,12.2
Spain,2000-04-15,12
Spain,2000-05-15,11.9
Spain,2000-06-15,11.9
Spain,2000-07-15,11.9
Spain,2000-08-15,11.8
Spain,2000-09-15,11.7
Spain,2000-10-15,11.7
Spain,2000-11-15,11.5
Spain,2000-12-15,11.2
Spain,2001-01-15,10.8
Spain,2001-02-15,10.7
Spain,2001-03-15,10.5
Spain,2001-04-15,10.4
Spain,2001-05-15,10.6
Spain,2001-06-15,10.5
Spain,2001-07-15,10.5
Spain,2001-08-15,10.6
Spain,2001-09-15,10.5
Spain,2001-10-15,10.5
Spain,2001-11-15,10.6
Spain,2001-12-15,10.7
Spain,2002-01-15,11.1
Spain,2002-02-15,11.5
Spain,2002-03-15,11.2
Spain,2002-04-15,11.2
Spain,2002-05-15,11.2
Spain,2002-06-15,11.4
Spain,2002-07-15,11.7
Spain,2002-08-15,11.8
Spain,2002-09-15,11.7
Spain,2002-10-15,11.6
Spain,2002-11-15,11.6
Spain,2002-12-15,11.6
Spain,2003-01-15,11.7
Spain,2003-02-15,11.7
Spain,2003-03-15,11.6
Spain,2003-04-15,11.4
Spain,2003-05-15,11.3
Spain,2003-06-15,11.5
Spain,2003-07-15,11.6
Spain,2003-08-15,11.5
Spain,2003-09-15,11.5
Spain,2003-10-15,11.4
Spain,2003-11-15,11.3
Spain,2003-12-15,11.4
Spain,2004-01-15,11.3
Spain,2004-02-15,11.2
Spain,2004-03-15,11.1
Spain,2004-04-15,11.2
Spain,2004-05-15,11.2
Spain,2004-06-15,11.2
Spain,2004-07-15,11
Spain,2004-08-15,11
Spain,2004-09-15,10.9
Spain,2004-10-15,10.7
Spain,2004-11-15,10.6
Spain,2004-12-15,10.3
Spain,2005-01-15,10.1
Spain,2005-02-15,9.9
Spain,2005-03-15,9.7
Spain,2005-04-15,9.7
Spain,2005-05-15,9.4
Spain,2005-06-15,9.1
Spain,2005-07-15,8.8
Spain,2005-08-15,8.6
Spain,2005-09-15,8.5
Spain,2005-10-15,8.6
Spain,2005-11-15,8.7
Spain,2005-12-15,8.8
Spain,2006-01-15,8.8
Spain,2006-02-15,8.7
Spain,2006-03-15,8.7
Spain,2006-04-15,8.6
Spain,2006-05-15,8.5
Spain,2006-06-15,8.4
Spain,2006-07-15,8.3
Spain,2006-08-15,8.3
Spain,2006-09-15,8.2
Spain,2006-10-15,8.2
Spain,2006-11-15,8.3
Spain,2006-12-15,8.3
Spain,2007-01-15,8.3
Spain,2007-02-15,8.2
Spain,2007-03-15,8.1
Spain,2007-04-15,8
Spain,2007-05-15,7.9
Spain,2007-06-15,8
Spain,2007-07-15,8.1
Spain,2007-08-15,8.3
Spain,2007-09-15,8.3
Spain,2007-10-15,8.4
Spain,2007-11-15,8.6
Spain,2007-12-15,8.8
Spain,2008-01-15,9.1
Spain,2008-02-15,9.3
Spain,2008-03-15,9.5
Spain,2008-04-15,10
Spain,2008-05-15,10.4
Spain,2008-06-15,10.8
Spain,2008-07-15,11.1
Spain,2008-08-15,11.5
Spain,2008-09-15,12
Spain,2008-10-15,12.9
Spain,2008-11-15,13.8
Spain,2008-12-15,14.8
Spain,2009-01-15,15.9
Spain,2009-02-15,16.8
Spain,2009-03-15,17.5
Spain,2009-04-15,17.8
Spain,2009-05-15,17.9
Spain,2009-06-15,17.9
Spain,2009-07-15,18
Spain,2009-08-15,18.2
Spain,2009-09-15,18.4
Spain,2009-10-15,18.6
Spain,2009-11-15,18.7
Spain,2009-12-15,18.9
Spain,2010-01-15,19.1
Spain,2010-02-15,19.2
Spain,2010-03-15,19.4
Spain,2010-04-15,19.8
Spain,2010-05-15,20
Spain,2010-06-15,20.1
Spain,2010-07-15,19.9
Spain,2010-08-15,20
Spain,2010-09-15,20.1
Spain,2010-10-15,20.1
Spain,2010-11-15,20.2
Spain,2010-12-15,20.4
Spain,2011-01-15,20.4
Spain,2011-02-15,20.5
Spain,2011-03-15,20.6
Spain,2011-04-15,20.6
Spain,2011-05-15,20.7
Spain,2011-06-15,21
Spain,2011-07-15,21.4
Spain,2011-08-15,21.7
Spain,2011-09-15,22.1
Spain,2011-10-15,22.4
Spain,2011-11-15,22.7
Spain,2011-12-15,22.9
Spain,2012-01-15,23.2
Spain,2012-02-15,23.6
Spain,2012-03-15,23.9
Spain,2012-04-15,24.2
Spain,2012-05-15,24.6
Spain,2012-06-15,24.8
Spain,2012-07-15,25
Spain,2012-08-15,25.2
Spain,2012-09-15,25.5
Spain,2012-10-15,25.7
Spain,2012-11-15,25.9
Spain,2012-12-15,26
Spain,2013-01-15,26.2
Spain,2013-02-15,26.4
Spain,2013-03-15,26.3
Spain,2013-04-15,26.3
Spain,2013-05-15,26.2
Spain,2013-06-15,26.1
Spain,2013-07-15,26.2
Spain,2013-08-15,26.1
Spain,2013-09-15,26
Spain,2013-10-15,26
Spain,2013-11-15,25.9
Spain,2013-12-15,25.5
Spain,2014-01-15,25.5
Spain,2014-02-15,25.3
Spain,2014-03-15,25.1
Spain,2014-04-15,24.8
Spain,2014-05-15,24.6
Spain,2014-06-15,24.4
Spain,2014-07-15,24.3
Spain,2014-08-15,24.1
Spain,2014-09-15,24
Spain,2014-10-15,23.9
Spain,2014-11-15,23.8
Spain,2014-12-15,23.6
Spain,2015-01-15,23.4
Spain,2015-02-15,23.2
Spain,2015-03-15,22.9
Spain,2015-04-15,22.7
Spain,2015-05-15,22.5
Spain,2015-06-15,22.3
Spain,2015-07-15,21.9
Spain,2015-08-15,21.6
Spain,2015-09-15,21.4
Spain,2015-10-15,21.2
Spain,2015-11-15,20.9
Spain,2015-12-15,20.8
Spain,2016-01-15,20.5
Spain,2016-02-15,20.4
Spain,2016-03-15,20.3
Spain,2016-04-15,20.3
Spain,2016-05-15,20.2
Spain,2016-06-15,19.9
Spain,2016-07-15,19.5
Spain,2016-08-15,19.3
Spain,2016-09-15,19.1
Spain,2016-10-15,18.8
Spain,2016-11-15,18.8
Spain,2016-12-15,18.5
Spain,2017-01-15,18.4
Spain,2017-02-15,18.2
Spain,2017-03-15,18
Spain,2017-04-15,17.7
Spain,2017-05-15,17.4
Spain,2017-06-15,17.1
Spain,2017-07-15,16.9
Spain,2017-08-15,16.7
Spain,2017-09-15,16.7
Spain,2017-10-15,16.7
Spain,2017-11-15,16.6
Spain,2017-12-15,16.6
Spain,2018-01-15,16.4
Spain,2018-02-15,16.2
Spain,2018-03-15,16
Spain,2018-04-15,15.7
Spain,2018-05-15,15.5
Spain,2018-06-15,15.2
Spain,2018-07-15,15
Spain,2018-08-15,14.8
Spain,2018-09-15,14.7
Spain,2018-10-15,14.7
Spain,2018-11-15,14.5
Spain,2018-12-15,14.4
Spain,2019-01-15,14.3
Spain,2019-02-15,14.2
Spain,2019-03-15,14.2
Spain,2019-04-15,14.2
Spain,2019-05-15,14.3
Spain,2019-06-15,14.2
Spain,2019-07-15,14.2
Spain,2019-08-15,14.1
Spain,2019-09-15,14
Spain,2019-10-15,13.9
Spain,2019-11-15,13.9
Spain,2019-12-15,13.8
Spain,2020-01-15,13.8
Spain,2020-02-15,13.6
Spain,2020-03-15,14.5
Spain,2020-04-15,15.3
Spain,2020-05-15,15.5
Spain,2020-06-15,16
Spain,2020-07-15,16.2
Spain,2020-08-15,16.5
Spain,2020-09-15,16.4
Spain,2020-10-15,16.3
Spain,2020-11-15,16.2
Spain,2020-12-15,16.2
Spain,2021-01-15,15.9
Spain,2021-02-15,15.7
Spain,2021-03-15,15.5
Spain,2021-04-15,15.7
Spain,2021-05-15,15.7
Spain,2021-06-15,15.6
Spain,2021-07-15,15.2
Spain,2021-08-15,14.8
Spain,2021-09-15,14.3
Spain,2021-10-15,13.9
Spain,2021-11-15,13.5
Spain,2021-12-15,13.3
Spain,2022-01-15,13.3
Spain,2022-02-15,13.2
Spain,2022-03-15,13.3
Spain,2022-04-15,13.2
Spain,2022-05-15,12.9
Spain,2022-06-15,12.9
Spain,2022-07-15,12.7
Spain,2022-08-15,12.8
Spain,2022-09-15,12.9
Spain,2022-10-15,13
Spain,2022-11-15,13.1
Spain,2022-12-15,13.1
Spain,2023-01-15,13.1
Spain,2023-02-15,13
Spain,2023-03-15,12.6
Spain,2023-04-15,12.1
Spain,2023-05-15,12
Spain,2023-06-15,11.9
Spain,2023-07-15,12
Spain,2023-08-15,12
Spain,2023-09-15,12
Spain,2023-10-15,12
Spain,2023-11-15,11.9
Spain,2023-12-15,11.9
Spain,2024-01-15,11.9
Spain,2024-02-15,11.8
Spain,2024-03-15,11.7
Spain,2024-04-15,11.6
Spain,2024-05-15,11.6
Spain,2024-06-15,11.5
Spain,2024-07-15,11.5
Spain,2024-08-15,11.3
Spain,2024-09-15,11.1
Spain,2024-10-15,10.9
Spain,2024-11-15,10.7
Spain,2024-12-15,10.6
Spain,2025-01-15,10.4
France,1983-01-15,7.1
France,1983-02-15,6.7
France,1983-03-15,6.7
France,1983-04-15,7
France,1983-05-15,7.2
France,1983-06-15,7.4
France,1983-07-15,7.5
France,1983-08-15,7.6
France,1983-09-15,7.7
France,1983-10-15,7.8
France,1983-11-15,7.9
France,1983-12-15,8
France,1984-01-15,8.1
France,1984-02-15,8.1
France,1984-03-15,8.2
France,1984-04-15,8.3
France,1984-05-15,8.4
France,1984-06-15,8.4
France,1984-07-15,8.5
France,1984-08-15,8.6
France,1984-09-15,8.6
France,1984-10-15,8.7
France,1984-11-15,8.8
France,1984-12-15,8.8
France,1985-01-15,8.7
France,1985-02-15,8.7
France,1985-03-15,8.7
France,1985-04-15,8.7
France,1985-05-15,8.7
France,1985-06-15,8.7
France,1985-07-15,8.7
France,1985-08-15,8.7
France,1985-09-15,8.7
France,1985-10-15,8.7
France,1985-11-15,8.7
France,1985-12-15,8.7
France,1986-01-15,8.6
France,1986-02-15,8.6
France,1986-03-15,8.6
France,1986-04-15,8.7
France,1986-05-15,8.8
France,1986-06-15,8.8
France,1986-07-15,8.9
France,1986-08-15,8.9
France,1986-09-15,9
France,1986-10-15,9.2
France,1986-11-15,9.2
France,1986-12-15,9.2
France,1987-01-15,9.3
France,1987-02-15,9.3
France,1987-03-15,9.2
France,1987-04-15,9.2
France,1987-05-15,9.2
France,1987-06-15,9.1
France,1987-07-15,9.1
France,1987-08-15,9.1
France,1987-09-15,9.1
France,1987-10-15,9.1
France,1987-11-15,9.1
France,1987-12-15,9
France,1988-01-15,9
France,1988-02-15,8.9
France,1988-03-15,8.8
France,1988-04-15,8.9
France,1988-05-15,8.8
France,1988-06-15,8.8
France,1988-07-15,8.8
France,1988-08-15,8.8
France,1988-09-15,8.8
France,1988-10-15,8.9
France,1988-11-15,8.8
France,1988-12-15,8.8
France,1989-01-15,8.8
France,1989-02-15,8.7
France,1989-03-15,8.7
France,1989-04-15,8.7
France,1989-05-15,8.7
France,1989-06-15,8.7
France,1989-07-15,8.7
France,1989-08-15,8.7
France,1989-09-15,8.7
France,1989-10-15,8.7
France,1989-11-15,8.7
France,1989-12-15,8.6
France,1990-01-15,8.6
France,1990-02-15,8.5
France,1990-03-15,8.5
France,1990-04-15,8.5
France,1990-05-15,8.4
France,1990-06-15,8.4
France,1990-07-15,8.4
France,1990-08-15,8.3
France,1990-09-15,8.3
France,1990-10-15,8.3
France,1990-11-15,8.3
France,1990-12-15,8.3
France,1991-01-15,8.3
France,1991-02-15,8.3
France,1991-03-15,8.3
France,1991-04-15,8.4
France,1991-05-15,8.5
France,1991-06-15,8.5
France,1991-07-15,8.6
France,1991-08-15,8.7
France,1991-09-15,8.8
France,1991-10-15,8.9
France,1991-11-15,9
France,1991-12-15,9.1
France,1992-01-15,9.1
France,1992-02-15,9.2
France,1992-03-15,9.3
France,1992-04-15,9.3
France,1992-05-15,9.4
France,1992-06-15,9.4
France,1992-07-15,9.4
France,1992-08-15,9.5
France,1992-09-15,9.6
France,1992-10-15,9.6
France,1992-11-15,9.7
France,1992-12-15,9.8
France,1993-01-15,9.8
France,1993-02-15,9.9
France,1993-03-15,9.9
France,1993-04-15,10.1
France,1993-05-15,10.1
France,1993-06-15,10.2
France,1993-07-15,10.3
France,1993-08-15,10.4
France,1993-09-15,10.5
France,1993-10-15,10.6
France,1993-11-15,10.7
France,1993-12-15,10.7
France,1994-01-15,10.8
France,1994-02-15,10.8
France,1994-03-15,10.8
France,1994-04-15,10.8
France,1994-05-15,10.8
France,1994-06-15,10.7
France,1994-07-15,10.7
France,1994-08-15,10.6
France,1994-09-15,10.6
France,1994-10-15,10.5
France,1994-11-15,10.5
France,1994-12-15,10.4
France,1995-01-15,10.4
France,1995-02-15,10.3
France,1995-03-15,10.3
France,1995-04-15,10.4
France,1995-05-15,10.4
France,1995-06-15,10.5
France,1995-07-15,10.5
France,1995-08-15,10.6
France,1995-09-15,10.6
France,1995-10-15,10.7
France,1995-11-15,10.7
France,1995-12-15,10.7
France,1996-01-15,10.7
France,1996-02-15,10.7
France,1996-03-15,10.7
France,1996-04-15,10.9
France,1996-05-15,10.9
France,1996-06-15,10.9
France,1996-07-15,10.9
France,1996-08-15,10.9
France,1996-09-15,10.9
France,1996-10-15,10.8
France,1996-11-15,10.8
France,1996-12-15,10.9
France,1997-01-15,10.9
France,1997-02-15,10.9
France,1997-03-15,10.9
France,1997-04-15,11
France,1997-05-15,10.9
France,1997-06-15,10.9
France,1997-07-15,10.9
France,1997-08-15,10.9
France,1997-09-15,10.9
France,1997-10-15,10.9
France,1997-11-15,10.8
France,1997-12-15,10.8
France,1998-01-15,10.8
France,1998-02-15,10.7
France,1998-03-15,10.7
France,1998-04-15,10.7
France,1998-05-15,10.7
France,1998-06-15,10.7
France,1998-07-15,10.7
France,1998-08-15,10.6
France,1998-09-15,10.6
France,1998-10-15,10.7
France,1998-11-15,10.7
France,1998-12-15,10.7
France,1999-01-15,10.7
France,1999-02-15,10.8
France,1999-03-15,10.7
France,1999-04-15,10.8
France,1999-05-15,10.7
France,1999-06-15,10.6
France,1999-07-15,10.5
France,1999-08-15,10.4
France,1999-09-15,10.2
France,1999-10-15,10.1
France,1999-11-15,10
France,1999-12-15,9.8
France,2000-01-15,9.8
France,2000-02-15,9.6
France,2000-03-15,9.5
France,2000-04-15,9.4
France,2000-05-15,9.3
France,2000-06-15,9.2
France,2000-07-15,9.1
France,2000-08-15,9
France,2000-09-15,8.9
France,2000-10-15,8.8
France,2000-11-15,8.8
France,2000-12-15,8.7
France,2001-01-15,8.6
France,2001-02-15,8.6
France,2001-03-15,8.5
France,2001-04-15,8.5
France,2001-05-15,8.5
France,2001-06-15,8.5
France,2001-07-15,8.4
France,2001-08-15,8.4
France,2001-09-15,8.4
France,2001-10-15,8.4
France,2001-11-15,8.4
France,2001-12-15,8.3
France,2002-01-15,8.2
France,2002-02-15,8.2
France,2002-03-15,8.2
France,2002-04-15,8.2
France,2002-05-15,8.2
France,2002-06-15,8.2
France,2002-07-15,8.3
France,2002-08-15,8.3
France,2002-09-15,8.3
France,2002-10-15,8.3
France,2002-11-15,8.4
France,2002-12-15,8.5
France,2003-01-15,8.2
France,2003-02-15,8.3
France,2003-03-15,8.4
France,2003-04-15,8.5
France,2003-05-15,8.5
France,2003-06-15,8.5
France,2003-07-15,8.5
France,2003-08-15,8.3
France,2003-09-15,8.6
France,2003-10-15,8.7
France,2003-11-15,8.8
France,2003-12-15,9
France,2004-01-15,8.9
France,2004-02-15,8.9
France,2004-03-15,8.9
France,2004-04-15,8.8
France,2004-05-15,8.8
France,2004-06-15,8.8
France,2004-07-15,8.8
France,2004-08-15,8.8
France,2004-09-15,8.9
France,2004-10-15,8.9
France,2004-11-15,9
France,2004-12-15,8.9
France,2005-01-15,8.7
France,2005-02-15,8.6
France,2005-03-15,8.6
France,2005-04-15,8.7
France,2005-05-15,8.8
France,2005-06-15,8.9
France,2005-07-15,8.9
France,2005-08-15,9
France,2005-09-15,9
France,2005-10-15,9.1
France,2005-11-15,9.1
France,2005-12-15,9.1
France,2006-01-15,9.2
France,2006-02-15,9.2
France,2006-03-15,9.1
France,2006-04-15,9
France,2006-05-15,8.9
France,2006-06-15,8.9
France,2006-07-15,9
France,2006-08-15,9
France,2006-09-15,8.7
France,2006-10-15,8.5
France,2006-11-15,8.3
France,2006-12-15,8.3
France,2007-01-15,8.5
France,2007-02-15,8.5
France,2007-03-15,8.4
France,2007-04-15,8.2
France,2007-05-15,8.1
France,2007-06-15,8
France,2007-07-15,8.1
France,2007-08-15,8
France,2007-09-15,7.9
France,2007-10-15,7.7
France,2007-11-15,7.5
France,2007-12-15,7.3
France,2008-01-15,7.2
France,2008-02-15,7
France,2008-03-15,7.1
France,2008-04-15,7.3
France,2008-05-15,7.3
France,2008-06-15,7.4
France,2008-07-15,7.5
France,2008-08-15,7.5
France,2008-09-15,7.5
France,2008-10-15,7.6
France,2008-11-15,7.8
France,2008-12-15,8
France,2009-01-15,8.3
France,2009-02-15,8.6
France,2009-03-15,8.9
France,2009-04-15,9.1
France,2009-05-15,9.2
France,2009-06-15,9.2
France,2009-07-15,9.1
France,2009-08-15,9.2
France,2009-09-15,9.3
France,2009-10-15,9.5
France,2009-11-15,9.6
France,2009-12-15,9.5
France,2010-01-15,9.5
France,2010-02-15,9.4
France,2010-03-15,9.3
France,2010-04-15,9.3
France,2010-05-15,9.3
France,2010-06-15,9.2
France,2010-07-15,9.2
France,2010-08-15,9.2
France,2010-09-15,9.2
France,2010-10-15,9.2
France,2010-11-15,9.2
France,2010-12-15,9.2
France,2011-01-15,9.2
France,2011-02-15,9.2
France,2011-03-15,9.1
France,2011-04-15,9.1
France,2011-05-15,9.1
France,2011-06-15,9.1
France,2011-07-15,9.2
France,2011-08-15,9.2
France,2011-09-15,9.2
France,2011-10-15,9.3
France,2011-11-15,9.4
France,2011-12-15,9.4
France,2012-01-15,9.5
France,2012-02-15,9.5
France,2012-03-15,9.5
France,2012-04-15,9.6
France,2012-05-15,9.7
France,2012-06-15,9.7
France,2012-07-15,9.7
France,2012-08-15,9.7
France,2012-09-15,9.8
France,2012-10-15,10
France,2012-11-15,10.2
France,2012-12-15,10.3
France,2013-01-15,10.4
France,2013-02-15,10.4
France,2013-03-15,10.4
France,2013-04-15,10.5
France,2013-05-15,10.4
France,2013-06-15,10.4
France,2013-07-15,10.3
France,2013-08-15,10.1
France,2013-09-15,10.3
France,2013-10-15,10.1
France,2013-11-15,10.2
France,2013-12-15,10.2
France,2014-01-15,10.2
France,2014-02-15,10.2
France,2014-03-15,10.2
France,2014-04-15,10.1
France,2014-05-15,10.1
France,2014-06-15,10.2
France,2014-07-15,10.2
France,2014-08-15,10.2
France,2014-09-15,10.4
France,2014-10-15,10.4
France,2014-11-15,10.5
France,2014-12-15,10.5
France,2015-01-15,10.4
France,2015-02-15,10.3
France,2015-03-15,10.4
France,2015-04-15,10.4
France,2015-05-15,10.5
France,2015-06-15,10.4
France,2015-07-15,10.3
France,2015-08-15,10.3
France,2015-09-15,10.3
France,2015-10-15,10.3
France,2015-11-15,10.3
France,2015-12-15,10.2
France,2016-01-15,10.3
France,2016-02-15,10.4
France,2016-03-15,10.2
France,2016-04-15,10.1
France,2016-05-15,10
France,2016-06-15,10
France,2016-07-15,9.8
France,2016-08-15,9.9
France,2016-09-15,9.9
France,2016-10-15,10.1
France,2016-11-15,10.1
France,2016-12-15,10
France,2017-01-15,9.7
France,2017-02-15,9.6
France,2017-03-15,9.6
France,2017-04-15,9.5
France,2017-05-15,9.5
France,2017-06-15,9.5
France,2017-07-15,9.6
France,2017-08-15,9.5
France,2017-09-15,9.3
France,2017-10-15,9.1
France,2017-11-15,9
France,2017-12-15,9
France,2018-01-15,9.2
France,2018-02-15,9.3
France,2018-03-15,9.3
France,2018-04-15,9.2
France,2018-05-15,9.1
France,2018-06-15,9
France,2018-07-15,9
France,2018-08-15,8.9
France,2018-09-15,8.9
France,2018-10-15,8.8
France,2018-11-15,8.8
France,2018-12-15,8.8
France,2019-01-15,8.8
France,2019-02-15,8.7
France,2019-03-15,8.7
France,2019-04-15,8.5
France,2019-05-15,8.4
France,2019-06-15,8.5
France,2019-07-15,8.4
France,2019-08-15,8.3
France,2019-09-15,8.2
France,2019-10-15,8.2
France,2019-11-15,8.2
France,2019-12-15,8.2
France,2020-01-15,8.2
France,2020-02-15,7.8
France,2020-03-15,7.6
France,2020-04-15,7.6
France,2020-05-15,6.9
France,2020-06-15,7.3
France,2020-07-15,8.6
France,2020-08-15,9
France,2020-09-15,9
France,2020-10-15,8.3
France,2020-11-15,8.1
France,2020-12-15,7.9
France,2021-01-15,8
France,2021-02-15,8.2
France,2021-03-15,8.2
France,2021-04-15,8.2
France,2021-05-15,8
France,2021-06-15,7.9
France,2021-07-15,7.9
France,2021-08-15,7.9
France,2021-09-15,7.7
France,2021-10-15,7.5
France,2021-11-15,7.5
France,2021-12-15,7.4
France,2022-01-15,7.3
France,2022-02-15,7.3
France,2022-03-15,7.4
France,2022-04-15,7.5
France,2022-05-15,7.5
France,2022-06-15,7.5
France,2022-07-15,7.3
France,2022-08-15,7.2
France,2022-09-15,7.1
France,2022-10-15,7.2
France,2022-11-15,7.2
France,2022-12-15,7.2
France,2023-01-15,7.1
France,2023-02-15,7.1
France,2023-03-15,7.1
France,2023-04-15,7.3
France,2023-05-15,7.3
France,2023-06-15,7.3
France,2023-07-15,7.4
France,2023-08-15,7.4
France,2023-09-15,7.4
France,2023-10-15,7.5
France,2023-11-15,7.6
France,2023-12-15,7.6
France,2024-01-15,7.5
France,2024-02-15,7.4
France,2024-03-15,7.4
France,2024-04-15,7.3
France,2024-05-15,7.4
France,2024-06-15,7.5
France,2024-07-15,7.4
France,2024-08-15,7.4
France,2024-09-15,7.4
France,2024-10-15,7.3
France,2024-11-15,7.3
France,2024-12-15,7.3
France,2025-01-15,7.3
Croatia,2000-01-15,14.7
Croatia,2000-02-15,14.8
Croatia,2000-03-15,15
Croatia,2000-04-15,15.3
Croatia,2000-05-15,15.5
Croatia,2000-06-15,15.6
Croatia,2000-07-15,15.8
Croatia,2000-08-15,16
Croatia,2000-09-15,16.1
Croatia,2000-10-15,16.3
Croatia,2000-11-15,16.5
Croatia,2000-12-15,16.4
Croatia,2001-01-15,16.3
Croatia,2001-02-15,16.3
Croatia,2001-03-15,16.1
Croatia,2001-04-15,16.1
Croatia,2001-05-15,15.9
Croatia,2001-06-15,15.8
Croatia,2001-07-15,15.9
Croatia,2001-08-15,15.8
Croatia,2001-09-15,15.8
Croatia,2001-10-15,15.7
Croatia,2001-11-15,15.6
Croatia,2001-12-15,15.8
Croatia,2002-01-15,15.8
Croatia,2002-02-15,15.8
Croatia,2002-03-15,15.8
Croatia,2002-04-15,15.6
Croatia,2002-05-15,15.5
Croatia,2002-06-15,15.5
Croatia,2002-07-15,15.3
Croatia,2002-08-15,15.2
Croatia,2002-09-15,15
Croatia,2002-10-15,14.7
Croatia,2002-11-15,14.5
Croatia,2002-12-15,14.4
Croatia,2003-01-15,14.2
Croatia,2003-02-15,14.1
Croatia,2003-03-15,14.1
Croatia,2003-04-15,14.1
Croatia,2003-05-15,14
Croatia,2003-06-15,14.1
Croatia,2003-07-15,14
Croatia,2003-08-15,13.9
Croatia,2003-09-15,13.9
Croatia,2003-10-15,13.9
Croatia,2003-11-15,14.1
Croatia,2003-12-15,14.1
Croatia,2004-01-15,14
Croatia,2004-02-15,14.1
Croatia,2004-03-15,14.1
Croatia,2004-04-15,14
Croatia,2004-05-15,13.9
Croatia,2004-06-15,13.9
Croatia,2004-07-15,13.8
Croatia,2004-08-15,13.8
Croatia,2004-09-15,13.7
Croatia,2004-10-15,13.7
Croatia,2004-11-15,13.6
Croatia,2004-12-15,13.6
Croatia,2005-01-15,13.6
Croatia,2005-02-15,13.6
Croatia,2005-03-15,13.5
Croatia,2005-04-15,13.3
Croatia,2005-05-15,13.2
Croatia,2005-06-15,13.1
Croatia,2005-07-15,13
Croatia,2005-08-15,12.8
Croatia,2005-09-15,12.7
Croatia,2005-10-15,12.6
Croatia,2005-11-15,12.6
Croatia,2005-12-15,12.5
Croatia,2006-01-15,12.3
Croatia,2006-02-15,12.2
Croatia,2006-03-15,12.1
Croatia,2006-04-15,12
Croatia,2006-05-15,11.8
Croatia,2006-06-15,11.7
Croatia,2006-07-15,11.4
Croatia,2006-08-15,11.4
Croatia,2006-09-15,11.4
Croatia,2006-10-15,11.2
Croatia,2006-11-15,11
Croatia,2006-12-15,10.9
Croatia,2007-01-15,10.5
Croatia,2007-02-15,10.4
Croatia,2007-03-15,10.2
Croatia,2007-04-15,10
Croatia,2007-05-15,9.9
Croatia,2007-06-15,9.9
Croatia,2007-07-15,10.4
Croatia,2007-08-15,10.3
Croatia,2007-09-15,9.6
Croatia,2007-10-15,9.4
Croatia,2007-11-15,9.4
Croatia,2007-12-15,9.3
Croatia,2008-01-15,9.1
Croatia,2008-02-15,8.9
Croatia,2008-03-15,8.8
Croatia,2008-04-15,8.7
Croatia,2008-05-15,8.7
Croatia,2008-06-15,8.6
Croatia,2008-07-15,8.6
Croatia,2008-08-15,8.5
Croatia,2008-09-15,8.4
Croatia,2008-10-15,8.3
Croatia,2008-11-15,8.3
Croatia,2008-12-15,8.3
Croatia,2009-01-15,8.4
Croatia,2009-02-15,8.6
Croatia,2009-03-15,8.8
Croatia,2009-04-15,9
Croatia,2009-05-15,9.2
Croatia,2009-06-15,9.3
Croatia,2009-07-15,9.4
Croatia,2009-08-15,9.5
Croatia,2009-09-15,9.7
Croatia,2009-10-15,9.9
Croatia,2009-11-15,10
Croatia,2009-12-15,10.1
Croatia,2010-01-15,10.5
Croatia,2010-02-15,10.7
Croatia,2010-03-15,10.9
Croatia,2010-04-15,11.3
Croatia,2010-05-15,11.5
Croatia,2010-06-15,11.8
