geo,Geopolitical entity (reporting),TIME_PERIOD,Exports of goods and services,Imports of goods and services,Cobertura,Pais,Ano,Trim
HU,Hungary,2004-Q1,11742.2,12157.5,96.584,Hungria,2004,1
HU,Hungary,2004-Q2,12412.7,13854.1,89.5959,Hungria,2004,2
HU,Hungary,2004-Q3,12674.1,13874,91.3514,Hungria,2004,3
HU,Hungary,2004-Q4,13113,13830.1,94.8149,Hungria,2004,4
HU,Hungary,2005-Q1,13323.2,13829.2,96.3411,Hungria,2005,1
HU,Hungary,2005-Q2,14139,14803.7,95.5099,Hungria,2005,2
HU,Hungary,2005-Q3,14479.4,15443.9,93.7548,Hungria,2005,3
HU,Hungary,2005-Q4,14935.6,15498.4,96.3687,Hungria,2005,4
HU,Hungary,2006-Q1,16099.7,16813.8,95.7529,Hungria,2006,1
HU,Hungary,2006-Q2,16472.3,16791.1,98.1014,Hungria,2006,2
HU,Hungary,2006-Q3,16908.7,17419.1,97.0699,Hungria,2006,3
HU,Hungary,2006-Q4,18446.5,18393.6,100.2876,Hungria,2006,4
HU,Hungary,2007-Q1,19232.8,19278.3,99.764,Hungria,2007,1
HU,Hungary,2007-Q2,19501,19533.3,99.8346,Hungria,2007,2
HU,Hungary,2007-Q3,20327.1,20229.9,100.4805,Hungria,2007,3
HU,Hungary,2007-Q4,20604.1,20580.1,100.1166,Hungria,2007,4
HU,Hungary,2008-Q1,21903.9,21922.6,99.9147,Hungria,2008,1
HU,Hungary,2008-Q2,22117.2,22094.1,100.1046,Hungria,2008,2
HU,Hungary,2008-Q3,22081.6,22294.6,99.0446,Hungria,2008,3
HU,Hungary,2008-Q4,19711.9,19571.1,100.7194,Hungria,2008,4
HU,Hungary,2009-Q1,16822.5,16471.6,102.1303,Hungria,2009,1
HU,Hungary,2009-Q2,16992.5,16012.5,106.1202,Hungria,2009,2
HU,Hungary,2009-Q3,17929.6,16962.3,105.7026,Hungria,2009,3
HU,Hungary,2009-Q4,18496.9,17558.6,105.3438,Hungria,2009,4
HU,Hungary,2010-Q1,18815.8,17700.1,106.3034,Hungria,2010,1
HU,Hungary,2010-Q2,19961.5,18770.2,106.3468,Hungria,2010,2
HU,Hungary,2010-Q3,20717.2,19748.6,104.9047,Hungria,2010,3
HU,Hungary,2010-Q4,21378.9,20001.9,106.8843,Hungria,2010,4
HU,Hungary,2011-Q1,22215.6,20751.9,107.0533,Hungria,2011,1
HU,Hungary,2011-Q2,22026.8,20566,107.103,Hungria,2011,2
HU,Hungary,2011-Q3,22039.8,20644.5,106.7587,Hungria,2011,3
HU,Hungary,2011-Q4,21664.4,20238,107.0481,Hungria,2011,4
HU,Hungary,2012-Q1,21491.4,20344.2,105.639,Hungria,2012,1
HU,Hungary,2012-Q2,21515.2,19840.7,108.4397,Hungria,2012,2
HU,Hungary,2012-Q3,21848.4,20040.6,109.0207,Hungria,2012,3
HU,Hungary,2012-Q4,21207.1,19828.4,106.9532,Hungria,2012,4
HU,Hungary,2013-Q1,21165.9,19651.5,107.7063,Hungria,2013,1
HU,Hungary,2013-Q2,21738.2,20325.5,106.9504,Hungria,2013,2
HU,Hungary,2013-Q3,22139.8,20160.8,109.8161,Hungria,2013,3
HU,Hungary,2013-Q4,22239.1,20695.9,107.4565,Hungria,2013,4
HU,Hungary,2014-Q1,22700.3,21053.8,107.8204,Hungria,2014,1
HU,Hungary,2014-Q2,22992,21956.6,104.7157,Hungria,2014,2
HU,Hungary,2014-Q3,23360.3,21650.7,107.8963,Hungria,2014,3
HU,Hungary,2014-Q4,23500.5,21840.2,107.602,Hungria,2014,4
HU,Hungary,2015-Q1,24026.1,21637.6,111.0387,Hungria,2015,1
HU,Hungary,2015-Q2,24474,22832.1,107.1912,Hungria,2015,2
HU,Hungary,2015-Q3,24854.8,22766.5,109.1727,Hungria,2015,3
HU,Hungary,2015-Q4,25327.9,22899.1,110.6065,Hungria,2015,4
HU,Hungary,2016-Q1,24204.2,21970.1,110.1688,Hungria,2016,1
HU,Hungary,2016-Q2,25298.4,22858,110.6763,Hungria,2016,2
HU,Hungary,2016-Q3,25517,22851.7,111.6635,Hungria,2016,3
HU,Hungary,2016-Q4,25384.4,23104.5,109.8678,Hungria,2016,4
HU,Hungary,2017-Q1,26958.5,25239.5,106.8108,Hungria,2017,1
HU,Hungary,2017-Q2,27324.9,25063.7,109.0218,Hungria,2017,2
HU,Hungary,2017-Q3,27416.7,25287.4,108.4204,Hungria,2017,3
HU,Hungary,2017-Q4,27378.8,25271.5,108.3386,Hungria,2017,4
HU,Hungary,2018-Q1,27977.2,26355.2,106.1544,Hungria,2018,1
HU,Hungary,2018-Q2,28850.5,27345.4,105.504,Hungria,2018,2
HU,Hungary,2018-Q3,27899,27054.5,103.1215,Hungria,2018,3
HU,Hungary,2018-Q4,29186.2,27554.9,105.9202,Hungria,2018,4
HU,Hungary,2019-Q1,29741.7,28736.3,103.4987,Hungria,2019,1
HU,Hungary,2019-Q2,29788.8,28888.9,103.115,Hungria,2019,2
HU,Hungary,2019-Q3,30465.7,29697.5,102.5867,Hungria,2019,3
HU,Hungary,2019-Q4,29498.5,28910.5,102.0339,Hungria,2019,4
HU,Hungary,2020-Q1,29172,28421.7,102.6399,Hungria,2020,1
HU,Hungary,2020-Q2,21837.9,22693.1,96.2315,Hungria,2020,2
HU,Hungary,2020-Q3,28110.9,26706.1,105.2602,Hungria,2020,3
HU,Hungary,2020-Q4,29404.8,28121,104.5653,Hungria,2020,4
HU,Hungary,2021-Q1,29614.9,28370.1,104.3877,Hungria,2021,1
HU,Hungary,2021-Q2,30436.3,30304.8,100.4339,Hungria,2021,2
HU,Hungary,2021-Q3,30691.5,31123.2,98.6129,Hungria,2021,3
HU,Hungary,2021-Q4,32321.6,33094,97.666,Hungria,2021,4
HU,Hungary,2022-Q1,35840.8,37532.4,95.493,Hungria,2022,1
HU,Hungary,2022-Q2,37385.6,39136.9,95.5252,Hungria,2022,2
HU,Hungary,2022-Q3,38722.9,41668.9,92.93,Hungria,2022,3
HU,Hungary,2022-Q4,39169.9,40862.5,95.8578,Hungria,2022,4
HU,Hungary,2023-Q1,41023.3,40637.8,100.9486,Hungria,2023,1
HU,Hungary,2023-Q2,40607.4,38168.2,106.3907,Hungria,2023,2
HU,Hungary,2023-Q3,39662,36276.7,109.3319,Hungria,2023,3
HU,Hungary,2023-Q4,38724.3,35868.1,107.9631,Hungria,2023,4
HU,Hungary,2024-Q1,38488.5,35550.2,108.2652,Hungria,2024,1
HU,Hungary,2024-Q2,38821.5,35688.7,108.7781,Hungria,2024,2
HU,Hungary,2024-Q3,38907,36334.7,107.0795,Hungria,2024,3
HU,Hungary,2024-Q4,37785.1,34977.8,108.0259,Hungria,2024,4
HU,Hungary,2025-Q1,38729.7,35999.6,107.5837,Hungria,2025,1
IE,Ireland,1995-Q1,9132.9,7769.4,117.5496,Irlanda,1995,1
IE,Ireland,1995-Q2,9455.3,7779.1,121.5475,Irlanda,1995,2
IE,Ireland,1995-Q3,9878.9,8622.7,114.5685,Irlanda,1995,3
IE,Ireland,1995-Q4,10158.2,8798.2,115.4577,Irlanda,1995,4
IE,Ireland,1996-Q1,10715.7,9013,118.8916,Irlanda,1996,1
IE,Ireland,1996-Q2,10963.5,9308.7,117.7769,Irlanda,1996,2
IE,Ireland,1996-Q3,11172,9589.9,116.4976,Irlanda,1996,3
IE,Ireland,1996-Q4,11854,10419.3,113.7696,Irlanda,1996,4
IE,Ireland,1997-Q1,12868.8,11165.2,115.2581,Irlanda,1997,1
IE,Ireland,1997-Q2,13662.1,11667.2,117.0984,Irlanda,1997,2
IE,Ireland,1997-Q3,15006.8,12480.5,120.242,Irlanda,1997,3
IE,Ireland,1997-Q4,14920.9,12566.4,118.7365,Irlanda,1997,4
IE,Ireland,1998-Q1,15946.5,13992.4,113.9654,Irlanda,1998,1
IE,Ireland,1998-Q2,16618.7,14379,115.5762,Irlanda,1998,2
IE,Ireland,1998-Q3,17726.8,15019.4,118.026,Irlanda,1998,3
IE,Ireland,1998-Q4,17624.3,15462.6,113.9802,Irlanda,1998,4
IE,Ireland,1999-Q1,18259.3,15561.9,117.3334,Irlanda,1999,1
IE,Ireland,1999-Q2,19182.1,16606.6,115.5089,Irlanda,1999,2
IE,Ireland,1999-Q3,20633.2,17520.8,117.764,Irlanda,1999,3
IE,Ireland,1999-Q4,21761.9,18186.5,119.6596,Irlanda,1999,4
IE,Ireland,2000-Q1,22805.9,19138.6,119.1618,Irlanda,2000,1
IE,Ireland,2000-Q2,24760.3,21213.2,116.7212,Irlanda,2000,2
IE,Ireland,2000-Q3,26128,22643.4,115.389,Irlanda,2000,3
IE,Ireland,2000-Q4,27977.9,24047.9,116.3424,Irlanda,2000,4
IE,Ireland,2001-Q1,29459.5,24504,120.2232,Irlanda,2001,1
IE,Ireland,2001-Q2,28823.6,23902.9,120.5862,Irlanda,2001,2
IE,Ireland,2001-Q3,29032.5,23990.5,121.0167,Irlanda,2001,3
IE,Ireland,2001-Q4,28571.2,24469.4,116.763,Irlanda,2001,4
IE,Ireland,2002-Q1,32293.3,25932.7,124.5273,Irlanda,2002,1
IE,Ireland,2002-Q2,30787,25715.3,119.7225,Irlanda,2002,2
IE,Ireland,2002-Q3,30139.6,24452.7,123.2567,Irlanda,2002,3
IE,Ireland,2002-Q4,29694.9,23641.3,125.606,Irlanda,2002,4
IE,Ireland,2003-Q1,28672.7,22989.2,124.7225,Irlanda,2003,1
IE,Ireland,2003-Q2,28652.8,22974,124.7184,Irlanda,2003,2
IE,Ireland,2003-Q3,29483.6,24306.3,121.3002,Irlanda,2003,3
IE,Ireland,2003-Q4,31108,25633.6,121.3563,Irlanda,2003,4
IE,Ireland,2004-Q1,30537.4,24720.1,123.5327,Irlanda,2004,1
IE,Ireland,2004-Q2,31439.1,25735.7,122.1614,Irlanda,2004,2
IE,Ireland,2004-Q3,31229.5,26078,119.7542,Irlanda,2004,3
IE,Ireland,2004-Q4,31876.4,26235.7,121.5001,Irlanda,2004,4
IE,Ireland,2005-Q1,33020.8,27309.3,120.9141,Irlanda,2005,1
IE,Ireland,2005-Q2,33204.6,28088.2,118.2155,Irlanda,2005,2
IE,Ireland,2005-Q3,34092.6,30515.7,111.7215,Irlanda,2005,3
IE,Ireland,2005-Q4,35100.9,31099.1,112.8679,Irlanda,2005,4
IE,Ireland,2006-Q1,35580,32048,111.021,Irlanda,2006,1
IE,Ireland,2006-Q2,36105.8,33013.9,109.3654,Irlanda,2006,2
IE,Ireland,2006-Q3,37102.9,32477.6,114.2415,Irlanda,2006,3
IE,Ireland,2006-Q4,36811.7,33377.2,110.29,Irlanda,2006,4
IE,Ireland,2007-Q1,38974.3,34169,114.0633,Irlanda,2007,1
IE,Ireland,2007-Q2,40021.9,35929.1,111.3913,Irlanda,2007,2
IE,Ireland,2007-Q3,39720.9,36370.5,109.2119,Irlanda,2007,3
IE,Ireland,2007-Q4,40092.9,36152.7,110.8988,Irlanda,2007,4
IE,Ireland,2008-Q1,39098,36224.4,107.9328,Irlanda,2008,1
IE,Ireland,2008-Q2,38466.4,34751,110.6915,Irlanda,2008,2
IE,Ireland,2008-Q3,39499.9,35103.8,112.5231,Irlanda,2008,3
IE,Ireland,2008-Q4,40953,35755.3,114.5369,Irlanda,2008,4
IE,Ireland,2009-Q1,40250.9,34710.3,115.9624,Irlanda,2009,1
IE,Ireland,2009-Q2,40164.7,34165.8,117.5582,Irlanda,2009,2
IE,Ireland,2009-Q3,38969.3,32662.4,119.3094,Irlanda,2009,3
IE,Ireland,2009-Q4,39161.5,33635.3,116.4298,Irlanda,2009,4
IE,Ireland,2010-Q1,41412.1,33850.8,122.3371,Irlanda,2010,1
IE,Ireland,2010-Q2,43147.6,36377.2,118.6117,Irlanda,2010,2
IE,Ireland,2010-Q3,44557.9,37135.6,119.987,Irlanda,2010,3
IE,Ireland,2010-Q4,43160.9,37396.8,115.4134,Irlanda,2010,4
IE,Ireland,2011-Q1,44676.8,36044.5,123.949,Irlanda,2011,1
IE,Ireland,2011-Q2,43857.8,36246.1,121.0001,Irlanda,2011,2
IE,Ireland,2011-Q3,44223.2,35847.6,123.3645,Irlanda,2011,3
IE,Ireland,2011-Q4,44483.6,37201.5,119.5747,Irlanda,2011,4
IE,Ireland,2012-Q1,44750.3,36818.3,121.5436,Irlanda,2012,1
IE,Ireland,2012-Q2,44955.7,38794.8,115.8807,Irlanda,2012,2
IE,Ireland,2012-Q3,46537.7,38211.9,121.7885,Irlanda,2012,3
IE,Ireland,2012-Q4,46173.2,38479.3,119.9949,Irlanda,2012,4
IE,Ireland,2013-Q1,48168.1,39841.3,120.8999,Irlanda,2013,1
IE,Ireland,2013-Q2,50375.5,41207,122.2499,Irlanda,2013,2
IE,Ireland,2013-Q3,50493.1,40941.7,123.3293,Irlanda,2013,3
IE,Ireland,2013-Q4,51315.9,42747.3,120.0448,Irlanda,2013,4
IE,Ireland,2014-Q1,53411,45006.7,118.6734,Irlanda,2014,1
IE,Ireland,2014-Q2,57175,46902.3,121.9023,Irlanda,2014,2
IE,Ireland,2014-Q3,59836.4,49385.6,121.1616,Irlanda,2014,3
IE,Ireland,2014-Q4,60465.6,51827.1,116.6679,Irlanda,2014,4
IE,Ireland,2015-Q1,81118.7,58287.5,139.17,Irlanda,2015,1
IE,Ireland,2015-Q2,84047.6,63951.7,131.4236,Irlanda,2015,2
IE,Ireland,2015-Q3,88097.3,65739.4,134.0099,Irlanda,2015,3
IE,Ireland,2015-Q4,91252.2,75017.3,121.6415,Irlanda,2015,4
IE,Ireland,2016-Q1,89655.5,74358.9,120.5713,Irlanda,2016,1
IE,Ireland,2016-Q2,84741.8,72730.2,116.5153,Irlanda,2016,2
IE,Ireland,2016-Q3,90866.1,76862.8,118.2186,Irlanda,2016,3
IE,Ireland,2016-Q4,89952.6,80822.1,111.297,Irlanda,2016,4
IE,Ireland,2017-Q1,93264.8,68953.1,135.2583,Irlanda,2017,1
IE,Ireland,2017-Q2,96450.9,108459,88.9284,Irlanda,2017,2
IE,Ireland,2017-Q3,98173.1,69554.7,141.1452,Irlanda,2017,3
IE,Ireland,2017-Q4,106520.3,74996.8,142.0331,Irlanda,2017,4
IE,Ireland,2018-Q1,99831.8,68655.8,145.4091,Irlanda,2018,1
IE,Ireland,2018-Q2,103972.5,74144.4,140.2297,Irlanda,2018,2
IE,Ireland,2018-Q3,107975.4,79341.9,136.0888,Irlanda,2018,3
IE,Ireland,2018-Q4,108913.8,99617.4,109.3321,Irlanda,2018,4
IE,Ireland,2019-Q1,113094.7,82452.8,137.163,Irlanda,2019,1
IE,Ireland,2019-Q2,117088.3,127071.2,92.1439,Irlanda,2019,2
IE,Ireland,2019-Q3,120597,89050.6,135.4253,Irlanda,2019,3
IE,Ireland,2019-Q4,125835.9,160680.5,78.3144,Irlanda,2019,4
IE,Ireland,2020-Q1,132872.2,156923.4,84.6733,Irlanda,2020,1
IE,Ireland,2020-Q2,122977.7,85311.7,144.151,Irlanda,2020,2
IE,Ireland,2020-Q3,129315.8,88616.2,145.9279,Irlanda,2020,3
IE,Ireland,2020-Q4,147468.8,120776.5,122.1006,Irlanda,2020,4
IE,Ireland,2021-Q1,142262,93466.2,152.2069,Irlanda,2021,1
IE,Ireland,2021-Q2,149711.1,99125.9,151.0313,Irlanda,2021,2
IE,Ireland,2021-Q3,154982.7,103406.9,149.8766,Irlanda,2021,3
IE,Ireland,2021-Q4,162906,126215.4,129.0698,Irlanda,2021,4
IE,Ireland,2022-Q1,168630.4,115901,145.4952,Irlanda,2022,1
IE,Ireland,2022-Q2,179733.4,125982.1,142.6658,Irlanda,2022,2
IE,Ireland,2022-Q3,190666.9,136166.8,140.0245,Irlanda,2022,3
IE,Ireland,2022-Q4,187480,133029.8,140.9308,Irlanda,2022,4
IE,Ireland,2023-Q1,184339.7,133161.4,138.4333,Irlanda,2023,1
IE,Ireland,2023-Q2,177898.3,129832.8,137.0211,Irlanda,2023,2
IE,Ireland,2023-Q3,175521.8,130308.8,134.6968,Irlanda,2023,3
IE,Ireland,2023-Q4,176466.7,147033.3,120.0182,Irlanda,2023,4
IE,Ireland,2024-Q1,185225,137602.6,134.6086,Irlanda,2024,1
IE,Ireland,2024-Q2,211911.5,144545.3,146.6056,Irlanda,2024,2
IE,Ireland,2024-Q3,198308.7,147013.3,134.8917,Irlanda,2024,3
IE,Ireland,2024-Q4,214754,146125.9,146.965,Irlanda,2024,4
IE,Ireland,2025-Q1,228437.7,163637.1,139.6002,Irlanda,2025,1
IS,Iceland,1995-Q1,483.4,428.1,112.9175,Islândia,1995,1
IS,Iceland,1995-Q2,478.5,414.3,115.496,Islândia,1995,2
IS,Iceland,1995-Q3,448.6,404.6,110.8749,Islândia,1995,3
IS,Iceland,1995-Q4,493.9,469.4,105.2194,Islândia,1995,4
IS,Iceland,1996-Q1,512.1,471.5,108.6108,Islândia,1996,1
IS,Iceland,1996-Q2,508.2,500,101.64,Islândia,1996,2
IS,Iceland,1996-Q3,501.2,513.3,97.6427,Islândia,1996,3
IS,Iceland,1996-Q4,567.3,575.4,98.5923,Islândia,1996,4
IS,Iceland,1997-Q1,565.9,528.2,107.1374,Islândia,1997,1
IS,Iceland,1997-Q2,583.1,571.1,102.1012,Islândia,1997,2
IS,Iceland,1997-Q3,587.1,602.6,97.4278,Islândia,1997,3
IS,Iceland,1997-Q4,634.5,639.2,99.2647,Islândia,1997,4
IS,Iceland,1998-Q1,568.3,751.9,75.5819,Islândia,1998,1
IS,Iceland,1998-Q2,678,704.9,96.1839,Islândia,1998,2
IS,Iceland,1998-Q3,669.6,732.1,91.4629,Islândia,1998,3
IS,Iceland,1998-Q4,641.3,698.4,91.8242,Islândia,1998,4
IS,Iceland,1999-Q1,654.8,706.2,92.7216,Islândia,1999,1
IS,Iceland,1999-Q2,687.2,803.2,85.5578,Islândia,1999,2
IS,Iceland,1999-Q3,661.6,794.1,83.3144,Islândia,1999,3
IS,Iceland,1999-Q4,730.5,811.3,90.0407,Islândia,1999,4
IS,Iceland,2000-Q1,732.3,870.7,84.1047,Islândia,2000,1
IS,Iceland,2000-Q2,780.2,975.8,79.9549,Islândia,2000,2
IS,Iceland,2000-Q3,813.5,964.8,84.318,Islândia,2000,3
IS,Iceland,2000-Q4,813.6,1000.8,81.295,Islândia,2000,4
IS,Iceland,2001-Q1,854.8,1013.7,84.3248,Islândia,2001,1
IS,Iceland,2001-Q2,810.7,821.1,98.7334,Islândia,2001,2
IS,Iceland,2001-Q3,828.4,883.4,93.7741,Islândia,2001,3
IS,Iceland,2001-Q4,893.3,769.6,116.0733,Islândia,2001,4
IS,Iceland,2002-Q1,901.4,861.2,104.6679,Islândia,2002,1
IS,Iceland,2002-Q2,911.9,840.3,108.5208,Islândia,2002,2
IS,Iceland,2002-Q3,845,835.5,101.137,Islândia,2002,3
IS,Iceland,2002-Q4,859.7,822.8,104.4847,Islândia,2002,4
IS,Iceland,2003-Q1,891.8,871.7,102.3058,Islândia,2003,1
IS,Iceland,2003-Q2,791.9,884.5,89.5308,Islândia,2003,2
IS,Iceland,2003-Q3,808.1,941.6,85.822,Islândia,2003,3
IS,Iceland,2003-Q4,812.4,901.5,90.1165,Islândia,2003,4
IS,Iceland,2004-Q1,887.4,985,90.0914,Islândia,2004,1
IS,Iceland,2004-Q2,849.6,1060.8,80.0905,Islândia,2004,2
IS,Iceland,2004-Q3,924.4,1059.2,87.2734,Islândia,2004,3
IS,Iceland,2004-Q4,948.3,1129.7,83.9426,Islândia,2004,4
IS,Iceland,2005-Q1,963.1,1275.9,75.484,Islândia,2005,1
IS,Iceland,2005-Q2,1080,1368.7,78.907,Islândia,2005,2
IS,Iceland,2005-Q3,1010.3,1506.9,67.0449,Islândia,2005,3
IS,Iceland,2005-Q4,1067.5,1574.3,67.8079,Islândia,2005,4
IS,Iceland,2006-Q1,1056.9,1683.6,62.7762,Islândia,2006,1
IS,Iceland,2006-Q2,1084.6,1591.5,68.1495,Islândia,2006,2
IS,Iceland,2006-Q3,1025.7,1568.7,65.3854,Islândia,2006,3
IS,Iceland,2006-Q4,1075.7,1742.7,61.7261,Islândia,2006,4
IS,Iceland,2007-Q1,1309.2,1566.1,83.5962,Islândia,2007,1
IS,Iceland,2007-Q2,1264.2,1670.8,75.6644,Islândia,2007,2
IS,Iceland,2007-Q3,1134.9,1620,70.0556,Islândia,2007,3
IS,Iceland,2007-Q4,1484.9,1764.4,84.1589,Islândia,2007,4
IS,Iceland,2008-Q1,1188.8,1583.9,75.0552,Islândia,2008,1
IS,Iceland,2008-Q2,1419.5,1466.8,96.7753,Islândia,2008,2
IS,Iceland,2008-Q3,1226.9,1442.2,85.0714,Islândia,2008,3
IS,Iceland,2008-Q4,753,602.3,125.0208,Islândia,2008,4
IS,Iceland,2009-Q1,1168.3,988.2,118.2251,Islândia,2009,1
IS,Iceland,2009-Q2,1062.3,917.9,115.7316,Islândia,2009,2
IS,Iceland,2009-Q3,1182.6,974.7,121.3296,Islândia,2009,3
IS,Iceland,2009-Q4,1177.4,955.7,123.1977,Islândia,2009,4
IS,Iceland,2010-Q1,1212.6,1025.1,118.2909,Islândia,2010,1
IS,Iceland,2010-Q2,1356.3,1043.1,130.0259,Islândia,2010,2
IS,Iceland,2010-Q3,1354.1,1113.5,121.6075,Islândia,2010,3
IS,Iceland,2010-Q4,1467.3,1171.5,125.2497,Islândia,2010,4
IS,Iceland,2011-Q1,1402,1211.9,115.6861,Islândia,2011,1
IS,Iceland,2011-Q2,1429.4,1198.7,119.2458,Islândia,2011,2
IS,Iceland,2011-Q3,1566.3,1296.3,120.8285,Islândia,2011,3
IS,Iceland,2011-Q4,1567,1399.6,111.9606,Islândia,2011,4
IS,Iceland,2012-Q1,1523.2,1409,108.105,Islândia,2012,1
IS,Iceland,2012-Q2,1562.3,1438.9,108.576,Islândia,2012,2
IS,Iceland,2012-Q3,1648.5,1413.4,116.6336,Islândia,2012,3
IS,Iceland,2012-Q4,1569.5,1348.6,116.3799,Islândia,2012,4
IS,Iceland,2013-Q1,1563.8,1335.7,117.0772,Islândia,2013,1
IS,Iceland,2013-Q2,1553.9,1383.4,112.3247,Islândia,2013,2
IS,Iceland,2013-Q3,1666.5,1388.7,120.0043,Islândia,2013,3
IS,Iceland,2013-Q4,1673.2,1379.3,121.3079,Islândia,2013,4
IS,Iceland,2014-Q1,1593.9,1447,110.152,Islândia,2014,1
IS,Iceland,2014-Q2,1635.3,1463.2,111.7619,Islândia,2014,2
IS,Iceland,2014-Q3,1858.9,1606.3,115.7256,Islândia,2014,3
IS,Iceland,2014-Q4,1844.7,1524.5,121.0036,Islândia,2014,4
IS,Iceland,2015-Q1,1979.5,1715.8,115.3689,Islândia,2015,1
IS,Iceland,2015-Q2,2157.2,1760.3,122.5473,Islândia,2015,2
IS,Iceland,2015-Q3,2018.6,1685.4,119.7698,Islândia,2015,3
IS,Iceland,2015-Q4,2035.6,1789.6,113.7461,Islândia,2015,4
IS,Iceland,2016-Q1,2025.8,1871.4,108.2505,Islândia,2016,1
IS,Iceland,2016-Q2,2199.1,1915.3,114.8175,Islândia,2016,2
IS,Iceland,2016-Q3,2410.3,1924.3,125.2559,Islândia,2016,3
IS,Iceland,2016-Q4,2442.3,1964.5,124.3217,Islândia,2016,4
IS,Iceland,2017-Q1,2387.7,2110.2,113.1504,Islândia,2017,1
IS,Iceland,2017-Q2,2648.3,2390.2,110.7983,Islândia,2017,2
IS,Iceland,2017-Q3,2469.6,2220.5,111.2182,Islândia,2017,3
IS,Iceland,2017-Q4,2651,2328.9,113.8306,Islândia,2017,4
IS,Iceland,2018-Q1,2615.8,2320.6,112.7208,Islândia,2018,1
IS,Iceland,2018-Q2,2648.7,2477.9,106.8929,Islândia,2018,2
IS,Iceland,2018-Q3,2735.8,2458.8,111.2657,Islândia,2018,3
IS,Iceland,2018-Q4,2538.5,2368,107.2002,Islândia,2018,4
IS,Iceland,2019-Q1,2663.1,2203.4,120.8632,Islândia,2019,1
IS,Iceland,2019-Q2,2433.2,2218.2,109.6925,Islândia,2019,2
IS,Iceland,2019-Q3,2353.9,2205.6,106.7238,Islândia,2019,3
IS,Iceland,2019-Q4,2531.4,2093.2,120.9345,Islândia,2019,4
IS,Iceland,2020-Q1,2098.8,2039.9,102.8874,Islândia,2020,1
IS,Iceland,2020-Q2,1349.6,1447.6,93.2302,Islândia,2020,2
IS,Iceland,2020-Q3,1437.1,1568,91.6518,Islândia,2020,3
IS,Iceland,2020-Q4,1751.3,1647.1,106.3263,Islândia,2020,4
IS,Iceland,2021-Q1,1625.1,1801.9,90.1881,Islândia,2021,1
IS,Iceland,2021-Q2,1880.5,1971.5,95.3842,Islândia,2021,2
IS,Iceland,2021-Q3,2236.7,2281.3,98.045,Islândia,2021,3
IS,Iceland,2021-Q4,2563.2,2580.5,99.3296,Islândia,2021,4
IS,Iceland,2022-Q1,2799.9,2816.4,99.4141,Islândia,2022,1
IS,Iceland,2022-Q2,3234.7,3144.5,102.8685,Islândia,2022,2
IS,Iceland,2022-Q3,3436.4,3432.3,100.1195,Islândia,2022,3
IS,Iceland,2022-Q4,3504.1,3442.5,101.7894,Islândia,2022,4
IS,Iceland,2023-Q1,3152.7,3110.3,101.3632,Islândia,2023,1
IS,Iceland,2023-Q2,3264.4,3092.6,105.5552,Islândia,2023,2
IS,Iceland,2023-Q3,3264.5,3235.3,100.9025,Islândia,2023,3
IS,Iceland,2023-Q4,3252.6,3239.6,100.4013,Islândia,2023,4
IS,Iceland,2024-Q1,3130.2,3179.3,98.4556,Islândia,2024,1
IS,Iceland,2024-Q2,3232,3235,99.9073,Islândia,2024,2
IS,Iceland,2024-Q3,3251.9,3225.9,100.806,Islândia,2024,3
IS,Iceland,2024-Q4,3414.8,3651.4,93.5203,Islândia,2024,4
IS,Iceland,2025-Q1,3570.3,3825.1,93.3387,Islândia,2025,1
IT,Italy,1995-Q1,55008.1,46322.9,118.7493,Itália,1995,1
IT,Italy,1995-Q2,54384,46315,117.422,Itália,1995,2
IT,Italy,1995-Q3,56006.1,48519.3,115.4306,Itália,1995,3
IT,Italy,1995-Q4,57876.9,49075,117.9356,Itália,1995,4
IT,Italy,1996-Q1,59385.4,49620.4,119.6794,Itália,1996,1
IT,Italy,1996-Q2,61247.3,48760.8,125.6077,Itália,1996,2
IT,Italy,1996-Q3,61391.7,48738.2,125.9622,Itália,1996,3
IT,Italy,1996-Q4,62941.7,51058.6,123.2735,Itália,1996,4
IT,Italy,1997-Q1,63807,52380.1,121.8153,Itália,1997,1
IT,Italy,1997-Q2,65780.5,55236.1,119.0897,Itália,1997,2
IT,Italy,1997-Q3,67548.4,57912.6,116.6385,Itália,1997,3
IT,Italy,1997-Q4,68073,58767.1,115.8352,Itália,1997,4
IT,Italy,1998-Q1,69858.7,60710.9,115.0678,Itália,1998,1
IT,Italy,1998-Q2,69258.9,59548.5,116.3067,Itália,1998,2
IT,Italy,1998-Q3,67490.7,58720.6,114.9353,Itália,1998,3
IT,Italy,1998-Q4,66027.2,59205.4,111.5223,Itália,1998,4
IT,Italy,1999-Q1,65698,59444.1,110.5206,Itália,1999,1
IT,Italy,1999-Q2,66177,60388.4,109.5856,Itália,1999,2
IT,Italy,1999-Q3,67779.9,63549.2,106.6574,Itália,1999,3
IT,Italy,1999-Q4,71637.4,67384.4,106.3115,Itália,1999,4
IT,Italy,2000-Q1,76374.9,71916,106.2002,Itália,2000,1
IT,Italy,2000-Q2,77478,75236.1,102.9798,Itália,2000,2
IT,Italy,2000-Q3,81461,79664.1,102.2556,Itália,2000,3
IT,Italy,2000-Q4,84044.1,82155.3,102.2991,Itália,2000,4
IT,Italy,2001-Q1,83705.1,79320.7,105.5274,Itália,2001,1
IT,Italy,2001-Q2,85358.7,81832.4,104.3092,Itália,2001,2
