COICOP,COICOP_Desc,Geo_Cod,Geo_Desc,Data,Index1996,Index2005,Index2015
CP00,All-items HICP,EE,Estonia,2020-01-15,240.6,158.67,109.94
CP00,All-items HICP,EE,Estonia,2020-02-15,241.9,159.56,110.56
CP00,All-items HICP,EE,Estonia,2020-03-15,240.5,158.59,109.89
CP00,All-items HICP,EE,Estonia,2020-04-15,239.7,158.06,109.52
CP00,All-items HICP,EE,Estonia,2020-05-15,238.3,157.18,108.91
CP00,All-items HICP,EE,Estonia,2020-06-15,240,158.27,109.67
CP00,All-items HICP,EE,Estonia,2020-07-15,240,158.3,109.69
CP00,All-items HICP,EE,Estonia,2020-08-15,241.5,159.3,110.38
CP00,All-items HICP,EE,Estonia,2020-09-15,241.2,159.06,110.22
CP00,All-items HICP,EE,Estonia,2020-10-15,239.6,158.04,109.51
CP00,All-items HICP,EE,Estonia,2020-11-15,239.9,158.21,109.63
CP00,All-items HICP,EE,Estonia,2020-12-15,239.9,158.2,109.62
CP00,All-items HICP,EE,Estonia,2021-01-15,241.2,159.06,110.22
CP00,All-items HICP,EE,Estonia,2021-02-15,243.3,160.42,111.16
CP00,All-items HICP,EE,Estonia,2021-03-15,242.6,160,110.87
CP00,All-items HICP,EE,Estonia,2021-04-15,243.6,160.62,111.3
CP00,All-items HICP,EE,Estonia,2021-05-15,245.9,162.18,112.38
CP00,All-items HICP,EE,Estonia,2021-06-15,248.9,164.17,113.76
CP00,All-items HICP,EE,Estonia,2021-07-15,251.8,166.06,115.07
CP00,All-items HICP,EE,Estonia,2021-08-15,253.6,167.21,115.86
CP00,All-items HICP,EE,Estonia,2021-09-15,256.6,169.21,117.25
CP00,All-items HICP,EE,Estonia,2021-10-15,255.9,168.79,116.96
CP00,All-items HICP,EE,Estonia,2021-11-15,260.5,171.77,119.02
CP00,All-items HICP,EE,Estonia,2021-12-15,268.7,177.23,122.81
CP00,All-items HICP,EE,Estonia,2022-01-15,267.8,176.62,122.39
CP00,All-items HICP,EE,Estonia,2022-02-15,271.4,178.99,124.02
CP00,All-items HICP,EE,Estonia,2022-03-15,278.6,183.73,127.31
CP00,All-items HICP,EE,Estonia,2022-04-15,290.1,191.35,132.59
CP00,All-items HICP,EE,Estonia,2022-05-15,295.5,194.86,135.02
CP00,All-items HICP,EE,Estonia,2022-06-15,303.7,200.3,138.79
CP00,All-items HICP,EE,Estonia,2022-07-15,310.2,204.54,141.73
CP00,All-items HICP,EE,Estonia,2022-08-15,317.3,209.28,145.01
CP00,All-items HICP,EE,Estonia,2022-09-15,318.4,209.98,145.5
CP00,All-items HICP,EE,Estonia,2022-10-15,313.4,206.7,143.23
CP00,All-items HICP,EE,Estonia,2022-11-15,316.2,208.53,144.49
CP00,All-items HICP,EE,Estonia,2022-12-15,315.8,208.25,144.3
CP00,All-items HICP,EE,Estonia,2023-01-15,317.7,209.49,145.16
CP00,All-items HICP,EE,Estonia,2023-02-15,319.8,210.91,146.14
CP00,All-items HICP,EE,Estonia,2023-03-15,322.1,212.43,147.2
CP00,All-items HICP,EE,Estonia,2023-04-15,328.3,216.53,150.04
CP00,All-items HICP,EE,Estonia,2023-05-15,328.4,216.59,150.08
CP00,All-items HICP,EE,Estonia,2023-06-15,331.1,218.36,151.3
CP00,All-items HICP,EE,Estonia,2023-07-15,329.5,217.28,150.56
CP00,All-items HICP,EE,Estonia,2023-08-15,331,218.29,151.25
CP00,All-items HICP,EE,Estonia,2023-09-15,330.8,218.16,151.17
CP00,All-items HICP,EE,Estonia,2023-10-15,329.2,217.12,150.45
CP00,All-items HICP,EE,Estonia,2023-11-15,329.3,217.17,150.48
CP00,All-items HICP,EE,Estonia,2023-12-15,329.2,217.13,150.45
CP00,All-items HICP,EE,Estonia,2024-01-15,333.4,219.87,152.35
CP00,All-items HICP,EE,Estonia,2024-02-15,333.8,220.13,152.54
CP00,All-items HICP,EE,Estonia,2024-03-15,335.2,221.09,153.2
CP00,All-items HICP,EE,Estonia,2024-04-15,338.7,223.35,154.76
CP00,All-items HICP,EE,Estonia,2024-05-15,338.7,223.34,154.76
CP00,All-items HICP,EE,Estonia,2024-06-15,340.2,224.38,155.48
CP00,All-items HICP,EE,Estonia,2024-07-15,341,224.87,155.82
CP00,All-items HICP,EE,Estonia,2024-08-15,342.3,225.73,156.41
CP00,All-items HICP,EE,Estonia,2024-09-15,341.3,225.07,155.95
CP00,All-items HICP,EE,Estonia,2024-10-15,344,226.87,157.2
CP00,All-items HICP,EE,Estonia,2024-11-15,341.7,225.36,156.15
CP00,All-items HICP,EE,Estonia,2024-12-15,342.6,225.95,156.57
CP00,All-items HICP,EE,Estonia,2025-01-15,346.1,228.26,158.17
CP00,All-items HICP,EE,Estonia,2025-02-15,350.7,231.26,160.25
CP00,All-items HICP,EE,Estonia,2025-03-15,349.6,230.56,159.76
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1996-01-15,98.8,83.86,69.37
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1996-02-15,99.2,84.21,69.67
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1996-03-15,99.6,84.58,69.97
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1996-04-15,99.9,84.8,70.15
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1996-05-15,100.1,85.02,70.34
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1996-06-15,100.2,85.04,70.36
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1996-07-15,100,84.93,70.26
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1996-08-15,100.1,84.96,70.29
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1996-09-15,100.4,85.22,70.5
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1996-10-15,100.5,85.29,70.56
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1996-11-15,100.5,85.32,70.59
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1996-12-15,100.8,85.54,70.77
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1997-01-15,100.9,85.7,70.9
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1997-02-15,101.2,85.88,71.04
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1997-03-15,101.3,86.02,71.16
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1997-04-15,101.4,86.06,71.2
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1997-05-15,101.7,86.31,71.4
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1997-06-15,101.7,86.37,71.45
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1997-07-15,101.7,86.34,71.43
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1997-08-15,101.9,86.53,71.58
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1997-09-15,102.1,86.69,71.71
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1997-10-15,102.2,86.74,71.75
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1997-11-15,102.3,86.85,71.85
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1997-12-15,102.4,86.94,71.93
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1998-01-15,102.2,86.8,71.81
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1998-02-15,102.5,87.01,71.98
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1998-03-15,102.7,87.17,72.11
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1998-04-15,103,87.43,72.33
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1998-05-15,103.2,87.65,72.51
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1998-06-15,103.3,87.67,72.53
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1998-07-15,103.2,87.58,72.45
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1998-08-15,103.2,87.65,72.51
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1998-09-15,103.3,87.72,72.56
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1998-10-15,103.3,87.7,72.55
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1998-11-15,103.3,87.72,72.57
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1998-12-15,103.4,87.8,72.64
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1999-01-15,103.2,87.64,72.5
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1999-02-15,103.5,87.83,72.66
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1999-03-15,103.9,88.17,72.94
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1999-04-15,104.2,88.49,73.2
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1999-05-15,104.3,88.58,73.28
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1999-06-15,104.3,88.56,73.27
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1999-07-15,104.3,88.54,73.25
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1999-08-15,104.4,88.67,73.35
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1999-09-15,104.6,88.82,73.48
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1999-10-15,104.7,88.86,73.51
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1999-11-15,104.8,88.97,73.61
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",1999-12-15,105.2,89.27,73.85
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2000-01-15,105,89.14,73.74
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2000-02-15,105.3,89.41,73.97
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2000-03-15,105.7,89.73,74.23
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2000-04-15,105.8,89.85,74.33
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2000-05-15,106,90,74.45
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2000-06-15,106.3,90.27,74.68
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2000-07-15,106.3,90.24,74.65
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2000-08-15,106.4,90.3,74.7
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2000-09-15,106.9,90.76,75.09
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2000-10-15,107,90.8,75.12
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2000-11-15,107.2,90.99,75.27
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2000-12-15,107.5,91.25,75.49
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2001-01-15,107,90.81,75.13
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2001-02-15,107.3,91.08,75.35
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2001-03-15,107.8,91.54,75.73
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2001-04-15,108.5,92.09,76.19
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2001-05-15,109,92.58,76.59
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2001-06-15,109.2,92.71,76.7
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2001-07-15,108.8,92.39,76.43
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2001-08-15,108.8,92.4,76.44
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2001-09-15,109.2,92.67,76.66
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2001-10-15,109.2,92.7,76.69
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2001-11-15,109.1,92.62,76.62
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2001-12-15,109.5,92.99,76.93
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2002-01-15,109.6,93.02,76.95
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2002-02-15,109.7,93.17,77.08
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2002-03-15,110.3,93.68,77.5
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2002-04-15,110.8,94.09,77.84
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2002-05-15,111,94.27,77.98
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2002-06-15,111,94.23,77.95
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2002-07-15,110.8,94.09,77.84
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2002-08-15,110.9,94.19,77.92
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2002-09-15,111.2,94.44,78.13
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2002-10-15,111.5,94.67,78.31
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2002-11-15,111.4,94.6,78.26
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2002-12-15,111.9,95.04,78.62
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2003-01-15,111.8,94.9,78.51
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2003-02-15,112.2,95.29,78.83
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2003-03-15,112.8,95.8,79.25
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2003-04-15,113,95.95,79.38
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2003-05-15,113,95.89,79.33
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2003-06-15,113,95.95,79.38
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2003-07-15,112.9,95.81,79.27
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2003-08-15,113.1,95.99,79.41
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2003-09-15,113.5,96.33,79.7
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2003-10-15,113.6,96.46,79.8
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2003-11-15,113.7,96.49,79.82
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2003-12-15,114,96.78,80.06
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2004-01-15,113.7,96.5,79.83
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2004-02-15,113.9,96.72,80.01
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2004-03-15,114.6,97.26,80.46
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2004-04-15,115.1,97.71,80.83
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2004-05-15,115.5,98.08,81.14
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2004-06-15,115.6,98.13,81.18
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2004-07-15,115.4,97.93,81.02
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2004-08-15,115.5,98.09,81.14
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2004-09-15,115.7,98.22,81.25
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2004-10-15,116.1,98.59,81.56
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2004-11-15,116.1,98.56,81.54
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2004-12-15,116.5,98.92,81.83
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2005-01-15,115.9,98.39,81.4
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2005-02-15,116.3,98.72,81.67
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2005-03-15,117,99.34,82.18
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2005-04-15,117.5,99.75,82.52
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2005-05-15,117.8,99.99,82.72
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2005-06-15,117.9,100.09,82.8
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2005-07-15,117.8,100.02,82.74
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2005-08-15,118.1,100.24,82.93
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2005-09-15,118.6,100.7,83.31
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2005-10-15,118.9,100.94,83.51
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2005-11-15,118.7,100.76,83.36
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2005-12-15,119,101.04,83.59
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2006-01-15,118.5,100.64,83.25
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2006-02-15,118.9,100.93,83.5
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2006-03-15,119.5,101.42,83.9
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2006-04-15,120.2,102.08,84.45
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2006-05-15,120.6,102.43,84.74
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2006-06-15,120.8,102.53,84.82
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2006-07-15,120.7,102.43,84.74
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2006-08-15,120.9,102.6,84.88
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2006-09-15,120.9,102.67,84.93
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2006-10-15,121,102.75,85
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2006-11-15,121.1,102.83,85.07
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2006-12-15,121.6,103.21,85.38
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2007-01-15,121,102.75,85
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2007-02-15,121.4,103.08,85.28
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2007-03-15,122.2,103.71,85.8
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2007-04-15,122.8,104.29,86.28
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2007-05-15,123.2,104.57,86.51
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2007-06-15,123.3,104.7,86.62
CP00,All-items HICP,EEA,"European Economic Area (EEA18-1995, EEA28-2004, EEA30-2007, EEA31-2013, EEA30-2020)",2007-07-15,123,104.42,86.39
