COICOP,COICOP_Desc,Geo_Cod,Geo_Desc,Data,Index1996,Index2005,Index2015
CP00,All-items HICP,AL,Albania,2015-12-15,,,100
CP00,All-items HICP,AL,Albania,2016-01-15,,,101
CP00,All-items HICP,AL,Albania,2016-02-15,,,102.28
CP00,All-items HICP,AL,Albania,2016-03-15,,,102.8
CP00,All-items HICP,AL,Albania,2016-04-15,,,102.31
CP00,All-items HICP,AL,Albania,2016-05-15,,,100.9
CP00,All-items HICP,AL,Albania,2016-06-15,,,100.22
CP00,All-items HICP,AL,Albania,2016-07-15,,,100.31
CP00,All-items HICP,AL,Albania,2016-08-15,,,101.3
CP00,All-items HICP,AL,Albania,2016-09-15,,,101.67
CP00,All-items HICP,AL,Albania,2016-10-15,,,101.38
CP00,All-items HICP,AL,Albania,2016-11-15,,,101.44
CP00,All-items HICP,AL,Albania,2016-12-15,,,102.49
CP00,All-items HICP,AL,Albania,2017-01-15,,,105
CP00,All-items HICP,AL,Albania,2017-02-15,,,106.09
CP00,All-items HICP,AL,Albania,2017-03-15,,,106.71
CP00,All-items HICP,AL,Albania,2017-04-15,,,106.01
CP00,All-items HICP,AL,Albania,2017-05-15,,,104.32
CP00,All-items HICP,AL,Albania,2017-06-15,,,103.96
CP00,All-items HICP,AL,Albania,2017-07-15,,,103.27
CP00,All-items HICP,AL,Albania,2017-08-15,,,103.88
CP00,All-items HICP,AL,Albania,2017-09-15,,,104.37
CP00,All-items HICP,AL,Albania,2017-10-15,,,104.61
CP00,All-items HICP,AL,Albania,2017-11-15,,,103.91
CP00,All-items HICP,AL,Albania,2017-12-15,,,104.96
CP00,All-items HICP,AL,Albania,2018-01-15,,,106.79
CP00,All-items HICP,AL,Albania,2018-02-15,,,107.81
CP00,All-items HICP,AL,Albania,2018-03-15,,,108.16
CP00,All-items HICP,AL,Albania,2018-04-15,,,107.78
CP00,All-items HICP,AL,Albania,2018-05-15,,,106.22
CP00,All-items HICP,AL,Albania,2018-06-15,,,106.14
CP00,All-items HICP,AL,Albania,2018-07-15,,,105.66
CP00,All-items HICP,AL,Albania,2018-08-15,,,106.02
CP00,All-items HICP,AL,Albania,2018-09-15,,,106.34
CP00,All-items HICP,AL,Albania,2018-10-15,,,105.91
CP00,All-items HICP,AL,Albania,2018-11-15,,,105.41
CP00,All-items HICP,AL,Albania,2018-12-15,,,106.87
CP00,All-items HICP,AL,Albania,2019-01-15,,,109.36
CP00,All-items HICP,AL,Albania,2019-02-15,,,110.25
CP00,All-items HICP,AL,Albania,2019-03-15,,,109.75
CP00,All-items HICP,AL,Albania,2019-04-15,,,109.47
CP00,All-items HICP,AL,Albania,2019-05-15,,,107.98
CP00,All-items HICP,AL,Albania,2019-06-15,,,107.76
CP00,All-items HICP,AL,Albania,2019-07-15,,,107.28
CP00,All-items HICP,AL,Albania,2019-08-15,,,107.61
CP00,All-items HICP,AL,Albania,2019-09-15,,,107.84
CP00,All-items HICP,AL,Albania,2019-10-15,,,107.59
CP00,All-items HICP,AL,Albania,2019-11-15,,,107.35
CP00,All-items HICP,AL,Albania,2019-12-15,,,108.42
CP00,All-items HICP,AL,Albania,2020-01-15,,,111.11
CP00,All-items HICP,AL,Albania,2020-02-15,,,111.77
CP00,All-items HICP,AL,Albania,2020-03-15,,,112.63
CP00,All-items HICP,AL,Albania,2020-04-15,,,112
CP00,All-items HICP,AL,Albania,2020-05-15,,,110.98
CP00,All-items HICP,AL,Albania,2020-06-15,,,110.17
CP00,All-items HICP,AL,Albania,2020-07-15,,,109.59
CP00,All-items HICP,AL,Albania,2020-08-15,,,109.83
CP00,All-items HICP,AL,Albania,2020-09-15,,,110.34
CP00,All-items HICP,AL,Albania,2020-10-15,,,110.68
CP00,All-items HICP,AL,Albania,2020-11-15,,,109.68
CP00,All-items HICP,AL,Albania,2020-12-15,,,110.06
CP00,All-items HICP,AL,Albania,2021-01-15,,,111.73
CP00,All-items HICP,AL,Albania,2021-02-15,,,113.28
CP00,All-items HICP,AL,Albania,2021-03-15,,,114.19
CP00,All-items HICP,AL,Albania,2021-04-15,,,114.34
CP00,All-items HICP,AL,Albania,2021-05-15,,,113.57
CP00,All-items HICP,AL,Albania,2021-06-15,,,112.48
CP00,All-items HICP,AL,Albania,2021-07-15,,,112.51
CP00,All-items HICP,AL,Albania,2021-08-15,,,112.74
CP00,All-items HICP,AL,Albania,2021-09-15,,,113.26
CP00,All-items HICP,AL,Albania,2021-10-15,,,113.43
CP00,All-items HICP,AL,Albania,2021-11-15,,,113.33
CP00,All-items HICP,AL,Albania,2021-12-15,,,114.27
CP00,All-items HICP,AL,Albania,2022-01-15,,,116.03
CP00,All-items HICP,AL,Albania,2022-02-15,,,117.84
CP00,All-items HICP,AL,Albania,2022-03-15,,,120.67
CP00,All-items HICP,AL,Albania,2022-04-15,,,121.37
CP00,All-items HICP,AL,Albania,2022-05-15,,,120.38
CP00,All-items HICP,AL,Albania,2022-06-15,,,119.93
CP00,All-items HICP,AL,Albania,2022-07-15,,,120.61
CP00,All-items HICP,AL,Albania,2022-08-15,,,121.46
CP00,All-items HICP,AL,Albania,2022-09-15,,,122.21
CP00,All-items HICP,AL,Albania,2022-10-15,,,122.55
CP00,All-items HICP,AL,Albania,2022-11-15,,,122.39
CP00,All-items HICP,AL,Albania,2022-12-15,,,122.89
CP00,All-items HICP,AL,Albania,2023-01-15,,,124.26
CP00,All-items HICP,AL,Albania,2023-02-15,,,125.9
CP00,All-items HICP,AL,Albania,2023-03-15,,,127.25
CP00,All-items HICP,AL,Albania,2023-04-15,,,127.44
CP00,All-items HICP,AL,Albania,2023-05-15,,,127.14
CP00,All-items HICP,AL,Albania,2023-06-15,,,126.88
CP00,All-items HICP,AL,Albania,2023-07-15,,,126.65
CP00,All-items HICP,AL,Albania,2023-08-15,,,127.14
CP00,All-items HICP,AL,Albania,2023-09-15,,,128.19
CP00,All-items HICP,AL,Albania,2023-10-15,,,128.36
CP00,All-items HICP,AL,Albania,2023-11-15,,,127.89
CP00,All-items HICP,AL,Albania,2023-12-15,,,128.42
CP00,All-items HICP,AL,Albania,2024-01-15,,,128.98
CP00,All-items HICP,AL,Albania,2024-02-15,,,129.39
CP00,All-items HICP,AL,Albania,2024-03-15,,,130.36
CP00,All-items HICP,AL,Albania,2024-04-15,,,130.37
CP00,All-items HICP,AL,Albania,2024-05-15,,,130.32
CP00,All-items HICP,AL,Albania,2024-06-15,,,130.07
CP00,All-items HICP,AL,Albania,2024-07-15,,,129.83
CP00,All-items HICP,AL,Albania,2024-08-15,,,130.22
CP00,All-items HICP,AL,Albania,2024-09-15,,,131.17
CP00,All-items HICP,AL,Albania,2024-10-15,,,131.3
CP00,All-items HICP,AL,Albania,2024-11-15,,,130.92
CP00,All-items HICP,AL,Albania,2024-12-15,,,131.57
CP00,All-items HICP,AL,Albania,2025-01-15,,,132.13
CP00,All-items HICP,AL,Albania,2025-02-15,,,132.56
CP00,All-items HICP,AL,Albania,2025-03-15,,,133.65
CP00,All-items HICP,AT,Austria,1996-01-15,99.4,86.68,71.34
CP00,All-items HICP,AT,Austria,1996-02-15,99.7,86.94,71.55
CP00,All-items HICP,AT,Austria,1996-03-15,100,87.2,71.77
CP00,All-items HICP,AT,Austria,1996-04-15,99.9,87.11,71.69
CP00,All-items HICP,AT,Austria,1996-05-15,99.8,87.03,71.62
CP00,All-items HICP,AT,Austria,1996-06-15,100.1,87.29,71.84
CP00,All-items HICP,AT,Austria,1996-07-15,100.2,87.38,71.91
CP00,All-items HICP,AT,Austria,1996-08-15,99.9,87.11,71.69
CP00,All-items HICP,AT,Austria,1996-09-15,99.9,87.11,71.69
CP00,All-items HICP,AT,Austria,1996-10-15,100.1,87.29,71.84
CP00,All-items HICP,AT,Austria,1996-11-15,100.4,87.55,72.05
CP00,All-items HICP,AT,Austria,1996-12-15,100.7,87.81,72.27
CP00,All-items HICP,AT,Austria,1997-01-15,100.6,87.72,72.2
CP00,All-items HICP,AT,Austria,1997-02-15,101.1,88.16,72.56
CP00,All-items HICP,AT,Austria,1997-03-15,101.2,88.25,72.63
CP00,All-items HICP,AT,Austria,1997-04-15,101.1,88.16,72.56
CP00,All-items HICP,AT,Austria,1997-05-15,101.1,88.16,72.56
CP00,All-items HICP,AT,Austria,1997-06-15,101.1,88.16,72.56
CP00,All-items HICP,AT,Austria,1997-07-15,101.1,88.16,72.56
CP00,All-items HICP,AT,Austria,1997-08-15,101.2,88.25,72.63
CP00,All-items HICP,AT,Austria,1997-09-15,101.1,88.16,72.56
CP00,All-items HICP,AT,Austria,1997-10-15,101.2,88.25,72.63
CP00,All-items HICP,AT,Austria,1997-11-15,101.5,88.51,72.84
CP00,All-items HICP,AT,Austria,1997-12-15,101.7,88.68,72.99
CP00,All-items HICP,AT,Austria,1998-01-15,101.8,88.77,73.06
CP00,All-items HICP,AT,Austria,1998-02-15,102.1,89.03,73.27
CP00,All-items HICP,AT,Austria,1998-03-15,102.2,89.12,73.35
CP00,All-items HICP,AT,Austria,1998-04-15,102.3,89.21,73.42
CP00,All-items HICP,AT,Austria,1998-05-15,102.1,89.03,73.27
CP00,All-items HICP,AT,Austria,1998-06-15,101.9,88.86,73.13
CP00,All-items HICP,AT,Austria,1998-07-15,101.9,88.86,73.13
CP00,All-items HICP,AT,Austria,1998-08-15,101.9,88.86,73.13
CP00,All-items HICP,AT,Austria,1998-09-15,101.7,88.68,72.99
CP00,All-items HICP,AT,Austria,1998-10-15,101.9,88.86,73.13
CP00,All-items HICP,AT,Austria,1998-11-15,102,88.95,73.2
CP00,All-items HICP,AT,Austria,1998-12-15,102.2,89.12,73.35
CP00,All-items HICP,AT,Austria,1999-01-15,102.1,89.03,73.27
CP00,All-items HICP,AT,Austria,1999-02-15,102.3,89.21,73.42
CP00,All-items HICP,AT,Austria,1999-03-15,102.4,89.29,73.49
CP00,All-items HICP,AT,Austria,1999-04-15,102.4,89.29,73.49
CP00,All-items HICP,AT,Austria,1999-05-15,102.5,89.38,73.56
CP00,All-items HICP,AT,Austria,1999-06-15,102.1,89.03,73.27
CP00,All-items HICP,AT,Austria,1999-07-15,102.2,89.12,73.35
CP00,All-items HICP,AT,Austria,1999-08-15,102.4,89.29,73.49
CP00,All-items HICP,AT,Austria,1999-09-15,102.3,89.21,73.42
CP00,All-items HICP,AT,Austria,1999-10-15,102.7,89.56,73.7
CP00,All-items HICP,AT,Austria,1999-11-15,103,89.82,73.92
CP00,All-items HICP,AT,Austria,1999-12-15,103.9,90.6,74.57
CP00,All-items HICP,AT,Austria,2000-01-15,103.5,90.25,74.28
CP00,All-items HICP,AT,Austria,2000-02-15,104.3,90.95,74.85
CP00,All-items HICP,AT,Austria,2000-03-15,104.4,91.04,74.92
CP00,All-items HICP,AT,Austria,2000-04-15,104.2,90.86,74.78
CP00,All-items HICP,AT,Austria,2000-05-15,104.1,90.78,74.71
CP00,All-items HICP,AT,Austria,2000-06-15,104.5,91.13,75
CP00,All-items HICP,AT,Austria,2000-07-15,104.2,90.86,74.78
CP00,All-items HICP,AT,Austria,2000-08-15,104.3,90.95,74.85
CP00,All-items HICP,AT,Austria,2000-09-15,104.7,91.3,75.14
CP00,All-items HICP,AT,Austria,2000-10-15,105,91.56,75.35
CP00,All-items HICP,AT,Austria,2000-11-15,105.4,91.91,75.64
CP00,All-items HICP,AT,Austria,2000-12-15,105.8,92.26,75.93
CP00,All-items HICP,AT,Austria,2001-01-15,105.8,92.29,75.96
CP00,All-items HICP,AT,Austria,2001-02-15,106.2,92.6,76.21
CP00,All-items HICP,AT,Austria,2001-03-15,106.4,92.75,76.33
CP00,All-items HICP,AT,Austria,2001-04-15,106.9,93.21,76.71
CP00,All-items HICP,AT,Austria,2001-05-15,107.1,93.39,76.86
CP00,All-items HICP,AT,Austria,2001-06-15,107.2,93.51,76.96
CP00,All-items HICP,AT,Austria,2001-07-15,107.1,93.38,76.85
CP00,All-items HICP,AT,Austria,2001-08-15,106.8,93.14,76.66
CP00,All-items HICP,AT,Austria,2001-09-15,107.2,93.5,76.95
CP00,All-items HICP,AT,Austria,2001-10-15,107.4,93.68,77.1
CP00,All-items HICP,AT,Austria,2001-11-15,107.4,93.65,77.07
CP00,All-items HICP,AT,Austria,2001-12-15,107.7,93.89,77.27
CP00,All-items HICP,AT,Austria,2002-01-15,107.8,94.05,77.4
CP00,All-items HICP,AT,Austria,2002-02-15,108,94.2,77.53
CP00,All-items HICP,AT,Austria,2002-03-15,108.2,94.33,77.63
CP00,All-items HICP,AT,Austria,2002-04-15,108.6,94.75,77.98
CP00,All-items HICP,AT,Austria,2002-05-15,108.8,94.92,78.12
CP00,All-items HICP,AT,Austria,2002-06-15,108.8,94.91,78.11
CP00,All-items HICP,AT,Austria,2002-07-15,108.7,94.75,77.98
CP00,All-items HICP,AT,Austria,2002-08-15,108.9,95.01,78.19
CP00,All-items HICP,AT,Austria,2002-09-15,108.9,95.01,78.19
CP00,All-items HICP,AT,Austria,2002-10-15,109.2,95.22,78.36
CP00,All-items HICP,AT,Austria,2002-11-15,109.2,95.21,78.36
CP00,All-items HICP,AT,Austria,2002-12-15,109.5,95.46,78.57
CP00,All-items HICP,AT,Austria,2003-01-15,109.7,95.64,78.71
CP00,All-items HICP,AT,Austria,2003-02-15,109.9,95.81,78.85
CP00,All-items HICP,AT,Austria,2003-03-15,110.2,96.07,79.06
CP00,All-items HICP,AT,Austria,2003-04-15,110,95.97,78.98
CP00,All-items HICP,AT,Austria,2003-05-15,109.9,95.85,78.88
CP00,All-items HICP,AT,Austria,2003-06-15,109.9,95.86,78.89
CP00,All-items HICP,AT,Austria,2003-07-15,109.8,95.74,78.79
CP00,All-items HICP,AT,Austria,2003-08-15,110.1,96,79.01
CP00,All-items HICP,AT,Austria,2003-09-15,110.4,96.25,79.22
CP00,All-items HICP,AT,Austria,2003-10-15,110.3,96.23,79.2
CP00,All-items HICP,AT,Austria,2003-11-15,110.6,96.48,79.4
CP00,All-items HICP,AT,Austria,2003-12-15,110.9,96.75,79.62
CP00,All-items HICP,AT,Austria,2004-01-15,111,96.81,79.67
CP00,All-items HICP,AT,Austria,2004-02-15,111.5,97.23,80.02
CP00,All-items HICP,AT,Austria,2004-03-15,111.9,97.62,80.34
CP00,All-items HICP,AT,Austria,2004-04-15,111.8,97.5,80.24
CP00,All-items HICP,AT,Austria,2004-05-15,112.2,97.85,80.53
CP00,All-items HICP,AT,Austria,2004-06-15,112.4,98.03,80.68
CP00,All-items HICP,AT,Austria,2004-07-15,112.1,97.74,80.44
CP00,All-items HICP,AT,Austria,2004-08-15,112.5,98.12,80.75
CP00,All-items HICP,AT,Austria,2004-09-15,112.4,98.03,80.68
CP00,All-items HICP,AT,Austria,2004-10-15,112.9,98.5,81.06
CP00,All-items HICP,AT,Austria,2004-11-15,113.2,98.69,81.22
CP00,All-items HICP,AT,Austria,2004-12-15,113.7,99.18,81.62
CP00,All-items HICP,AT,Austria,2005-01-15,113.7,99.15,81.6
CP00,All-items HICP,AT,Austria,2005-02-15,114.1,99.48,81.87
CP00,All-items HICP,AT,Austria,2005-03-15,114.6,99.95,82.26
CP00,All-items HICP,AT,Austria,2005-04-15,114.4,99.73,82.08
CP00,All-items HICP,AT,Austria,2005-05-15,114.4,99.74,82.09
CP00,All-items HICP,AT,Austria,2005-06-15,114.7,100.01,82.3
CP00,All-items HICP,AT,Austria,2005-07-15,114.4,99.8,82.13
CP00,All-items HICP,AT,Austria,2005-08-15,114.6,99.95,82.26
CP00,All-items HICP,AT,Austria,2005-09-15,115.3,100.52,82.73
CP00,All-items HICP,AT,Austria,2005-10-15,115.3,100.57,82.77
CP00,All-items HICP,AT,Austria,2005-11-15,115.1,100.41,82.63
CP00,All-items HICP,AT,Austria,2005-12-15,115.5,100.69,82.87
CP00,All-items HICP,AT,Austria,2006-01-15,115.4,100.66,82.84
CP00,All-items HICP,AT,Austria,2006-02-15,115.8,100.99,83.12
CP00,All-items HICP,AT,Austria,2006-03-15,116.1,101.26,83.34
CP00,All-items HICP,AT,Austria,2006-04-15,116.8,101.84,83.82
CP00,All-items HICP,AT,Austria,2006-05-15,116.8,101.86,83.83
CP00,All-items HICP,AT,Austria,2006-06-15,116.8,101.88,83.84
CP00,All-items HICP,AT,Austria,2006-07-15,116.6,101.72,83.71
CP00,All-items HICP,AT,Austria,2006-08-15,117,102.03,83.97
CP00,All-items HICP,AT,Austria,2006-09-15,116.8,101.89,83.85
CP00,All-items HICP,AT,Austria,2006-10-15,116.8,101.82,83.8
CP00,All-items HICP,AT,Austria,2006-11-15,116.9,101.95,83.91
CP00,All-items HICP,AT,Austria,2006-12-15,117.3,102.33,84.22
CP00,All-items HICP,AT,Austria,2007-01-15,117.4,102.41,84.28
CP00,All-items HICP,AT,Austria,2007-02-15,117.8,102.72,84.54
CP00,All-items HICP,AT,Austria,2007-03-15,118.4,103.21,84.94
CP00,All-items HICP,AT,Austria,2007-04-15,118.9,103.65,85.3
CP00,All-items HICP,AT,Austria,2007-05-15,119.1,103.83,85.45
CP00,All-items HICP,AT,Austria,2007-06-15,119.1,103.82,85.45
CP00,All-items HICP,AT,Austria,2007-07-15,119,103.76,85.39
CP00,All-items HICP,AT,Austria,2007-08-15,119,103.8,85.42
CP00,All-items HICP,AT,Austria,2007-09-15,119.3,104.05,85.63
CP00,All-items HICP,AT,Austria,2007-10-15,120.1,104.73,86.2
CP00,All-items HICP,AT,Austria,2007-11-15,120.7,105.23,86.61
CP00,All-items HICP,AT,Austria,2007-12-15,121.4,105.89,87.14
CP00,All-items HICP,AT,Austria,2008-01-15,121.1,105.58,86.89
CP00,All-items HICP,AT,Austria,2008-02-15,121.4,105.9,87.16
CP00,All-items HICP,AT,Austria,2008-03-15,122.5,106.86,87.95
CP00,All-items HICP,AT,Austria,2008-04-15,122.9,107.15,88.18
CP00,All-items HICP,AT,Austria,2008-05-15,123.5,107.72,88.66
CP00,All-items HICP,AT,Austria,2008-06-15,123.9,108.02,88.9
CP00,All-items HICP,AT,Austria,2008-07-15,123.5,107.7,88.64
CP00,All-items HICP,AT,Austria,2008-08-15,123.3,107.51,88.48
CP00,All-items HICP,AT,Austria,2008-09-15,123.8,107.93,88.82
CP00,All-items HICP,AT,Austria,2008-10-15,123.7,107.89,88.79
CP00,All-items HICP,AT,Austria,2008-11-15,123.4,107.61,88.56
CP00,All-items HICP,AT,Austria,2008-12-15,123.2,107.44,88.42
CP00,All-items HICP,AT,Austria,2009-01-15,122.5,106.81,87.9
CP00,All-items HICP,AT,Austria,2009-02-15,123.1,107.33,88.33
CP00,All-items HICP,AT,Austria,2009-03-15,123.3,107.52,88.49
CP00,All-items HICP,AT,Austria,2009-04-15,123.5,107.71,88.65
CP00,All-items HICP,AT,Austria,2009-05-15,123.6,107.79,88.71
CP00,All-items HICP,AT,Austria,2009-06-15,123.5,107.68,88.62
CP00,All-items HICP,AT,Austria,2009-07-15,123,107.24,88.26
CP00,All-items HICP,AT,Austria,2009-08-15,123.5,107.69,88.62
CP00,All-items HICP,AT,Austria,2009-09-15,123.7,107.9,88.8
CP00,All-items HICP,AT,Austria,2009-10-15,123.9,108.02,88.9
CP00,All-items HICP,AT,Austria,2009-11-15,124.1,108.24,89.08
CP00,All-items HICP,AT,Austria,2009-12-15,124.5,108.57,89.35
CP00,All-items HICP,AT,Austria,2010-01-15,124,108.12,88.98
CP00,All-items HICP,AT,Austria,2010-02-15,124.2,108.34,89.16
CP00,All-items HICP,AT,Austria,2010-03-15,125.5,109.46,90.09
CP00,All-items HICP,AT,Austria,2010-04-15,125.8,109.69,90.28
CP00,All-items HICP,AT,Austria,2010-05-15,125.7,109.63,90.23
CP00,All-items HICP,AT,Austria,2010-06-15,125.7,109.63,90.22
CP00,All-items HICP,AT,Austria,2010-07-15,125.1,109.07,89.76
CP00,All-items HICP,AT,Austria,2010-08-15,125.4,109.36,90
CP00,All-items HICP,AT,Austria,2010-09-15,125.9,109.78,90.35
CP00,All-items HICP,AT,Austria,2010-10-15,126.3,110.18,90.68
CP00,All-items HICP,AT,Austria,2010-11-15,126.3,110.18,90.68
CP00,All-items HICP,AT,Austria,2010-12-15,127.2,110.93,91.3
CP00,All-items HICP,AT,Austria,2011-01-15,127.1,110.86,91.24
CP00,All-items HICP,AT,Austria,2011-02-15,128.1,111.75,91.97
CP00,All-items HICP,AT,Austria,2011-03-15,129.7,113.11,93.09
CP00,All-items HICP,AT,Austria,2011-04-15,130.5,113.78,93.64
CP00,All-items HICP,AT,Austria,2011-05-15,130.4,113.68,93.56
CP00,All-items HICP,AT,Austria,2011-06-15,130.3,113.64,93.53
CP00,All-items HICP,AT,Austria,2011-07-15,129.8,113.23,93.19
CP00,All-items HICP,AT,Austria,2011-08-15,130.1,113.42,93.34
CP00,All-items HICP,AT,Austria,2011-09-15,130.8,114.1,93.9
CP00,All-items HICP,AT,Austria,2011-10-15,131.1,114.35,94.11
CP00,All-items HICP,AT,Austria,2011-11-15,131.2,114.43,94.17
CP00,All-items HICP,AT,Austria,2011-12-15,131.5,114.7,94.4
CP00,All-items HICP,AT,Austria,2012-01-15,130.8,114.07,93.88
CP00,All-items HICP,AT,Austria,2012-02-15,131.5,114.68,94.38
CP00,All-items HICP,AT,Austria,2012-03-15,133.1,116.1,95.55
CP00,All-items HICP,AT,Austria,2012-04-15,133.5,116.43,95.82
CP00,All-items HICP,AT,Austria,2012-05-15,133.2,116.19,95.63
CP00,All-items HICP,AT,Austria,2012-06-15,133.2,116.18,95.62
CP00,All-items HICP,AT,Austria,2012-07-15,132.5,115.59,95.13
CP00,All-items HICP,AT,Austria,2012-08-15,133,116.01,95.47
CP00,All-items HICP,AT,Austria,2012-09-15,134.5,117.32,96.55
CP00,All-items HICP,AT,Austria,2012-10-15,134.9,117.68,96.85
CP00,All-items HICP,AT,Austria,2012-11-15,135,117.76,96.92
CP00,All-items HICP,AT,Austria,2012-12-15,135.4,118.05,97.15
CP00,All-items HICP,AT,Austria,2013-01-15,134.5,117.3,96.54
CP00,All-items HICP,AT,Austria,2013-02-15,135,117.7,96.87
CP00,All-items HICP,AT,Austria,2013-03-15,136.3,118.84,97.8
CP00,All-items HICP,AT,Austria,2013-04-15,136.3,118.85,97.82
CP00,All-items HICP,AT,Austria,2013-05-15,136.5,119,97.94
CP00,All-items HICP,AT,Austria,2013-06-15,136.2,118.79,97.77
CP00,All-items HICP,AT,Austria,2013-07-15,135.4,118.04,97.15
CP00,All-items HICP,AT,Austria,2013-08-15,135.7,118.31,97.37
CP00,All-items HICP,AT,Austria,2013-09-15,137,119.45,98.31
CP00,All-items HICP,AT,Austria,2013-10-15,137,119.44,98.3
CP00,All-items HICP,AT,Austria,2013-11-15,137,119.48,98.33
CP00,All-items HICP,AT,Austria,2013-12-15,138,120.39,99.08
CP00,All-items HICP,AT,Austria,2014-01-15,136.6,119.09,98.01
CP00,All-items HICP,AT,Austria,2014-02-15,137,119.44,98.3
CP00,All-items HICP,AT,Austria,2014-03-15,138.2,120.56,99.22
CP00,All-items HICP,AT,Austria,2014-04-15,138.4,120.71,99.35
CP00,All-items HICP,AT,Austria,2014-05-15,138.5,120.83,99.44
CP00,All-items HICP,AT,Austria,2014-06-15,138.5,120.81,99.43
CP00,All-items HICP,AT,Austria,2014-07-15,137.6,120.02,98.77
CP00,All-items HICP,AT,Austria,2014-08-15,137.6,120.04,98.79
CP00,All-items HICP,AT,Austria,2014-09-15,138.9,121.13,99.69
CP00,All-items HICP,AT,Austria,2014-10-15,138.9,121.14,99.7
CP00,All-items HICP,AT,Austria,2014-11-15,139.1,121.31,99.84
CP00,All-items HICP,AT,Austria,2014-12-15,139.2,121.36,99.88
CP00,All-items HICP,AT,Austria,2015-01-15,137.2,119.66,98.48
CP00,All-items HICP,AT,Austria,2015-02-15,137.6,119.99,98.75
CP00,All-items HICP,AT,Austria,2015-03-15,139.5,121.68,100.15
CP00,All-items HICP,AT,Austria,2015-04-15,139.7,121.84,100.28
CP00,All-items HICP,AT,Austria,2015-05-15,140,122.05,100.45
CP00,All-items HICP,AT,Austria,2015-06-15,139.9,122,100.4
CP00,All-items HICP,AT,Austria,2015-07-15,139.2,121.37,99.89
CP00,All-items HICP,AT,Austria,2015-08-15,138.9,121.17,99.73
CP00,All-items HICP,AT,Austria,2015-09-15,139.7,121.82,100.25
CP00,All-items HICP,AT,Austria,2015-10-15,139.8,121.94,100.35
CP00,All-items HICP,AT,Austria,2015-11-15,139.8,121.9,100.32
CP00,All-items HICP,AT,Austria,2015-12-15,140.6,122.66,100.95
CP00,All-items HICP,AT,Austria,2016-01-15,139.1,121.32,99.85
CP00,All-items HICP,AT,Austria,2016-02-15,139,121.22,99.76
CP00,All-items HICP,AT,Austria,2016-03-15,140.5,122.5,100.82
CP00,All-items HICP,AT,Austria,2016-04-15,140.6,122.64,100.93
CP00,All-items HICP,AT,Austria,2016-05-15,140.8,122.77,101.04
CP00,All-items HICP,AT,Austria,2016-06-15,140.8,122.78,101.04
CP00,All-items HICP,AT,Austria,2016-07-15,140,122.11,100.49
CP00,All-items HICP,AT,Austria,2016-08-15,139.8,121.9,100.33
CP00,All-items HICP,AT,Austria,2016-09-15,141.2,123.13,101.33
CP00,All-items HICP,AT,Austria,2016-10-15,141.7,123.6,101.72
CP00,All-items HICP,AT,Austria,2016-11-15,141.8,123.69,101.79
CP00,All-items HICP,AT,Austria,2016-12-15,142.9,124.6,102.55
CP00,All-items HICP,AT,Austria,2017-01-15,142,123.83,101.91
CP00,All-items HICP,AT,Austria,2017-02-15,142.3,124.1,102.13
CP00,All-items HICP,AT,Austria,2017-03-15,143.4,125.08,102.94
CP00,All-items HICP,AT,Austria,2017-04-15,143.9,125.48,103.27
CP00,All-items HICP,AT,Austria,2017-05-15,143.8,125.41,103.21
CP00,All-items HICP,AT,Austria,2017-06-15,143.6,125.22,103.06
CP00,All-items HICP,AT,Austria,2017-07-15,142.8,124.5,102.47
CP00,All-items HICP,AT,Austria,2017-08-15,142.8,124.5,102.46
CP00,All-items HICP,AT,Austria,2017-09-15,144.8,126.25,103.9
CP00,All-items HICP,AT,Austria,2017-10-15,145.1,126.51,104.12
CP00,All-items HICP,AT,Austria,2017-11-15,145.3,126.7,104.27
CP00,All-items HICP,AT,Austria,2017-12-15,146.2,127.51,104.94
CP00,All-items HICP,AT,Austria,2018-01-15,144.7,126.19,103.86
CP00,All-items HICP,AT,Austria,2018-02-15,145.1,126.51,104.12
CP00,All-items HICP,AT,Austria,2018-03-15,146.4,127.65,105.05
CP00,All-items HICP,AT,Austria,2018-04-15,146.7,127.93,105.29
CP00,All-items HICP,AT,Austria,2018-05-15,146.9,128.07,105.4
CP00,All-items HICP,AT,Austria,2018-06-15,146.9,128.14,105.46
CP00,All-items HICP,AT,Austria,2018-07-15,146.1,127.38,104.83
CP00,All-items HICP,AT,Austria,2018-08-15,146,127.37,104.82
CP00,All-items HICP,AT,Austria,2018-09-15,147.8,128.93,106.11
CP00,All-items HICP,AT,Austria,2018-10-15,148.6,129.55,106.62
CP00,All-items HICP,AT,Austria,2018-11-15,148.6,129.57,106.64
CP00,All-items HICP,AT,Austria,2018-12-15,148.7,129.69,106.74
CP00,All-items HICP,AT,Austria,2019-01-15,147.2,128.33,105.62
CP00,All-items HICP,AT,Austria,2019-02-15,147.1,128.32,105.61
CP00,All-items HICP,AT,Austria,2019-03-15,148.8,129.78,106.81
CP00,All-items HICP,AT,Austria,2019-04-15,149.3,130.16,107.12
CP00,All-items HICP,AT,Austria,2019-05-15,149.3,130.24,107.18
CP00,All-items HICP,AT,Austria,2019-06-15,149.2,130.15,107.11
CP00,All-items HICP,AT,Austria,2019-07-15,148.1,129.12,106.26
CP00,All-items HICP,AT,Austria,2019-08-15,148.2,129.21,106.34
CP00,All-items HICP,AT,Austria,2019-09-15,149.7,130.52,107.42
