Energy balance,Geo_Cod,Geo_Desc,TIME_PERIOD,OBS_VALUE,Target2020
Renewable energy sources in transport,IT,Italy,2023,10.25,17
Renewable energy sources in transport,LT,Lithuania,2019,4.049,23
Renewable energy sources in transport,LT,Lithuania,2020,5.511,23
Renewable energy sources in transport,LT,Lithuania,2021,6.467,23
Renewable energy sources in transport,LT,Lithuania,2022,6.682,23
Renewable energy sources in transport,LT,Lithuania,2023,7.231,23
Renewable energy sources in transport,LU,Luxembourg,2019,7.707,11
Renewable energy sources in transport,LU,Luxembourg,2020,12.581,11
Renewable energy sources in transport,LU,Luxembourg,2021,7.968,11
Renewable energy sources in transport,LU,Luxembourg,2022,8.71,11
Renewable energy sources in transport,LU,Luxembourg,2023,9.151,11
Renewable energy sources in transport,LV,Latvia,2019,4.554,40
Renewable energy sources in transport,LV,Latvia,2020,6.733,40
Renewable energy sources in transport,LV,Latvia,2021,6.436,40
Renewable energy sources in transport,LV,Latvia,2022,3.123,40
Renewable energy sources in transport,LV,Latvia,2023,1.358,40
Renewable energy sources in transport,MD,Moldova,2019,0.174,0
Renewable energy sources in transport,MD,Moldova,2020,0.179,0
Renewable energy sources in transport,MD,Moldova,2021,0.017,0
Renewable energy sources in transport,MD,Moldova,2022,0.017,0
Renewable energy sources in transport,MD,Moldova,2023,0.022,0
Renewable energy sources in transport,MT,Malta,2019,8.902,10
Renewable energy sources in transport,MT,Malta,2020,10.586,10
Renewable energy sources in transport,MT,Malta,2021,10.516,10
Renewable energy sources in transport,MT,Malta,2022,10.473,10
Renewable energy sources in transport,MT,Malta,2023,10.748,10
Renewable energy sources in transport,NL,Netherlands,2019,12.326,14
Renewable energy sources in transport,NL,Netherlands,2020,12.631,14
Renewable energy sources in transport,NL,Netherlands,2021,9.222,14
Renewable energy sources in transport,NL,Netherlands,2022,11.08,14
Renewable energy sources in transport,NL,Netherlands,2023,13.435,14
Renewable energy sources in transport,NO,Norway,2019,25.668,67.5
Renewable energy sources in transport,NO,Norway,2020,28.69,67.5
Renewable energy sources in transport,NO,Norway,2021,20.66,67.5
Renewable energy sources in transport,NO,Norway,2022,23.734,67.5
Renewable energy sources in transport,NO,Norway,2023,27.732,67.5
Renewable energy sources in transport,PL,Poland,2019,6.2,15
Renewable energy sources in transport,PL,Poland,2020,6.575,15
Renewable energy sources in transport,PL,Poland,2021,5.677,15
Renewable energy sources in transport,PL,Poland,2022,5.803,15
Renewable energy sources in transport,PL,Poland,2023,5.986,15
Renewable energy sources in transport,PT,Portugal,2019,9.089,31
Renewable energy sources in transport,PT,Portugal,2020,9.701,31
Renewable energy sources in transport,PT,Portugal,2021,8.611,31
Renewable energy sources in transport,PT,Portugal,2022,8.706,31
Renewable energy sources in transport,PT,Portugal,2023,11.162,31
Renewable energy sources in transport,RO,Romania,2019,7.846,24
Renewable energy sources in transport,RO,Romania,2020,8.54,24
Renewable energy sources in transport,RO,Romania,2021,8.917,24
Renewable energy sources in transport,RO,Romania,2022,8.924,24
Renewable energy sources in transport,RO,Romania,2023,8.025,24
Renewable energy sources in transport,SE,Sweden,2019,30.309,49
Renewable energy sources in transport,SE,Sweden,2020,31.854,49
Renewable energy sources in transport,SE,Sweden,2021,28.677,49
Renewable energy sources in transport,SE,Sweden,2022,28.841,49
Renewable energy sources in transport,SE,Sweden,2023,33.645,49
Renewable energy sources in transport,SI,Slovenia,2019,7.983,25
Renewable energy sources in transport,SI,Slovenia,2020,10.911,25
Renewable energy sources in transport,SI,Slovenia,2021,10.642,25
Renewable energy sources in transport,SI,Slovenia,2022,7.828,25
Renewable energy sources in transport,SI,Slovenia,2023,10.021,25
Renewable energy sources in transport,SK,Slovakia,2019,8.308,14
Renewable energy sources in transport,SK,Slovakia,2020,9.259,14
Renewable energy sources in transport,SK,Slovakia,2021,8.755,14
Renewable energy sources in transport,SK,Slovakia,2022,8.931,14
Renewable energy sources in transport,SK,Slovakia,2023,9.182,14
Renewable energy sources and waste heat and cold - district heating and cooling,BE,Belgium,2021,73,13
Renewable energy sources and waste heat and cold - district heating and cooling,BE,Belgium,2022,74,13
Renewable energy sources and waste heat and cold - district heating and cooling,BE,Belgium,2023,74,13
Renewable energy sources and waste heat and cold - district heating and cooling,DE,Germany,2021,18.568,18
Renewable energy sources and waste heat and cold - district heating and cooling,DE,Germany,2022,20.115,18
Renewable energy sources and waste heat and cold - district heating and cooling,DE,Germany,2023,20.925,18
Renewable energy sources and waste heat and cold - district heating and cooling,DK,Denmark,2021,72,30
Renewable energy sources and waste heat and cold - district heating and cooling,DK,Denmark,2022,72,30
Renewable energy sources and waste heat and cold - district heating and cooling,DK,Denmark,2023,72,30
Renewable energy sources and waste heat and cold - district heating and cooling,ES,Spain,2021,38,20
Renewable energy sources and waste heat and cold - district heating and cooling,ES,Spain,2022,38,20
Renewable energy sources and waste heat and cold - district heating and cooling,ES,Spain,2023,38,20
Renewable energy sources and waste heat and cold - district heating and cooling,EU27_2020,EU27,2021,30.546,20
Renewable energy sources and waste heat and cold - district heating and cooling,EU27_2020,EU27,2022,31.848,20
Renewable energy sources and waste heat and cold - district heating and cooling,EU27_2020,EU27,2023,33.303,20
Renewable energy sources and waste heat and cold - district heating and cooling,HU,Hungary,2021,16,13
Renewable energy sources and waste heat and cold - district heating and cooling,HU,Hungary,2022,18,13
Renewable energy sources and waste heat and cold - district heating and cooling,HU,Hungary,2023,20,13
Renewable energy sources and waste heat and cold - district heating and cooling,IT,Italy,2021,25,17
Renewable energy sources and waste heat and cold - district heating and cooling,IT,Italy,2022,27,17
Renewable energy sources and waste heat and cold - district heating and cooling,IT,Italy,2023,28,17
Renewable energy sources and waste heat and cold - district heating and cooling,LU,Luxembourg,2021,76,11
Renewable energy sources and waste heat and cold - district heating and cooling,LU,Luxembourg,2022,79,11
Renewable energy sources and waste heat and cold - district heating and cooling,LU,Luxembourg,2023,82,11
