LocID,Pais,Ano,Idade,Sexo,Populacao,IdadeCiclo,Idade5Anos
620,Portugal,1950,0,Homens,99577,Jovens,0
620,Portugal,1950,0,Mulheres,93035,Jovens,0
620,Portugal,1950,1,Homens,96148,Jovens,0
620,Portugal,1950,1,Mulheres,91627,Jovens,0
620,Portugal,1950,2,Homens,89627,Jovens,0
620,Portugal,1950,2,Mulheres,85899,Jovens,0
620,Portugal,1950,3,Homens,91402,Jovens,0
620,Portugal,1950,3,Mulheres,87692,Jovens,0
620,Portugal,1950,4,Homens,87462,Jovens,0
620,Portugal,1950,4,Mulheres,83775,Jovens,0
620,Portugal,1950,5,Homens,85505,Jovens,5
620,Portugal,1950,5,Mulheres,82596,Jovens,5
620,Portugal,1950,6,Homens,84283,Jovens,5
620,Portugal,1950,6,Mulheres,81761,Jovens,5
620,Portugal,1950,7,Homens,77068,Jovens,5
620,Portugal,1950,7,Mulheres,73720,Jovens,5
620,Portugal,1950,8,Homens,73408,Jovens,5
620,Portugal,1950,8,Mulheres,70898,Jovens,5
620,Portugal,1950,9,Homens,76866,Jovens,5
620,Portugal,1950,9,Mulheres,74267,Jovens,5
620,Portugal,1950,10,Homens,77990,Jovens,10
620,Portugal,1950,10,Mulheres,75112,Jovens,10
620,Portugal,1950,11,Homens,84678,Jovens,10
620,Portugal,1950,11,Mulheres,81831,Jovens,10
620,Portugal,1950,12,Homens,80613,Jovens,10
620,Portugal,1950,12,Mulheres,79213,Jovens,10
620,Portugal,1950,13,Homens,84793,Jovens,10
620,Portugal,1950,13,Mulheres,81559,Jovens,10
620,Portugal,1950,14,Homens,81424,Jovens,10
620,Portugal,1950,14,Mulheres,80431,Jovens,10
620,Portugal,1950,15,Homens,81265,Adultos,15
620,Portugal,1950,15,Mulheres,81233,Adultos,15
620,Portugal,1950,16,Homens,82519,Adultos,15
620,Portugal,1950,16,Mulheres,82005,Adultos,15
620,Portugal,1950,17,Homens,85558,Adultos,15
620,Portugal,1950,17,Mulheres,86138,Adultos,15
620,Portugal,1950,18,Homens,76204,Adultos,15
620,Portugal,1950,18,Mulheres,77244,Adultos,15
620,Portugal,1950,19,Homens,75290,Adultos,15
620,Portugal,1950,19,Mulheres,79903,Adultos,15
620,Portugal,1950,20,Homens,78527,Adultos,20
620,Portugal,1950,20,Mulheres,72354,Adultos,20
620,Portugal,1950,21,Homens,78982,Adultos,20
620,Portugal,1950,21,Mulheres,79109,Adultos,20
620,Portugal,1950,22,Homens,74881,Adultos,20
620,Portugal,1950,22,Mulheres,75384,Adultos,20
620,Portugal,1950,23,Homens,75470,Adultos,20
620,Portugal,1950,23,Mulheres,76202,Adultos,20
620,Portugal,1950,24,Homens,72664,Adultos,20
620,Portugal,1950,24,Mulheres,75257,Adultos,20
620,Portugal,1950,25,Homens,70550,Adultos,25
620,Portugal,1950,25,Mulheres,73558,Adultos,25
620,Portugal,1950,26,Homens,68197,Adultos,25
620,Portugal,1950,26,Mulheres,70741,Adultos,25
620,Portugal,1950,27,Homens,67881,Adultos,25
620,Portugal,1950,27,Mulheres,69939,Adultos,25
620,Portugal,1950,28,Homens,59634,Adultos,25
620,Portugal,1950,28,Mulheres,60439,Adultos,25
620,Portugal,1950,29,Homens,66159,Adultos,25
620,Portugal,1950,29,Mulheres,69808,Adultos,25
620,Portugal,1950,30,Homens,46875,Adultos,30
620,Portugal,1950,30,Mulheres,47005,Adultos,30
620,Portugal,1950,31,Homens,50774,Adultos,30
620,Portugal,1950,31,Mulheres,53796,Adultos,30
620,Portugal,1950,32,Homens,52665,Adultos,30
620,Portugal,1950,32,Mulheres,55508,Adultos,30
620,Portugal,1950,33,Homens,51753,Adultos,30
620,Portugal,1950,33,Mulheres,55459,Adultos,30
620,Portugal,1950,34,Homens,54923,Adultos,30
620,Portugal,1950,34,Mulheres,58359,Adultos,30
620,Portugal,1950,35,Homens,55292,Adultos,35
620,Portugal,1950,35,Mulheres,59603,Adultos,35
620,Portugal,1950,36,Homens,54399,Adultos,35
620,Portugal,1950,36,Mulheres,58382,Adultos,35
620,Portugal,1950,37,Homens,58223,Adultos,35
620,Portugal,1950,37,Mulheres,63356,Adultos,35
620,Portugal,1950,38,Homens,52605,Adultos,35
620,Portugal,1950,38,Mulheres,55934,Adultos,35
620,Portugal,1950,39,Homens,60676,Adultos,35
620,Portugal,1950,39,Mulheres,67120,Adultos,35
620,Portugal,1950,40,Homens,44475,Adultos,40
620,Portugal,1950,40,Mulheres,47085,Adultos,40
620,Portugal,1950,41,Homens,52691,Adultos,40
620,Portugal,1950,41,Mulheres,57832,Adultos,40
620,Portugal,1950,42,Homens,46800,Adultos,40
620,Portugal,1950,42,Mulheres,53228,Adultos,40
620,Portugal,1950,43,Homens,45456,Adultos,40
620,Portugal,1950,43,Mulheres,52779,Adultos,40
620,Portugal,1950,44,Homens,47206,Adultos,40
620,Portugal,1950,44,Mulheres,53954,Adultos,40
620,Portugal,1950,45,Homens,42287,Adultos,45
620,Portugal,1950,45,Mulheres,50094,Adultos,45
620,Portugal,1950,46,Homens,41156,Adultos,45
620,Portugal,1950,46,Mulheres,48921,Adultos,45
620,Portugal,1950,47,Homens,43661,Adultos,45
620,Portugal,1950,47,Mulheres,53128,Adultos,45
620,Portugal,1950,48,Homens,38819,Adultos,45
620,Portugal,1950,48,Mulheres,44991,Adultos,45
620,Portugal,1950,49,Homens,47132,Adultos,45
620,Portugal,1950,49,Mulheres,58004,Adultos,45
620,Portugal,1950,50,Homens,31294,Adultos,50
620,Portugal,1950,50,Mulheres,36052,Adultos,50
620,Portugal,1950,51,Homens,35832,Adultos,50
620,Portugal,1950,51,Mulheres,43812,Adultos,50
620,Portugal,1950,52,Homens,32266,Adultos,50
620,Portugal,1950,52,Mulheres,39703,Adultos,50
620,Portugal,1950,53,Homens,31351,Adultos,50
620,Portugal,1950,53,Mulheres,38909,Adultos,50
620,Portugal,1950,54,Homens,32793,Adultos,50
620,Portugal,1950,54,Mulheres,40913,Adultos,50
620,Portugal,1950,55,Homens,31268,Adultos,55
620,Portugal,1950,55,Mulheres,39485,Adultos,55
620,Portugal,1950,56,Homens,28595,Adultos,55
620,Portugal,1950,56,Mulheres,35922,Adultos,55
620,Portugal,1950,57,Homens,30626,Adultos,55
620,Portugal,1950,57,Mulheres,39782,Adultos,55
620,Portugal,1950,58,Homens,25705,Adultos,55
620,Portugal,1950,58,Mulheres,31868,Adultos,55
620,Portugal,1950,59,Homens,33495,Adultos,55
620,Portugal,1950,59,Mulheres,47019,Adultos,55
620,Portugal,1950,60,Homens,21594,Adultos,60
620,Portugal,1950,60,Mulheres,26630,Adultos,60
620,Portugal,1950,61,Homens,26201,Adultos,60
620,Portugal,1950,61,Mulheres,34188,Adultos,60
620,Portugal,1950,62,Homens,24424,Adultos,60
620,Portugal,1950,62,Mulheres,32204,Adultos,60
620,Portugal,1950,63,Homens,22977,Adultos,60
620,Portugal,1950,63,Mulheres,31477,Adultos,60
620,Portugal,1950,64,Homens,22944,Adultos,60
620,Portugal,1950,64,Mulheres,32857,Adultos,60
620,Portugal,1950,65,Homens,22169,Idosos,65
620,Portugal,1950,65,Mulheres,30889,Idosos,65
620,Portugal,1950,66,Homens,18966,Idosos,65
620,Portugal,1950,66,Mulheres,26349,Idosos,65
620,Portugal,1950,67,Homens,19269,Idosos,65
620,Portugal,1950,67,Mulheres,28213,Idosos,65
620,Portugal,1950,68,Homens,15188,Idosos,65
620,Portugal,1950,68,Mulheres,20272,Idosos,65
620,Portugal,1950,69,Homens,21339,Idosos,65
620,Portugal,1950,69,Mulheres,32484,Idosos,65
620,Portugal,1950,70,Homens,12041,Idosos,70
620,Portugal,1950,70,Mulheres,15947,Idosos,70
620,Portugal,1950,71,Homens,14668,Idosos,70
620,Portugal,1950,71,Mulheres,21188,Idosos,70
620,Portugal,1950,72,Homens,13447,Idosos,70
620,Portugal,1950,72,Mulheres,18381,Idosos,70
620,Portugal,1950,73,Homens,11963,Idosos,70
620,Portugal,1950,73,Mulheres,17369,Idosos,70
620,Portugal,1950,74,Homens,12194,Idosos,70
620,Portugal,1950,74,Mulheres,19717,Idosos,70
620,Portugal,1950,75,Homens,10204,Idosos,75
620,Portugal,1950,75,Mulheres,15783,Idosos,75
620,Portugal,1950,76,Homens,8574,Idosos,75
620,Portugal,1950,76,Mulheres,13247,Idosos,75
620,Portugal,1950,77,Homens,8499,Idosos,75
620,Portugal,1950,77,Mulheres,14131,Idosos,75
620,Portugal,1950,78,Homens,5448,Idosos,75
620,Portugal,1950,78,Mulheres,8593,Idosos,75
620,Portugal,1950,79,Homens,7522,Idosos,75
620,Portugal,1950,79,Mulheres,14120,Idosos,75
620,Portugal,1950,80,Homens,5149,Idosos,80
620,Portugal,1950,80,Mulheres,9715,Idosos,80
620,Portugal,1950,81,Homens,4262,Idosos,80
620,Portugal,1950,81,Mulheres,8371,Idosos,80
620,Portugal,1950,82,Homens,3622,Idosos,80
620,Portugal,1950,82,Mulheres,7463,Idosos,80
620,Portugal,1950,83,Homens,3003,Idosos,80
620,Portugal,1950,83,Mulheres,6407,Idosos,80
620,Portugal,1950,84,Homens,2431,Idosos,80
620,Portugal,1950,84,Mulheres,5450,Idosos,80
620,Portugal,1950,85,Homens,1913,Idosos,85
620,Portugal,1950,85,Mulheres,4628,Idosos,85
620,Portugal,1950,86,Homens,1488,Idosos,85
620,Portugal,1950,86,Mulheres,3773,Idosos,85
620,Portugal,1950,87,Homens,1153,Idosos,85
620,Portugal,1950,87,Mulheres,3033,Idosos,85
620,Portugal,1950,88,Homens,913,Idosos,85
620,Portugal,1950,88,Mulheres,2508,Idosos,85
620,Portugal,1950,89,Homens,723,Idosos,85
620,Portugal,1950,89,Mulheres,2050,Idosos,85
620,Portugal,1950,90,Homens,522,Idosos,90
620,Portugal,1950,90,Mulheres,1574,Idosos,90
620,Portugal,1950,91,Homens,371,Idosos,90
620,Portugal,1950,91,Mulheres,1174,Idosos,90
620,Portugal,1950,92,Homens,252,Idosos,90
620,Portugal,1950,92,Mulheres,929,Idosos,90
620,Portugal,1950,93,Homens,182,Idosos,90
620,Portugal,1950,93,Mulheres,702,Idosos,90
620,Portugal,1950,94,Homens,140,Idosos,90
620,Portugal,1950,94,Mulheres,576,Idosos,90
620,Portugal,1950,95,Homens,113,Idosos,95
620,Portugal,1950,95,Mulheres,436,Idosos,95
620,Portugal,1950,96,Homens,90,Idosos,95
620,Portugal,1950,96,Mulheres,299,Idosos,95
620,Portugal,1950,97,Homens,54,Idosos,95
620,Portugal,1950,97,Mulheres,226,Idosos,95
620,Portugal,1950,98,Homens,38,Idosos,95
620,Portugal,1950,98,Mulheres,150,Idosos,95
620,Portugal,1950,99,Homens,25,Idosos,95
620,Portugal,1950,99,Mulheres,94,Idosos,95
620,Portugal,1950,100,Homens,32,Idosos,100
620,Portugal,1950,100,Mulheres,202,Idosos,100
620,Portugal,1951,0,Homens,89979,Jovens,0
620,Portugal,1951,0,Mulheres,85096,Jovens,0
620,Portugal,1951,1,Homens,91154,Jovens,0
620,Portugal,1951,1,Mulheres,86526,Jovens,0
620,Portugal,1951,2,Homens,92088,Jovens,0
620,Portugal,1951,2,Mulheres,88779,Jovens,0
620,Portugal,1951,3,Homens,89323,Jovens,0
620,Portugal,1951,3,Mulheres,86223,Jovens,0
620,Portugal,1951,4,Homens,91541,Jovens,0
620,Portugal,1951,4,Mulheres,88402,Jovens,0
620,Portugal,1951,5,Homens,86773,Jovens,5
620,Portugal,1951,5,Mulheres,83414,Jovens,5
620,Portugal,1951,6,Homens,85280,Jovens,5
620,Portugal,1951,6,Mulheres,82912,Jovens,5
620,Portugal,1951,7,Homens,84533,Jovens,5
620,Portugal,1951,7,Mulheres,82147,Jovens,5
620,Portugal,1951,8,Homens,77068,Jovens,5
620,Portugal,1951,8,Mulheres,73704,Jovens,5
620,Portugal,1951,9,Homens,73309,Jovens,5
620,Portugal,1951,9,Mulheres,70866,Jovens,5
620,Portugal,1951,10,Homens,77651,Jovens,10
620,Portugal,1951,10,Mulheres,75395,Jovens,10
620,Portugal,1951,11,Homens,78375,Jovens,10
620,Portugal,1951,11,Mulheres,75540,Jovens,10
620,Portugal,1951,12,Homens,84723,Jovens,10
620,Portugal,1951,12,Mulheres,82005,Jovens,10
620,Portugal,1951,13,Homens,79740,Jovens,10
620,Portugal,1951,13,Mulheres,78677,Jovens,10
620,Portugal,1951,14,Homens,84726,Jovens,10
620,Portugal,1951,14,Mulheres,81449,Jovens,10
620,Portugal,1951,15,Homens,80599,Adultos,15
620,Portugal,1951,15,Mulheres,80045,Adultos,15
620,Portugal,1951,16,Homens,80600,Adultos,15
620,Portugal,1951,16,Mulheres,81061,Adultos,15
620,Portugal,1951,17,Homens,82008,Adultos,15
620,Portugal,1951,17,Mulheres,81788,Adultos,15
620,Portugal,1951,18,Homens,85572,Adultos,15
620,Portugal,1951,18,Mulheres,86486,Adultos,15
620,Portugal,1951,19,Homens,75649,Adultos,15
620,Portugal,1951,19,Mulheres,77172,Adultos,15
620,Portugal,1951,20,Homens,73866,Adultos,20
620,Portugal,1951,20,Mulheres,79576,Adultos,20
620,Portugal,1951,21,Homens,78529,Adultos,20
620,Portugal,1951,21,Mulheres,72122,Adultos,20
620,Portugal,1951,22,Homens,78258,Adultos,20
620,Portugal,1951,22,Mulheres,78659,Adultos,20
620,Portugal,1951,23,Homens,74442,Adultos,20
620,Portugal,1951,23,Mulheres,75165,Adultos,20
620,Portugal,1951,24,Homens,74708,Adultos,20
620,Portugal,1951,24,Mulheres,75842,Adultos,20
620,Portugal,1951,25,Homens,71739,Adultos,25
620,Portugal,1951,25,Mulheres,74940,Adultos,25
620,Portugal,1951,26,Homens,69819,Adultos,25
620,Portugal,1951,26,Mulheres,72980,Adultos,25
620,Portugal,1951,27,Homens,67444,Adultos,25
620,Portugal,1951,27,Mulheres,70274,Adultos,25
620,Portugal,1951,28,Homens,66957,Adultos,25
620,Portugal,1951,28,Mulheres,69045,Adultos,25
620,Portugal,1951,29,Homens,59116,Adultos,25
620,Portugal,1951,29,Mulheres,59922,Adultos,25
620,Portugal,1951,30,Homens,65854,Adultos,30
620,Portugal,1951,30,Mulheres,69310,Adultos,30
620,Portugal,1951,31,Homens,45187,Adultos,30
620,Portugal,1951,31,Mulheres,46247,Adultos,30
620,Portugal,1951,32,Homens,50007,Adultos,30
620,Portugal,1951,32,Mulheres,53088,Adultos,30
620,Portugal,1951,33,Homens,51629,Adultos,30
620,Portugal,1951,33,Mulheres,54751,Adultos,30
620,Portugal,1951,34,Homens,50716,Adultos,30
620,Portugal,1951,34,Mulheres,54677,Adultos,30
620,Portugal,1951,35,Homens,53999,Adultos,35
620,Portugal,1951,35,Mulheres,57523,Adultos,35
620,Portugal,1951,36,Homens,54707,Adultos,35
620,Portugal,1951,36,Mulheres,59195,Adultos,35
620,Portugal,1951,37,Homens,53852,Adultos,35
620,Portugal,1951,37,Mulheres,57968,Adultos,35
620,Portugal,1951,38,Homens,57752,Adultos,35
620,Portugal,1951,38,Mulheres,63036,Adultos,35
620,Portugal,1951,39,Homens,52695,Adultos,35
620,Portugal,1951,39,Mulheres,56218,Adultos,35
620,Portugal,1951,40,Homens,60051,Adultos,40
620,Portugal,1951,40,Mulheres,66567,Adultos,40
620,Portugal,1951,41,Homens,44162,Adultos,40
620,Portugal,1951,41,Mulheres,46927,Adultos,40
620,Portugal,1951,42,Homens,52492,Adultos,40
620,Portugal,1951,42,Mulheres,57739,Adultos,40
620,Portugal,1951,43,Homens,46278,Adultos,40
620,Portugal,1951,43,Mulheres,52806,Adultos,40
620,Portugal,1951,44,Homens,45216,Adultos,40
620,Portugal,1951,44,Mulheres,52772,Adultos,40
620,Portugal,1951,45,Homens,46792,Adultos,45
620,Portugal,1951,45,Mulheres,53356,Adultos,45
620,Portugal,1951,46,Homens,41737,Adultos,45
620,Portugal,1951,46,Mulheres,49555,Adultos,45
620,Portugal,1951,47,Homens,40797,Adultos,45
620,Portugal,1951,47,Mulheres,48721,Adultos,45
620,Portugal,1951,48,Homens,43265,Adultos,45
620,Portugal,1951,48,Mulheres,52905,Adultos,45
620,Portugal,1951,49,Homens,38498,Adultos,45
620,Portugal,1951,49,Mulheres,44877,Adultos,45
620,Portugal,1951,50,Homens,46473,Adultos,50
620,Portugal,1951,50,Mulheres,57489,Adultos,50
620,Portugal,1951,51,Homens,31135,Adultos,50
620,Portugal,1951,51,Mulheres,36028,Adultos,50
620,Portugal,1951,52,Homens,35434,Adultos,50
620,Portugal,1951,52,Mulheres,43493,Adultos,50
620,Portugal,1951,53,Homens,31931,Adultos,50
620,Portugal,1951,53,Mulheres,39424,Adultos,50
620,Portugal,1951,54,Homens,30937,Adultos,50
620,Portugal,1951,54,Mulheres,38608,Adultos,50
620,Portugal,1951,55,Homens,32048,Adultos,55
620,Portugal,1951,55,Mulheres,40298,Adultos,55
620,Portugal,1951,56,Homens,30931,Adultos,55
620,Portugal,1951,56,Mulheres,39387,Adultos,55
620,Portugal,1951,57,Homens,28149,Adultos,55
620,Portugal,1951,57,Mulheres,35617,Adultos,55
620,Portugal,1951,58,Homens,29972,Adultos,55
620,Portugal,1951,58,Mulheres,39105,Adultos,55
620,Portugal,1951,59,Homens,25235,Adultos,55
620,Portugal,1951,59,Mulheres,31401,Adultos,55
620,Portugal,1951,60,Homens,32694,Adultos,60
620,Portugal,1951,60,Mulheres,46221,Adultos,60
620,Portugal,1951,61,Homens,21084,Adultos,60
620,Portugal,1951,61,Mulheres,26175,Adultos,60
620,Portugal,1951,62,Homens,25499,Adultos,60
620,Portugal,1951,62,Mulheres,33523,Adultos,60
620,Portugal,1951,63,Homens,23845,Adultos,60
620,Portugal,1951,63,Mulheres,31669,Adultos,60
620,Portugal,1951,64,Homens,22380,Adultos,60
620,Portugal,1951,64,Mulheres,30982,Adultos,60
620,Portugal,1951,65,Homens,22129,Idosos,65
620,Portugal,1951,65,Mulheres,32199,Idosos,65
620,Portugal,1951,66,Homens,21479,Idosos,65
620,Portugal,1951,66,Mulheres,30225,Idosos,65
620,Portugal,1951,67,Homens,18423,Idosos,65
620,Portugal,1951,67,Mulheres,25901,Idosos,65
620,Portugal,1951,68,Homens,18440,Idosos,65
620,Portugal,1951,68,Mulheres,27404,Idosos,65
620,Portugal,1951,69,Homens,14576,Idosos,65
620,Portugal,1951,69,Mulheres,19734,Idosos,65
620,Portugal,1951,70,Homens,19831,Idosos,70
620,Portugal,1951,70,Mulheres,30604,Idosos,70
620,Portugal,1951,71,Homens,11358,Idosos,70
620,Portugal,1951,71,Mulheres,15260,Idosos,70
620,Portugal,1951,72,Homens,13876,Idosos,70
620,Portugal,1951,72,Mulheres,20425,Idosos,70
620,Portugal,1951,73,Homens,12425,Idosos,70
620,Portugal,1951,73,Mulheres,17225,Idosos,70
620,Portugal,1951,74,Homens,11076,Idosos,70
620,Portugal,1951,74,Mulheres,16358,Idosos,70
620,Portugal,1951,75,Homens,11159,Idosos,75
620,Portugal,1951,75,Mulheres,18357,Idosos,75
620,Portugal,1951,76,Homens,9215,Idosos,75
620,Portugal,1951,76,Mulheres,14573,Idosos,75
620,Portugal,1951,77,Homens,7908,Idosos,75
620,Portugal,1951,77,Mulheres,12415,Idosos,75
620,Portugal,1951,78,Homens,7696,Idosos,75
620,Portugal,1951,78,Mulheres,13081,Idosos,75
620,Portugal,1951,79,Homens,4953,Idosos,75
620,Portugal,1951,79,Mulheres,7976,Idosos,75
620,Portugal,1951,80,Homens,6622,Idosos,80
620,Portugal,1951,80,Mulheres,12784,Idosos,80
620,Portugal,1951,81,Homens,4490,Idosos,80
620,Portugal,1951,81,Mulheres,8722,Idosos,80
620,Portugal,1951,82,Homens,3705,Idosos,80
620,Portugal,1951,82,Mulheres,7533,Idosos,80
620,Portugal,1951,83,Homens,3075,Idosos,80
620,Portugal,1951,83,Mulheres,6586,Idosos,80
620,Portugal,1951,84,Homens,2488,Idosos,80
620,Portugal,1951,84,Mulheres,5597,Idosos,80
620,Portugal,1951,85,Homens,1966,Idosos,85
620,Portugal,1951,85,Mulheres,4640,Idosos,85
620,Portugal,1951,86,Homens,1546,Idosos,85
620,Portugal,1951,86,Mulheres,3841,Idosos,85
620,Portugal,1951,87,Homens,1186,Idosos,85
620,Portugal,1951,87,Mulheres,3127,Idosos,85
620,Portugal,1951,88,Homens,887,Idosos,85
620,Portugal,1951,88,Mulheres,2482,Idosos,85
620,Portugal,1951,89,Homens,689,Idosos,85
620,Portugal,1951,89,Mulheres,2031,Idosos,85
620,Portugal,1951,90,Homens,535,Idosos,90
620,Portugal,1951,90,Mulheres,1619,Idosos,90
620,Portugal,1951,91,Homens,378,Idosos,90
620,Portugal,1951,91,Mulheres,1204,Idosos,90
620,Portugal,1951,92,Homens,270,Idosos,90
620,Portugal,1951,92,Mulheres,923,Idosos,90
620,Portugal,1951,93,Homens,179,Idosos,90
620,Portugal,1951,93,Mulheres,720,Idosos,90
620,Portugal,1951,94,Homens,127,Idosos,90
620,Portugal,1951,94,Mulheres,535,Idosos,90
620,Portugal,1951,95,Homens,95,Idosos,95
620,Portugal,1951,95,Mulheres,432,Idosos,95
620,Portugal,1951,96,Homens,75,Idosos,95
620,Portugal,1951,96,Mulheres,323,Idosos,95
620,Portugal,1951,97,Homens,58,Idosos,95
620,Portugal,1951,97,Mulheres,218,Idosos,95
620,Portugal,1951,98,Homens,34,Idosos,95
620,Portugal,1951,98,Mulheres,162,Idosos,95
620,Portugal,1951,99,Homens,23,Idosos,95
620,Portugal,1951,99,Mulheres,106,Idosos,95
620,Portugal,1951,100,Homens,32,Idosos,100
620,Portugal,1951,100,Mulheres,198,Idosos,100
620,Portugal,1952,0,Homens,100223,Jovens,0
620,Portugal,1952,0,Mulheres,93965,Jovens,0
620,Portugal,1952,1,Homens,85958,Jovens,0
620,Portugal,1952,1,Mulheres,81940,Jovens,0
620,Portugal,1952,2,Homens,89239,Jovens,0
620,Portugal,1952,2,Mulheres,84850,Jovens,0
620,Portugal,1952,3,Homens,91224,Jovens,0
620,Portugal,1952,3,Mulheres,88059,Jovens,0
620,Portugal,1952,4,Homens,88227,Jovens,0
620,Portugal,1952,4,Mulheres,85463,Jovens,0
620,Portugal,1952,5,Homens,90305,Jovens,5
620,Portugal,1952,5,Mulheres,87510,Jovens,5
620,Portugal,1952,6,Homens,86195,Jovens,5
620,Portugal,1952,6,Mulheres,83321,Jovens,5
620,Portugal,1952,7,Homens,84441,Jovens,5
620,Portugal,1952,7,Mulheres,82533,Jovens,5
620,Portugal,1952,8,Homens,83479,Jovens,5
620,Portugal,1952,8,Mulheres,81589,Jovens,5
620,Portugal,1952,9,Homens,76319,Jovens,5
620,Portugal,1952,9,Mulheres,73665,Jovens,5
620,Portugal,1952,10,Homens,72225,Jovens,10
620,Portugal,1952,10,Mulheres,70471,Jovens,10
620,Portugal,1952,11,Homens,76666,Jovens,10
620,Portugal,1952,11,Mulheres,75242,Jovens,10
620,Portugal,1952,12,Homens,76906,Jovens,10
620,Portugal,1952,12,Mulheres,75296,Jovens,10
620,Portugal,1952,13,Homens,83104,Jovens,10
620,Portugal,1952,13,Mulheres,81216,Jovens,10
620,Portugal,1952,14,Homens,78502,Jovens,10
620,Portugal,1952,14,Mulheres,78077,Jovens,10
620,Portugal,1952,15,Homens,83101,Adultos,15
620,Portugal,1952,15,Mulheres,80658,Adultos,15
620,Portugal,1952,16,Homens,79247,Adultos,15
620,Portugal,1952,16,Mulheres,79328,Adultos,15
620,Portugal,1952,17,Homens,78936,Adultos,15
620,Portugal,1952,17,Mulheres,79861,Adultos,15
620,Portugal,1952,18,Homens,80241,Adultos,15
620,Portugal,1952,18,Mulheres,80585,Adultos,15
620,Portugal,1952,19,Homens,83603,Adultos,15
620,Portugal,1952,19,Mulheres,84916,Adultos,15
620,Portugal,1952,20,Homens,74189,Adultos,20
620,Portugal,1952,20,Mulheres,75837,Adultos,20
620,Portugal,1952,21,Homens,72998,Adultos,20
620,Portugal,1952,21,Mulheres,78750,Adultos,20
620,Portugal,1952,22,Homens,76480,Adultos,20
620,Portugal,1952,22,Mulheres,71121,Adultos,20
620,Portugal,1952,23,Homens,76387,Adultos,20
620,Portugal,1952,23,Mulheres,77362,Adultos,20
620,Portugal,1952,24,Homens,72816,Adultos,20
620,Portugal,1952,24,Mulheres,74087,Adultos,20
620,Portugal,1952,25,Homens,73145,Adultos,25
620,Portugal,1952,25,Mulheres,74705,Adultos,25
620,Portugal,1952,26,Homens,70561,Adultos,25
620,Portugal,1952,26,Mulheres,73973,Adultos,25
620,Portugal,1952,27,Homens,68652,Adultos,25
620,Portugal,1952,27,Mulheres,72002,Adultos,25
620,Portugal,1952,28,Homens,66170,Adultos,25
620,Portugal,1952,28,Mulheres,69154,Adultos,25
620,Portugal,1952,29,Homens,65840,Adultos,25
620,Portugal,1952,29,Mulheres,68176,Adultos,25
620,Portugal,1952,30,Homens,58436,Adultos,30
620,Portugal,1952,30,Mulheres,59474,Adultos,30
620,Portugal,1952,31,Homens,65170,Adultos,30
620,Portugal,1952,31,Mulheres,68832,Adultos,30
620,Portugal,1952,32,Homens,44848,Adultos,30
620,Portugal,1952,32,Mulheres,45956,Adultos,30
620,Portugal,1952,33,Homens,49546,Adultos,30
620,Portugal,1952,33,Mulheres,52708,Adultos,30
620,Portugal,1952,34,Homens,51034,Adultos,30
620,Portugal,1952,34,Mulheres,54281,Adultos,30
620,Portugal,1952,35,Homens,50310,Adultos,35
620,Portugal,1952,35,Mulheres,54316,Adultos,35
620,Portugal,1952,36,Homens,53588,Adultos,35
620,Portugal,1952,36,Mulheres,57151,Adultos,35
620,Portugal,1952,37,Homens,54019,Adultos,35
620,Portugal,1952,37,Mulheres,58460,Adultos,35
620,Portugal,1952,38,Homens,53277,Adultos,35
620,Portugal,1952,38,Mulheres,57396,Adultos,35
620,Portugal,1952,39,Homens,56972,Adultos,35
620,Portugal,1952,39,Mulheres,62372,Adultos,35
620,Portugal,1952,40,Homens,52145,Adultos,40
620,Portugal,1952,40,Mulheres,55727,Adultos,40
620,Portugal,1952,41,Homens,59399,Adultos,40
620,Portugal,1952,41,Mulheres,66133,Adultos,40
620,Portugal,1952,42,Homens,44061,Adultos,40
620,Portugal,1952,42,Mulheres,46865,Adultos,40
620,Portugal,1952,43,Homens,51708,Adultos,40
620,Portugal,1952,43,Mulheres,57030,Adultos,40
620,Portugal,1952,44,Homens,45911,Adultos,40
620,Portugal,1952,44,Mulheres,52470,Adultos,40
620,Portugal,1952,45,Homens,44764,Adultos,45
620,Portugal,1952,45,Mulheres,52391,Adultos,45
620,Portugal,1952,46,Homens,46161,Adultos,45
620,Portugal,1952,46,Mulheres,52948,Adultos,45
620,Portugal,1952,47,Homens,41441,Adultos,45
620,Portugal,1952,47,Mulheres,49336,Adultos,45
620,Portugal,1952,48,Homens,40472,Adultos,45
620,Portugal,1952,48,Mulheres,48388,Adultos,45
620,Portugal,1952,49,Homens,42560,Adultos,45
620,Portugal,1952,49,Mulheres,52106,Adultos,45
620,Portugal,1952,50,Homens,38031,Adultos,50
620,Portugal,1952,50,Mulheres,44360,Adultos,50
620,Portugal,1952,51,Homens,45757,Adultos,50
620,Portugal,1952,51,Mulheres,57069,Adultos,50
620,Portugal,1952,52,Homens,30741,Adultos,50
620,Portugal,1952,52,Mulheres,35616,Adultos,50
620,Portugal,1952,53,Homens,34786,Adultos,50
620,Portugal,1952,53,Mulheres,42794,Adultos,50
620,Portugal,1952,54,Homens,31500,Adultos,50
620,Portugal,1952,54,Mulheres,39016,Adultos,50
620,Portugal,1952,55,Homens,30527,Adultos,55
620,Portugal,1952,55,Mulheres,38236,Adultos,55
620,Portugal,1952,56,Homens,31441,Adultos,55
620,Portugal,1952,56,Mulheres,39778,Adultos,55
