Ajustamento,Idade,Unidade,Sexo,Pais,Data,Valor,Grupo
SA,25-74,PC_ACT,F,AT,1/15/2000,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2000,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2000,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2000,4,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2000,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2000,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2000,4,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2000,4,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2000,4,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2000,3.8,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2000,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2000,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2001,3.6,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2001,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2001,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2001,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2001,4,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2001,4,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2001,4,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2001,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2001,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2001,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2001,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2001,4,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2002,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2002,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2002,4,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2002,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2002,3.5,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2002,3.6,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2002,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2002,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2002,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2002,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2002,4,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2002,4,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2003,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2003,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2003,4,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2003,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2003,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2003,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2003,4.2,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2003,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2003,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2003,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2003,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2003,4.7,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2004,4.9,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2004,5.4,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2004,4.6,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2004,5.2,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2004,5.8,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2004,5.3,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2004,5.4,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2004,4.9,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2004,5.9,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2004,5.5,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2004,5.3,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2004,5.6,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2005,5.2,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2005,5.2,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2005,5.7,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2005,5.1,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2005,5.3,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2005,5.4,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2005,5.3,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2005,5.1,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2005,5.6,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2005,5.4,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2005,5.3,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2005,5.3,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2006,4.9,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2006,5.2,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2006,5.4,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2006,5.2,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2006,5.2,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2006,5.5,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2006,5.1,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2006,4.9,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2006,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2006,5,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2006,5.3,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2006,5.5,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2007,4.9,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2007,5.4,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2007,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2007,5.3,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2007,5.3,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2007,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2007,5,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2007,4.8,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2007,4.6,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2007,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2007,4.6,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2007,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2008,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2008,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2008,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2008,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2008,3.8,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2008,3.4,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2008,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2008,3.8,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2008,3.6,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2008,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2008,4,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2008,4.2,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2009,4.2,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2009,4.2,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2009,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2009,4.6,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2009,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2009,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2009,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2009,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2009,5.6,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2009,4.8,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2009,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2009,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2010,3.6,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2010,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2010,4.2,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2010,4.7,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2010,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2010,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2010,4.2,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2010,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2010,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2010,4.8,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2010,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2010,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2011,4.2,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2011,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2011,4,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2011,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2011,3.6,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2011,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2011,3.6,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2011,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2011,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2011,4.2,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2011,5.2,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2011,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2012,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2012,4.8,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2012,4.2,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2012,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2012,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2012,4.7,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2012,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2012,4.6,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2012,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2012,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2012,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2012,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2013,4.8,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2013,4.7,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2013,5,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2013,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2013,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2013,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2013,4.7,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2013,4.6,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2013,5.4,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2013,4.8,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2013,5.5,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2013,4.6,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2014,4.9,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2014,4.8,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2014,5,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2014,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2014,5,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2014,4.9,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2014,5.1,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2014,5.3,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2014,5,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2014,4.7,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2014,5.2,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2014,4.8,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2015,5.2,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2015,5.1,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2015,4.8,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2015,5,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2015,5.4,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2015,4.8,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2015,4.8,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2015,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2015,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2015,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2015,5,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2015,5,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2016,5.2,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2016,4.2,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2016,5.3,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2016,5.2,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2016,5.8,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2016,5.2,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2016,4.6,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2016,6.2,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2016,4.9,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2016,5.3,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2016,5.1,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2016,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2017,5,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2017,4.7,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2017,4.8,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2017,4.6,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2017,5.1,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2017,4.8,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2017,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2017,5.3,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2017,4,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2017,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2017,5,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2017,5.1,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2018,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2018,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2018,4,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2018,3.8,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2018,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2018,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2018,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2018,5.2,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2018,4.6,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2018,3.6,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2018,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2018,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2019,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2019,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2019,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2019,4.6,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2019,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2019,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2019,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2019,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2019,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2019,4,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2019,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2019,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2020,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2020,3.5,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2020,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2020,5.3,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2020,5.9,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2020,7.6,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2020,5.8,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2020,5.1,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2020,5.7,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2020,5.6,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2020,4.9,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2020,5.9,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2021,6.9,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2021,6.3,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2021,6.3,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2021,6.7,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2021,5.8,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2021,5.4,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2021,5.3,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2021,5.1,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2021,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2021,5.2,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2021,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2021,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2022,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2022,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2022,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2022,3.4,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2022,4,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2022,3.5,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2022,3.4,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2022,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2022,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2022,3.8,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2022,4,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2022,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2023,4.5,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2023,4.2,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2023,3.5,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2023,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2023,3.8,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2023,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2023,4.6,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2023,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2023,4,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2023,3.6,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2023,4,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2023,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2024,3.8,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2024,3.7,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2024,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2024,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2024,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,6/15/2024,4.3,F 25-74
SA,25-74,PC_ACT,F,AT,7/15/2024,3.9,F 25-74
SA,25-74,PC_ACT,F,AT,8/15/2024,3.3,F 25-74
SA,25-74,PC_ACT,F,AT,9/15/2024,4.8,F 25-74
SA,25-74,PC_ACT,F,AT,10/15/2024,5,F 25-74
SA,25-74,PC_ACT,F,AT,11/15/2024,3.5,F 25-74
SA,25-74,PC_ACT,F,AT,12/15/2024,4.4,F 25-74
SA,25-74,PC_ACT,F,AT,1/15/2025,4.6,F 25-74
SA,25-74,PC_ACT,F,AT,2/15/2025,4.1,F 25-74
SA,25-74,PC_ACT,F,AT,3/15/2025,4.7,F 25-74
SA,25-74,PC_ACT,F,AT,4/15/2025,5.1,F 25-74
SA,25-74,PC_ACT,F,AT,5/15/2025,4.6,F 25-74
SA,25-74,PC_ACT,F,BA,1/15/2021,20.3,F 25-74
SA,25-74,PC_ACT,F,BA,2/15/2021,20.1,F 25-74
SA,25-74,PC_ACT,F,BA,3/15/2021,20,F 25-74
SA,25-74,PC_ACT,F,BA,4/15/2021,19.9,F 25-74
SA,25-74,PC_ACT,F,BA,5/15/2021,19.8,F 25-74
SA,25-74,PC_ACT,F,BA,6/15/2021,19.7,F 25-74
SA,25-74,PC_ACT,F,BA,7/15/2021,19.6,F 25-74
SA,25-74,PC_ACT,F,BA,8/15/2021,19.5,F 25-74
SA,25-74,PC_ACT,F,BA,9/15/2021,19.3,F 25-74
SA,25-74,PC_ACT,F,BA,10/15/2021,19,F 25-74
SA,25-74,PC_ACT,F,BA,11/15/2021,18.8,F 25-74
SA,25-74,PC_ACT,F,BA,12/15/2021,18.7,F 25-74
SA,25-74,PC_ACT,F,BA,1/15/2022,18.7,F 25-74
SA,25-74,PC_ACT,F,BA,2/15/2022,18.5,F 25-74
SA,25-74,PC_ACT,F,BA,3/15/2022,18.4,F 25-74
SA,25-74,PC_ACT,F,BA,4/15/2022,18.3,F 25-74
SA,25-74,PC_ACT,F,BA,5/15/2022,18.2,F 25-74
SA,25-74,PC_ACT,F,BA,6/15/2022,17.9,F 25-74
SA,25-74,PC_ACT,F,BA,7/15/2022,17.6,F 25-74
SA,25-74,PC_ACT,F,BA,8/15/2022,17.4,F 25-74
SA,25-74,PC_ACT,F,BA,9/15/2022,17.3,F 25-74
SA,25-74,PC_ACT,F,BA,10/15/2022,17,F 25-74
SA,25-74,PC_ACT,F,BA,11/15/2022,16.9,F 25-74
SA,25-74,PC_ACT,F,BA,12/15/2022,16.8,F 25-74
SA,25-74,PC_ACT,F,BA,1/15/2023,16.3,F 25-74
SA,25-74,PC_ACT,F,BA,2/15/2023,16.2,F 25-74
SA,25-74,PC_ACT,F,BA,3/15/2023,16.2,F 25-74
SA,25-74,PC_ACT,F,BA,4/15/2023,15.9,F 25-74
SA,25-74,PC_ACT,F,BA,5/15/2023,15.9,F 25-74
SA,25-74,PC_ACT,F,BA,6/15/2023,16,F 25-74
SA,25-74,PC_ACT,F,BA,7/15/2023,15.9,F 25-74
SA,25-74,PC_ACT,F,BA,8/15/2023,15.9,F 25-74
SA,25-74,PC_ACT,F,BA,9/15/2023,16.1,F 25-74
SA,25-74,PC_ACT,F,BA,10/15/2023,16.1,F 25-74
SA,25-74,PC_ACT,F,BA,11/15/2023,16.2,F 25-74
SA,25-74,PC_ACT,F,BA,12/15/2023,16.2,F 25-74
SA,25-74,PC_ACT,F,BA,1/15/2024,16,F 25-74
SA,25-74,PC_ACT,F,BA,2/15/2024,16,F 25-74
SA,25-74,PC_ACT,F,BA,3/15/2024,16,F 25-74
SA,25-74,PC_ACT,F,BA,4/15/2024,15.7,F 25-74
SA,25-74,PC_ACT,F,BA,5/15/2024,15.7,F 25-74
SA,25-74,PC_ACT,F,BA,6/15/2024,15.6,F 25-74
SA,25-74,PC_ACT,F,BA,7/15/2024,15.5,F 25-74
SA,25-74,PC_ACT,F,BA,8/15/2024,15.5,F 25-74
SA,25-74,PC_ACT,F,BA,9/15/2024,15.5,F 25-74
SA,25-74,PC_ACT,F,BA,10/15/2024,15.3,F 25-74
SA,25-74,PC_ACT,F,BA,11/15/2024,15.2,F 25-74
SA,25-74,PC_ACT,F,BA,12/15/2024,15.2,F 25-74
SA,25-74,PC_ACT,F,BA,1/15/2025,15.3,F 25-74
SA,25-74,PC_ACT,F,BA,2/15/2025,15.3,F 25-74
SA,25-74,PC_ACT,F,BA,3/15/2025,15.3,F 25-74
SA,25-74,PC_ACT,F,BA,4/15/2025,15.3,F 25-74
SA,25-74,PC_ACT,F,BE,1/15/2000,7.8,F 25-74
SA,25-74,PC_ACT,F,BE,2/15/2000,7.5,F 25-74
SA,25-74,PC_ACT,F,BE,3/15/2000,7.3,F 25-74
SA,25-74,PC_ACT,F,BE,4/15/2000,7.4,F 25-74
SA,25-74,PC_ACT,F,BE,5/15/2000,7.4,F 25-74
SA,25-74,PC_ACT,F,BE,6/15/2000,7.2,F 25-74
SA,25-74,PC_ACT,F,BE,7/15/2000,7,F 25-74
SA,25-74,PC_ACT,F,BE,8/15/2000,7.1,F 25-74
SA,25-74,PC_ACT,F,BE,9/15/2000,7.1,F 25-74
SA,25-74,PC_ACT,F,BE,10/15/2000,7.3,F 25-74
SA,25-74,PC_ACT,F,BE,11/15/2000,7.3,F 25-74
SA,25-74,PC_ACT,F,BE,12/15/2000,7,F 25-74
SA,25-74,PC_ACT,F,BE,1/15/2001,6.5,F 25-74
SA,25-74,PC_ACT,F,BE,2/15/2001,6.2,F 25-74
SA,25-74,PC_ACT,F,BE,3/15/2001,6,F 25-74
SA,25-74,PC_ACT,F,BE,4/15/2001,6.2,F 25-74
SA,25-74,PC_ACT,F,BE,5/15/2001,6.2,F 25-74
SA,25-74,PC_ACT,F,BE,6/15/2001,5.8,F 25-74
SA,25-74,PC_ACT,F,BE,7/15/2001,5.5,F 25-74
SA,25-74,PC_ACT,F,BE,8/15/2001,5.5,F 25-74
SA,25-74,PC_ACT,F,BE,9/15/2001,6,F 25-74
SA,25-74,PC_ACT,F,BE,10/15/2001,6.8,F 25-74
SA,25-74,PC_ACT,F,BE,11/15/2001,7.1,F 25-74
SA,25-74,PC_ACT,F,BE,12/15/2001,7.5,F 25-74
SA,25-74,PC_ACT,F,BE,1/15/2002,7.6,F 25-74
SA,25-74,PC_ACT,F,BE,2/15/2002,7.6,F 25-74
SA,25-74,PC_ACT,F,BE,3/15/2002,7.6,F 25-74
SA,25-74,PC_ACT,F,BE,4/15/2002,7.2,F 25-74
SA,25-74,PC_ACT,F,BE,5/15/2002,7.2,F 25-74
SA,25-74,PC_ACT,F,BE,6/15/2002,7.4,F 25-74
SA,25-74,PC_ACT,F,BE,7/15/2002,7.8,F 25-74
SA,25-74,PC_ACT,F,BE,8/15/2002,7.8,F 25-74
SA,25-74,PC_ACT,F,BE,9/15/2002,7.8,F 25-74
