Ajustamento,Idade,Unidade,Sexo,Pais,Data,Valor,Grupo
SA,25-74,PC_ACT,M,EL,12/15/2008,5.1,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2009,5.4,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2009,5.4,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2009,5.5,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2009,6,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2009,5.6,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2009,5.7,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2009,6.5,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2009,6.6,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2009,5.9,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2009,6.9,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2009,7.5,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2009,5.9,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2010,7.6,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2010,7.9,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2010,7.2,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2010,8.3,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2010,8.8,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2010,8.7,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2010,9.1,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2010,9.3,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2010,9.3,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2010,9.8,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2010,10.3,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2010,10.6,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2011,10.9,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2011,11.8,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2011,12.1,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2011,11.5,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2011,13.8,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2011,12.5,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2011,13.2,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2011,15,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2011,14.1,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2011,15.7,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2011,16.6,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2011,16.4,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2012,16.9,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2012,17.9,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2012,18.1,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2012,19.2,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2012,19.2,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2012,20.5,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2012,20.4,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2012,20.7,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2012,21.6,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2012,21.4,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2012,22.1,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2012,21.8,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2013,22.4,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2013,22.6,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2013,22.6,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2013,22.8,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2013,22.8,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2013,22.8,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2013,23.2,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2013,22.3,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2013,23,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2013,22.9,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2013,22.6,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2013,22.7,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2014,22.6,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2014,23.1,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2014,22.3,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2014,22.9,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2014,22.3,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2014,21.7,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2014,22,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2014,22.3,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2014,21.5,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2014,21.6,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2014,21.2,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2014,21.5,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2015,20.7,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2015,20.7,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2015,22,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2015,20.2,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2015,20.6,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2015,20.2,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2015,20,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2015,20.1,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2015,19.7,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2015,19.8,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2015,19.9,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2015,19.3,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2016,19.7,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2016,18.7,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2016,19,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2016,18.3,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2016,18.3,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2016,19,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2016,18.3,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2016,18.6,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2016,18.8,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2016,18.1,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2016,18.8,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2016,19.4,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2017,18.2,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2017,18.4,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2017,18.2,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2017,16.7,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2017,17.3,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2017,17.3,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2017,16.1,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2017,16.2,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2017,16.1,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2017,16.2,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2017,16.2,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2017,16.2,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2018,15.6,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2018,15.5,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2018,15.8,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2018,15.3,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2018,14.5,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2018,14.4,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2018,14.2,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2018,14.3,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2018,14.1,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2018,14.1,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2018,13.5,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2018,13.8,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2019,14.5,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2019,14.4,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2019,13.2,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2019,14.2,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2019,12.8,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2019,12.7,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2019,13.6,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2019,12.8,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2019,12.9,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2019,13.2,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2019,12.7,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2019,12.5,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2020,13,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2020,11.9,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2020,13.6,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2020,14.6,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2020,14.9,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2020,16.7,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2020,13.3,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2020,12.5,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2020,12.9,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2020,13.4,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2020,13.4,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2020,12.6,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2021,11.3,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2021,12.5,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2021,11,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2021,12.1,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2021,11.6,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2021,10.9,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2021,9.5,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2021,10.3,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2021,9.2,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2021,8.6,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2021,9.1,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2021,9,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2022,8.7,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2022,9.5,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2022,8.9,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2022,8.6,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2022,8.7,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2022,8,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2022,9.3,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2022,7.8,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2022,8.3,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2022,8.1,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2022,7.6,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2022,8.1,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2023,7.9,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2023,6.8,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2023,8,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2023,7.3,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2023,7.6,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2023,8.4,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2023,8,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2023,7.5,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2023,7.6,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2023,7.4,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2023,7.4,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2023,6.8,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2024,8.8,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2024,7.9,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2024,7.3,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2024,7.7,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2024,7.1,M 25-74
SA,25-74,PC_ACT,M,EL,6/15/2024,6.7,M 25-74
SA,25-74,PC_ACT,M,EL,7/15/2024,7.1,M 25-74
SA,25-74,PC_ACT,M,EL,8/15/2024,7.5,M 25-74
SA,25-74,PC_ACT,M,EL,9/15/2024,7.3,M 25-74
SA,25-74,PC_ACT,M,EL,10/15/2024,7.2,M 25-74
SA,25-74,PC_ACT,M,EL,11/15/2024,6.9,M 25-74
SA,25-74,PC_ACT,M,EL,12/15/2024,6.7,M 25-74
SA,25-74,PC_ACT,M,EL,1/15/2025,7.3,M 25-74
SA,25-74,PC_ACT,M,EL,2/15/2025,6.6,M 25-74
SA,25-74,PC_ACT,M,EL,3/15/2025,6.9,M 25-74
SA,25-74,PC_ACT,M,EL,4/15/2025,5.7,M 25-74
SA,25-74,PC_ACT,M,EL,5/15/2025,5.4,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2000,7.4,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2000,7.3,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2000,7.2,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2000,7.1,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2000,7.1,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2000,6.9,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2000,6.8,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2000,6.7,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2000,6.6,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2000,6.6,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2000,6.6,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2000,6.5,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2001,6.4,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2001,6.4,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2001,6.3,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2001,6.2,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2001,6.2,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2001,6.1,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2001,6.1,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2001,6.1,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2001,6.1,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2001,6.2,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2001,6.2,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2001,6.3,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2002,6.5,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2002,7,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2002,6.6,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2002,6.7,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2002,6.7,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2002,6.8,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2002,7,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2002,7.1,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2002,7.1,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2002,7,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2002,7,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2002,7,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2003,7,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2003,7,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2003,6.9,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2003,6.9,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2003,6.9,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2003,7,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2003,7.1,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2003,7.1,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2003,7.1,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2003,7.1,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2003,7,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2003,7.2,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2004,7.1,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2004,7,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2004,7,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2004,7,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2004,7,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2004,7,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2004,7,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2004,7.1,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2004,7,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2004,6.8,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2004,6.6,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2004,6.4,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2005,6.2,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2005,6.2,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2005,6.2,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2005,6.3,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2005,6.2,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2005,6,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2005,5.8,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2005,5.6,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2005,5.5,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2005,5.5,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2005,5.6,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2005,5.6,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2006,5.5,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2006,5.4,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2006,5.4,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2006,5.4,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2006,5.3,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2006,5.3,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2006,5.3,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2006,5.3,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2006,5.2,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2006,5.1,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2006,5.2,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2006,5.2,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2007,5.2,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2007,5.2,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2007,5.2,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2007,5.1,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2007,5.1,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2007,5.1,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2007,5.2,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2007,5.4,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2007,5.5,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2007,5.6,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2007,5.8,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2007,6,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2008,6.1,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2008,6.3,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2008,6.5,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2008,7.1,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2008,7.7,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2008,8.2,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2008,8.6,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2008,9,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2008,9.5,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2008,10.2,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2008,11.1,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2008,12.2,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2009,13.3,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2009,14.3,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2009,14.9,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2009,15.1,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2009,15.3,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2009,15.4,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2009,15.6,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2009,15.9,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2009,16.2,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2009,16.3,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2009,16.4,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2009,16.6,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2010,16.9,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2010,17,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2010,17.1,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2010,17.3,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2010,17.4,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2010,17.4,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2010,17.3,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2010,17.5,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2010,17.5,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2010,17.5,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2010,17.6,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2010,17.7,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2011,17.7,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2011,17.7,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2011,17.8,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2011,17.9,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2011,18.1,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2011,18.4,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2011,18.7,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2011,19,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2011,19.3,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2011,19.7,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2011,20,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2011,20.3,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2012,20.6,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2012,21,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2012,21.4,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2012,21.9,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2012,22.2,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2012,22.4,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2012,22.5,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2012,22.6,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2012,22.7,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2012,22.9,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2012,23.1,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2012,23.2,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2013,23.4,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2013,23.5,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2013,23.5,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2013,23.3,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2013,23.2,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2013,23.2,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2013,23.4,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2013,23.4,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2013,23.2,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2013,23,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2013,22.7,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2013,22.5,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2014,22.6,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2014,22.5,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2014,22.3,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2014,22.1,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2014,21.6,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2014,21.2,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2014,20.9,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2014,20.7,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2014,20.6,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2014,20.8,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2014,20.8,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2014,20.7,M 25-74
SA,25-74,PC_ACT,M,ES,1/15/2015,20.4,M 25-74
SA,25-74,PC_ACT,M,ES,2/15/2015,20,M 25-74
SA,25-74,PC_ACT,M,ES,3/15/2015,19.6,M 25-74
SA,25-74,PC_ACT,M,ES,4/15/2015,19.3,M 25-74
SA,25-74,PC_ACT,M,ES,5/15/2015,19,M 25-74
SA,25-74,PC_ACT,M,ES,6/15/2015,18.9,M 25-74
SA,25-74,PC_ACT,M,ES,7/15/2015,18.6,M 25-74
SA,25-74,PC_ACT,M,ES,8/15/2015,18.3,M 25-74
SA,25-74,PC_ACT,M,ES,9/15/2015,18.1,M 25-74
SA,25-74,PC_ACT,M,ES,10/15/2015,18,M 25-74
SA,25-74,PC_ACT,M,ES,11/15/2015,17.6,M 25-74
SA,25-74,PC_ACT,M,ES,12/15/2015,17.5,M 25-74
