GridNo,Lat,Long,Alt,NUTS3_ID,NUTS3_Desc,NUTS2_ID,NUTS2_Desc,NUTS1_ID,NUTS1_Desc,Country_ID,Country_Desc,RiverBank
51051,38.10514,-6.65954,581,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
51052,38.1539,-6.3809,565,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
51053,38.20185,-6.10192,590,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
51054,38.24899,-5.82259,573,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
51055,38.29531,-5.54294,569,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
51056,38.34082,-5.26295,572,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
51057,38.38551,-4.98264,608,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
51058,38.42938,-4.70201,636,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
51059,38.47243,-4.42107,657,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
51060,38.51466,-4.13981,664,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
51061,38.55606,-3.85825,668,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
51062,38.59664,-3.5764,758,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
51063,38.6364,-3.29425,813,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
51064,38.67532,-3.01181,858,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
51065,38.71342,-2.72909,968,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
51066,38.75069,-2.44609,997,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
51067,38.78713,-2.16282,843,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
51068,38.82273,-1.87928,796,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
51069,38.8575,-1.59548,873,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
51070,38.89144,-1.31143,861,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
51071,38.92454,-1.02712,727,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
51072,38.9568,-0.74258,332,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
51073,38.98822,-0.45779,110,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
51074,38.99709,-0.2345,23,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
51079,39.06464,1.38026,213,ES531,"Eivissa, Formentera",ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
51080,39.08475,1.5046,95,ES531,"Eivissa, Formentera",ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
51084,39.38298,2.79617,92,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
51085,39.36182,3.00721,50,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
51086,39.38435,3.17804,31,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
52043,37.94411,-8.82499,33,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
52044,37.96057,-8.66138,120,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
52045,38.01518,-8.38446,72,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
52046,38.06897,-8.10715,123,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
52047,38.12197,-7.82947,166,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
52048,38.17416,-7.55141,140,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
52049,38.22554,-7.27299,170,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
52050,38.27611,-6.99421,248,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
52051,38.32587,-6.71507,415,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
52052,38.37481,-6.43558,506,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
52053,38.42295,-6.15573,512,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
52054,38.47027,-5.87555,544,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
52055,38.51677,-5.59503,555,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
52056,38.56245,-5.31417,507,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
52057,38.60731,-5.03299,515,ES613,Córdoba,ES61,Andalucía,ES6,Sur (ES),ES,Spain,South of Tagus
52058,38.65135,-4.75148,451,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
52059,38.69457,-4.46965,603,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
52060,38.73696,-4.18751,666,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
52061,38.77853,-3.90506,646,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
52062,38.81927,-3.62231,675,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
52063,38.85918,-3.33925,693,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
52064,38.89825,-3.05591,800,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
52065,38.9365,-2.77228,926,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
52066,38.97392,-2.48837,989,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
52067,39.0105,-2.20418,780,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
52068,39.04624,-1.91972,697,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
52069,39.08115,-1.635,722,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
52070,39.11522,-1.35001,801,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
52071,39.14845,-1.06478,769,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
52072,39.18084,-0.77929,308,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
52073,39.21238,-0.49356,24,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
52074,39.22284,-0.30161,8,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
52083,39.55086,2.44818,40,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
52084,39.54665,2.69995,20,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
52085,39.52493,2.95186,121,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
52086,39.55598,3.22147,83,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
52087,39.64366,3.40595,15,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
53044,38.17615,-8.68749,59,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
53045,38.23461,-8.44554,50,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
53046,38.28861,-8.1674,133,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
53047,38.34181,-7.88889,203,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
53048,38.39419,-7.60999,198,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
53049,38.44577,-7.33073,184,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
53050,38.49653,-7.0511,251,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
53051,38.54648,-6.77111,324,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
53052,38.59562,-6.49076,371,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
53053,38.64394,-6.21005,353,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
53054,38.69144,-5.929,476,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
53055,38.73812,-5.64761,428,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
53056,38.78398,-5.36587,498,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
53057,38.82902,-5.08381,528,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
53058,38.87323,-4.80141,582,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
53059,38.91661,-4.51869,635,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
53060,38.95917,-4.23565,625,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
53061,39.0009,-3.9523,617,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
53062,39.0418,-3.66865,630,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
53063,39.08186,-3.38469,643,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
53064,39.12109,-3.10043,662,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
53065,39.15949,-2.81588,783,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
53066,39.19705,-2.53105,802,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
53067,39.23378,-2.24593,739,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
53068,39.26966,-1.96054,730,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
53069,39.30471,-1.67488,737,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
53070,39.33891,-1.38896,720,ES421,Albacete,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
53071,39.37227,-1.10278,567,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
53072,39.40479,-0.81635,336,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
53073,39.43647,-0.52968,51,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
53074,39.47435,-0.35103,1,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
53083,39.62425,2.44744,295,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
53084,39.69678,2.66758,147,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
53085,39.75017,2.92751,89,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
53086,39.73459,3.19354,60,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
53087,39.71576,3.40992,51,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
53089,39.90078,4.14591,109,ES533,Menorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
53090,39.87937,4.26239,45,ES533,Menorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
54043,38.44315,-9.10193,196,PT170,Área Metropolitana de Lisboa,PT17,Área Metropolitana de Lisboa,PT1,Continente,PT,Portugal,South of Tagus
54044,38.40065,-8.72622,8,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
54045,38.45392,-8.50718,78,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
54046,38.50813,-8.22821,179,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
54047,38.56153,-7.94886,233,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
54048,38.61411,-7.66912,235,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
54049,38.66589,-7.38901,236,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
54050,38.71685,-7.10852,218,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
54051,38.76699,-6.82767,254,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
54052,38.81632,-6.54645,243,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
54053,38.86482,-6.26488,268,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
54054,38.91251,-5.98295,286,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
54055,38.95937,-5.70068,315,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
54056,39.00541,-5.41806,348,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
54057,39.05062,-5.1351,395,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
54058,39.095,-4.85181,526,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
54059,39.13856,-4.56819,647,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
54060,39.18128,-4.28425,628,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
54061,39.22317,-3.99999,713,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
54062,39.26423,-3.71542,806,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
54063,39.30446,-3.43055,629,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
54064,39.34384,-3.14537,644,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
54065,39.38239,-2.85989,700,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
54066,39.4201,-2.57413,746,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
54067,39.45697,-2.28808,806,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
54068,39.493,-2.00175,809,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
54069,39.52819,-1.71515,811,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
54070,39.56253,-1.42829,867,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
54071,39.59602,-1.14116,740,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
54072,39.62867,-0.85377,352,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
54073,39.66047,-0.56614,141,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
54074,39.70331,-0.30746,20,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
54075,39.80688,-0.13664,1,ES522,Castellón / Castelló,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,North of Tagus
54085,39.88957,2.96854,80,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
54086,39.92336,3.1223,3,ES532,Mallorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
54088,39.99218,3.86988,47,ES533,Menorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
54089,39.99767,4.05977,102,ES533,Menorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
54090,39.97405,4.24037,30,ES533,Menorca,ES53,Illes Balears,ES5,Este (ES),ES,Spain,North of Tagus
55043,38.56054,-9.09596,40,PT170,Área Metropolitana de Lisboa,PT17,Área Metropolitana de Lisboa,PT1,Continente,PT,Portugal,South of Tagus
55044,38.62276,-8.84895,21,PT170,Área Metropolitana de Lisboa,PT17,Área Metropolitana de Lisboa,PT1,Continente,PT,Portugal,South of Tagus
55045,38.67311,-8.56939,112,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
55046,38.72753,-8.28958,176,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
55047,38.78113,-8.00938,271,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
55048,38.83392,-7.72879,279,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
55049,38.88589,-7.44783,308,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
55050,38.93705,-7.16648,277,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
55051,38.98739,-6.88476,209,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
55052,39.0369,-6.60267,232,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
55053,39.0856,-6.32022,296,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
55054,39.13347,-6.03741,267,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
55055,39.18051,-5.75425,301,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
55056,39.22673,-5.47074,333,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
55057,39.27212,-5.18688,393,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
55058,39.31668,-4.90269,444,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
55059,39.36041,-4.61816,625,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
55060,39.4033,-4.33331,708,ES422,Ciudad Real,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
55061,39.44536,-4.04814,829,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
55062,39.48658,-3.76265,750,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
55063,39.52696,-3.47684,696,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
55064,39.5665,-3.19073,678,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
55065,39.60521,-2.90433,759,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
55066,39.64307,-2.61762,810,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
55067,39.68009,-2.33063,841,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
55068,39.71626,-2.04336,871,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
55069,39.75158,-1.75581,916,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
55070,39.78606,-1.46798,901,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
55071,39.81969,-1.1799,778,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
55072,39.85247,-0.89155,1053,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
55073,39.8844,-0.60295,590,ES522,Castellón / Castelló,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,North of Tagus
55074,39.91547,-0.31411,200,ES522,Castellón / Castelló,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,North of Tagus
55075,39.96575,-0.07663,9,ES522,Castellón / Castelló,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,North of Tagus
55076,40.06784,0.11551,27,ES522,Castellón / Castelló,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,North of Tagus
56042,38.76616,-9.4058,76,PT170,Área Metropolitana de Lisboa,PT17,Área Metropolitana de Lisboa,PT1,Continente,PT,Portugal,South of Tagus
56043,38.79649,-9.20579,58,PT170,Área Metropolitana de Lisboa,PT17,Área Metropolitana de Lisboa,PT1,Continente,PT,Portugal,South of Tagus
56044,38.84427,-8.89962,1,PT185,Lezíria do Tejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
56045,38.89218,-8.63218,34,PT185,Lezíria do Tejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
56046,38.9468,-8.35152,62,PT185,Lezíria do Tejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
56047,39.00061,-8.07047,111,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
56048,39.05361,-7.78903,218,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
56049,39.10578,-7.50719,297,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
56050,39.15714,-7.22498,306,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
56051,39.20767,-6.94238,271,ES431,Badajoz,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
56052,39.25738,-6.65942,329,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
56053,39.30627,-6.37608,381,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
56054,39.35433,-6.09238,447,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
56055,39.40156,-5.80832,492,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
56056,39.44796,-5.52391,572,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
56057,39.49352,-5.23915,568,ES432,Cáceres,ES43,Extremadura,ES4,Centro (ES),ES,Spain,South of Tagus
56058,39.53826,-4.95405,567,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
56059,39.58216,-4.66861,704,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
56060,39.62522,-4.38284,712,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
56061,39.66745,-4.09674,736,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
56062,39.70883,-3.81032,692,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
56063,39.74937,-3.52358,683,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
56064,39.78908,-3.23653,711,ES425,Toledo,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
56065,39.82793,-2.94918,780,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
56066,39.86595,-2.66153,846,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
56067,39.90311,-2.37359,909,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
56068,39.93943,-2.08536,995,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
56069,39.9749,-1.79685,990,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
56070,40.00951,-1.50807,1118,ES423,Cuenca,ES42,Castilla-la Mancha,ES4,Centro (ES),ES,Spain,South of Tagus
56071,40.04328,-1.21901,928,ES523,Valencia / València,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,South of Tagus
56072,40.07619,-0.92969,1065,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
56073,40.10825,-0.64012,939,ES242,Teruel,ES24,Aragón,ES2,Noreste (ES),ES,Spain,North of Tagus
56074,40.13945,-0.3503,599,ES522,Castellón / Castelló,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,North of Tagus
56075,40.16979,-0.06023,281,ES522,Castellón / Castelló,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,North of Tagus
56076,40.22947,0.18013,56,ES522,Castellón / Castelló,ES52,Comunidad Valenciana,ES5,Este (ES),ES,Spain,North of Tagus
57042,38.91009,-9.40945,101,PT170,Área Metropolitana de Lisboa,PT17,Área Metropolitana de Lisboa,PT1,Continente,PT,Portugal,South of Tagus
57043,38.99872,-9.25663,89,PT170,Área Metropolitana de Lisboa,PT17,Área Metropolitana de Lisboa,PT1,Continente,PT,Portugal,South of Tagus
57044,39.05547,-8.97665,28,PT16B,Oeste,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus
57045,39.11112,-8.69555,26,PT185,Lezíria do Tejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
57046,39.16596,-8.41404,112,PT185,Lezíria do Tejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus
