Continente,Country,Cycle,PopVal,PopPct,Size
Latin America,United States Virgin Islands,Old,19068,0.222460742,1
Latin America,Uruguay,Young,633076,0.186853746,1
Latin America,Uruguay,Adult,2219256,0.655018192,1
Latin America,Uruguay,Old,535751,0.158128062,1
Latin America,Venezuela (Bolivarian Republic of),Young,7401741,0.261537661,2
Latin America,Venezuela (Bolivarian Republic of),Adult,18257638,0.645126592,2
Latin America,Venezuela (Bolivarian Republic of),Old,2641482,0.093335747,2
Northern America,Bermuda,Young,8984,0.138811205,1
Northern America,Bermuda,Adult,42199,0.652014029,1
Northern America,Bermuda,Old,13538,0.209174766,1
Northern America,Canada,Young,6014548,0.153045443,2
Northern America,Canada,Adult,25676985,0.653373376,2
Northern America,Canada,Old,7607566,0.193581181,2
Northern America,Greenland,Young,11638,0.208003432,1
Northern America,Greenland,Adult,38644,0.69067577,1
Northern America,Greenland,Old,5669,0.101320799,1
Northern America,Saint Pierre and Miquelon,Young,820,0.143683196,1
Northern America,Saint Pierre and Miquelon,Adult,3755,0.657963904,1
Northern America,Saint Pierre and Miquelon,Old,1132,0.1983529,1
Northern America,United States of America,Young,60433593,0.175946379,4
Northern America,United States of America,Adult,223169393,0.649735431,4
Northern America,United States of America,Old,59874347,0.17431819,4
Oceania,American Samoa,Young,13078,0.275071513,1
Oceania,American Samoa,Adult,30872,0.649335353,1
Oceania,American Samoa,Old,3594,0.075593135,1
Oceania,Australia,Young,4769212,0.180302797,2
Oceania,Australia,Adult,17083647,0.64585708,2
Oceania,Australia,Old,4598267,0.173840123,2
Oceania,Cook Islands,Young,3537,0.24831508,1
Oceania,Cook Islands,Adult,8871,0.622788543,1
Oceania,Cook Islands,Old,1836,0.128896377,1
Oceania,Fiji,Young,253079,0.273850269,1
Oceania,Fiji,Adult,612449,0.662715292,1
Oceania,Fiji,Old,58623,0.063434439,1
Oceania,French Polynesia,Young,55476,0.197335003,1
Oceania,French Polynesia,Adult,195494,0.69539637,1
Oceania,French Polynesia,Old,30156,0.107268627,1
Oceania,Guam,Young,43326,0.260177151,1
Oceania,Guam,Adult,103015,0.618615823,1
Oceania,Guam,Old,20184,0.121207026,1
Oceania,Kiribati,Young,46292,0.34926551,1
Oceania,Kiribati,Adult,80786,0.609517055,1
Oceania,Kiribati,Old,5463,0.041217435,1
Oceania,Marshall Islands,Young,13479,0.346958738,1
Oceania,Marshall Islands,Adult,23661,0.609050426,1
Oceania,Marshall Islands,Old,1709,0.043990836,1
Oceania,Micronesia (Fed. States of),Young,36188,0.321254195,1
Oceania,Micronesia (Fed. States of),Adult,69996,0.621380253,1
Oceania,Micronesia (Fed. States of),Old,6462,0.057365552,1
Oceania,Nauru,Young,4537,0.381260504,1
Oceania,Nauru,Adult,7039,0.591512605,1
Oceania,Nauru,Old,324,0.027226891,1
Oceania,New Caledonia,Young,62398,0.215253846,1
Oceania,New Caledonia,Adult,195330,0.673828226,1
Oceania,New Caledonia,Old,32153,0.110917928,1
Oceania,New Zealand,Young,950495,0.183747261,2
Oceania,New Zealand,Adult,3353379,0.648266648,2
Oceania,New Zealand,Old,868965,0.16798609,2
Oceania,Niue,Young,428,0.232482347,1
Oceania,Niue,Adult,1116,0.606192287,1
Oceania,Niue,Old,297,0.161325367,1
Oceania,Northern Mariana Islands,Young,10200,0.225833592,1
Oceania,Northern Mariana Islands,Adult,31016,0.686711243,1
Oceania,Northern Mariana Islands,Old,3950,0.087455165,1
Oceania,Palau,Young,3290,0.185341671,1
Oceania,Palau,Adult,12529,0.70581939,1
Oceania,Palau,Old,1932,0.108838939,1
Oceania,Papua New Guinea,Young,3512137,0.338042255,2
Oceania,Papua New Guinea,Adult,6529620,0.628474194,2
Oceania,Papua New Guinea,Old,347882,0.03348355,2
Oceania,Samoa,Young,83911,0.387266644,1
Oceania,Samoa,Adult,120397,0.55565709,1
Oceania,Samoa,Old,12367,0.057076266,1
Oceania,Solomon Islands,Young,298909,0.373629244,1
Oceania,Solomon Islands,Adult,472090,0.590101436,1
Oceania,Solomon Islands,Old,29016,0.03626932,1
Oceania,Tokelau,Young,651,0.268564356,1
Oceania,Tokelau,Adult,1582,0.652640264,1
Oceania,Tokelau,Old,191,0.07879538,1
Oceania,Tonga,Young,37260,0.356166479,1
Oceania,Tonga,Adult,60440,0.577742941,1
Oceania,Tonga,Old,6914,0.066090581,1
Oceania,Tuvalu,Young,3202,0.325505744,1
Oceania,Tuvalu,Adult,6010,0.610958626,1
Oceania,Tuvalu,Old,625,0.063535631,1
Oceania,Vanuatu,Young,123722,0.386122052,1
Oceania,Vanuatu,Adult,183178,0.57167735,1
Oceania,Vanuatu,Old,13522,0.042200598,1
Oceania,Wallis and Futuna Islands,Young,2425,0.212831315,1
Oceania,Wallis and Futuna Islands,Adult,7366,0.646480604,1
Oceania,Wallis and Futuna Islands,Old,1603,0.140688081,1
