GridNo,Lat,Long,Alt,NUTS3_ID,NUTS3_Desc,NUTS2_ID,NUTS2_Desc,NUTS1_ID,NUTS1_Desc,Country_ID,Country_Desc,RiverBank,Local
53047,38.34181,-7.88889,203,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Central - 53047
53048,38.39419,-7.60999,198,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Central - 53048
53049,38.44577,-7.33073,184,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Central - 53049
54046,38.50813,-8.22821,179,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Central - 54046
54047,38.56153,-7.94886,233,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Central - 54047
54048,38.61411,-7.66912,235,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Central - 54048
54049,38.66589,-7.38901,236,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Central - 54049
55045,38.67311,-8.56939,112,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Central - 55045
55046,38.72753,-8.28958,176,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Central - 55046
55047,38.78113,-8.00938,271,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Central - 55047
55048,38.83392,-7.72879,279,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Central - 55048
55049,38.88589,-7.44783,308,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Central - 55049
56047,39.00061,-8.07047,111,PT187,Alentejo Central,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Central - 56047
50043,37.46551,-8.74132,60,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Litoral - 50043
50044,37.52175,-8.53927,123,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Litoral - 50044
51043,37.68541,-8.76837,48,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Litoral - 51043
51044,37.74122,-8.60005,133,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Litoral - 51044
52043,37.94411,-8.82499,33,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Litoral - 52043
52044,37.96057,-8.66138,120,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Litoral - 52044
52045,38.01518,-8.38446,72,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Litoral - 52045
53044,38.17615,-8.68749,59,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Litoral - 53044
53045,38.23461,-8.44554,50,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Litoral - 53045
53046,38.28861,-8.1674,133,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Litoral - 53046
54044,38.40065,-8.72622,8,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Litoral - 54044
54045,38.45392,-8.50718,78,PT181,Alentejo Litoral,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alentejo Litoral - 54045
55050,38.93705,-7.16648,277,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alto Alentejo - 55050
56048,39.05361,-7.78903,218,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alto Alentejo - 56048
56049,39.10578,-7.50719,297,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alto Alentejo - 56049
56050,39.15714,-7.22498,306,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alto Alentejo - 56050
57047,39.21998,-8.13213,151,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alto Alentejo - 57047
57048,39.27318,-7.84982,210,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alto Alentejo - 57048
57049,39.32556,-7.56712,301,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alto Alentejo - 57049
58048,39.49263,-7.91118,185,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alto Alentejo - 58048
58049,39.54522,-7.6276,299,PT186,Alto Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Alto Alentejo - 58049
49045,37.35614,-8.20453,196,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Baixo Alentejo - 49045
49046,37.40934,-7.92967,309,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Baixo Alentejo - 49046
50045,37.57594,-8.26396,242,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Baixo Alentejo - 50045
50046,37.62934,-7.98829,219,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Baixo Alentejo - 50046
50047,37.68193,-7.71225,181,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Baixo Alentejo - 50047
50048,37.73373,-7.43585,200,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Baixo Alentejo - 50048
51045,37.79562,-8.32393,130,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Baixo Alentejo - 51045
51046,37.84922,-8.04745,172,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Baixo Alentejo - 51046
51047,37.90201,-7.77059,166,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Baixo Alentejo - 51047
51048,37.954,-7.49336,204,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Baixo Alentejo - 51048
51049,38.00519,-7.21578,200,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Baixo Alentejo - 51049
52046,38.06897,-8.10715,123,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Baixo Alentejo - 52046
52047,38.12197,-7.82947,166,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Baixo Alentejo - 52047
52048,38.17416,-7.55141,140,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Baixo Alentejo - 52048
52049,38.22554,-7.27299,170,PT184,Baixo Alentejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Baixo Alentejo - 52049
56044,38.84427,-8.89962,1,PT185,Lezíria do Tejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Lezíria do Tejo - 56044
56045,38.89218,-8.63218,34,PT185,Lezíria do Tejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Lezíria do Tejo - 56045
56046,38.9468,-8.35152,62,PT185,Lezíria do Tejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Lezíria do Tejo - 56046
57045,39.11112,-8.69555,26,PT185,Lezíria do Tejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Lezíria do Tejo - 57045
57046,39.16596,-8.41404,112,PT185,Lezíria do Tejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Lezíria do Tejo - 57046
58045,39.32994,-8.75951,69,PT185,Lezíria do Tejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Lezíria do Tejo - 58045
58046,39.38499,-8.47714,37,PT185,Lezíria do Tejo,PT18,Alentejo,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Alentejo - Lezíria do Tejo - 58046
47045,37.02611,-7.99694,3,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Algarve - Algarve - 47045
47046,37.03539,-7.85014,5,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Algarve - Algarve - 47046
47047,37.09893,-7.66692,5,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Algarve - Algarve - 47047
48042,37.05959,-8.91672,45,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Algarve - Algarve - 48042
48043,37.11127,-8.72465,2,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Algarve - Algarve - 48043
48044,37.14413,-8.41347,21,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Algarve - Algarve - 48044
48045,37.15727,-8.13669,45,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Algarve - Algarve - 48045
48046,37.18922,-7.87157,162,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Algarve - Algarve - 48046
48047,37.24609,-7.60206,63,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Algarve - Algarve - 48047
49042,37.14111,-8.89825,66,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Algarve - Algarve - 49042
49043,37.24443,-8.74371,77,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Algarve - Algarve - 49043
49044,37.30215,-8.47904,95,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Algarve - Algarve - 49044
49047,37.46174,-7.65444,158,PT150,Algarve,PT15,Algarve,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Algarve - Algarve - 49047
59049,39.76476,-7.68866,226,PT16H,Beira Baixa,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Beira Baixa - 59049
59050,39.81673,-7.40379,331,PT16H,Beira Baixa,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Beira Baixa - 59050
59051,39.86786,-7.11853,231,PT16H,Beira Baixa,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Beira Baixa - 59051
60048,39.9312,-8.03565,392,PT16H,Beira Baixa,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Beira Baixa - 60048
60049,39.9842,-7.75029,393,PT16H,Beira Baixa,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Beira Baixa - 60049
60051,40.08771,-7.17836,409,PT16H,Beira Baixa,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Beira Baixa - 60051
60050,40.03637,-7.46453,365,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Beiras e Serra da Estrela - 60050
61050,40.25589,-7.52584,436,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Beiras e Serra da Estrela - 61050
61051,40.30744,-7.23876,496,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Beiras e Serra da Estrela - 61051
61052,40.35814,-6.95128,792,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Beiras e Serra da Estrela - 61052
62050,40.47531,-7.58773,440,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Beiras e Serra da Estrela - 62050
62051,40.52706,-7.29974,700,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Beiras e Serra da Estrela - 62051
62052,40.57797,-7.01134,716,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Beiras e Serra da Estrela - 62052
63051,40.74657,-7.3613,448,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Beiras e Serra da Estrela - 63051
63052,40.79769,-7.07196,529,PT16J,Beiras e Serra da Estrela,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Beiras e Serra da Estrela - 63052
58047,39.43922,-8.19437,113,PT16I,Médio Tejo,PT16,Centro (PT),PT1,Continente,PT,Portugal,South of Tagus,Portugal - Centro (PT) - Médio Tejo - 58047
59046,39.60391,-8.54084,125,PT16I,Médio Tejo,PT16,Centro (PT),PT1,Continente,PT,Portugal,South of Tagus,Portugal - Centro (PT) - Médio Tejo - 59046
59047,39.65835,-8.25719,192,PT16I,Médio Tejo,PT16,Centro (PT),PT1,Continente,PT,Portugal,South of Tagus,Portugal - Centro (PT) - Médio Tejo - 59047
59048,39.71197,-7.97312,298,PT16I,Médio Tejo,PT16,Centro (PT),PT1,Continente,PT,Portugal,South of Tagus,Portugal - Centro (PT) - Médio Tejo - 59048
57044,39.05547,-8.97665,28,PT16B,Oeste,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Oeste - 57044
58043,39.2135,-9.27122,47,PT16B,Oeste,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Oeste - 58043
58044,39.27408,-9.04147,87,PT16B,Oeste,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Oeste - 58044
59043,39.36849,-9.29466,30,PT16B,Oeste,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Oeste - 59043
59044,39.47481,-9.07587,35,PT16B,Oeste,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Oeste - 59044
60044,39.66527,-9.03981,82,PT16B,Oeste,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Oeste - 60044
63047,40.53369,-8.51446,44,PT16D,Região de Aveiro,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Aveiro - 63047
64046,40.65119,-8.72655,4,PT16D,Região de Aveiro,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Aveiro - 64046
64047,40.74899,-8.57127,6,PT16D,Região de Aveiro,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Aveiro - 64047
61046,40.04138,-8.67003,31,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Coimbra - 61046
61047,40.09626,-8.38461,136,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Coimbra - 61047
61048,40.1503,-8.09877,244,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Coimbra - 61048
61049,40.20352,-7.81251,496,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Coimbra - 61049
62045,40.18218,-8.87825,24,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Coimbra - 62045
62046,40.25648,-8.7264,43,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Coimbra - 62046
62047,40.31503,-8.44923,61,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Coimbra - 62047
62049,40.42272,-7.87532,293,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Coimbra - 62049
63046,40.47278,-8.72827,19,PT16E,Região de Coimbra,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Coimbra - 63046
59045,39.54864,-8.82408,173,PT16F,Região de Leiria,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Leiria - 59045
60045,39.76334,-8.87971,67,PT16F,Região de Leiria,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Leiria - 60045
60046,39.82271,-8.60513,162,PT16F,Região de Leiria,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Leiria - 60046
60047,39.87736,-8.3206,256,PT16F,Região de Leiria,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Leiria - 60047
61045,39.97015,-8.86985,30,PT16F,Região de Leiria,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Região de Leiria - 61045
62048,40.36929,-8.16248,171,PT16G,Viseu Dão Lafões,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Viseu Dão Lafões - 62048
63048,40.58817,-8.2268,296,PT16G,Viseu Dão Lafões,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Viseu Dão Lafões - 63048
63049,40.64181,-7.93872,369,PT16G,Viseu Dão Lafões,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Viseu Dão Lafões - 63049
63050,40.69461,-7.65022,497,PT16G,Viseu Dão Lafões,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Viseu Dão Lafões - 63050
64049,40.86078,-8.00274,432,PT16G,Viseu Dão Lafões,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Viseu Dão Lafões - 64049
64050,40.9138,-7.71331,749,PT16G,Viseu Dão Lafões,PT16,Centro (PT),PT1,Continente,PT,Portugal,North of Tagus,Portugal - Centro (PT) - Viseu Dão Lafões - 64050
68047,41.64405,-8.76445,36,PT111,Alto Minho,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Alto Minho - 68047
68048,41.68079,-8.55779,63,PT111,Alto Minho,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Alto Minho - 68048
69047,41.85114,-8.82302,51,PT111,Alto Minho,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Alto Minho - 69047
69048,41.89897,-8.62591,131,PT111,Alto Minho,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Alto Minho - 69048
69049,41.95395,-8.33218,289,PT111,Alto Minho,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Alto Minho - 69049
67051,41.62352,-7.61352,866,PT11B,Alto Tâmega,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Alto Tâmega - 67051
67052,41.67549,-7.32038,797,PT11B,Alto Tâmega,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Alto Tâmega - 67052
68050,41.78944,-7.97179,825,PT11B,Alto Tâmega,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Alto Tâmega - 68050
68051,41.84248,-7.67811,894,PT11B,Alto Tâmega,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Alto Tâmega - 68051
66050,41.35185,-7.8413,498,PT119,Ave,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Ave - 66050
67048,41.4625,-8.49031,83,PT119,Ave,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Ave - 67048
67049,41.51703,-8.1985,276,PT119,Ave,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Ave - 67049
67050,41.5707,-7.90623,486,PT119,Ave,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Ave - 67050
68049,41.73555,-8.26502,218,PT112,Cávado,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Cávado - 68049
64051,40.96597,-7.42345,646,PT11D,Douro,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Douro - 64051
64052,41.0173,-7.13317,363,PT11D,Douro,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Douro - 64052
64053,41.06778,-6.84248,416,PT11D,Douro,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Douro - 64053
65050,41.13288,-7.777,369,PT11D,Douro,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Douro - 65050
65051,41.18527,-7.4862,378,PT11D,Douro,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Douro - 65051
66051,41.40445,-7.54955,644,PT11D,Douro,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Douro - 66051
65052,41.2368,-7.19497,330,PT11E,Terras de Trás-os-Montes,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Terras de Trás-os-Montes - 65052
65053,41.28749,-6.90333,377,PT11E,Terras de Trás-os-Montes,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Terras de Trás-os-Montes - 65053
65054,41.33732,-6.61127,713,PT11E,Terras de Trás-os-Montes,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Terras de Trás-os-Montes - 65054
65055,41.3863,-6.3188,713,PT11E,Terras de Trás-os-Montes,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Terras de Trás-os-Montes - 65055
66052,41.4562,-7.25737,304,PT11E,Terras de Trás-os-Montes,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Terras de Trás-os-Montes - 66052
66053,41.50709,-6.96476,591,PT11E,Terras de Trás-os-Montes,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Terras de Trás-os-Montes - 66053
66054,41.55713,-6.67173,615,PT11E,Terras de Trás-os-Montes,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Terras de Trás-os-Montes - 66054
66055,41.60631,-6.37829,765,PT11E,Terras de Trás-os-Montes,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Terras de Trás-os-Montes - 66055
67053,41.72659,-7.0268,801,PT11E,Terras de Trás-os-Montes,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Terras de Trás-os-Montes - 67053
67054,41.77684,-6.73279,747,PT11E,Terras de Trás-os-Montes,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Terras de Trás-os-Montes - 67054
68053,41.94599,-7.08943,744,PT11E,Terras de Trás-os-Montes,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Terras de Trás-os-Montes - 68053
65048,41.02557,-8.3573,134,PT11C,Tâmega e Sousa,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Tâmega e Sousa - 65048
65049,41.07965,-8.06737,332,PT11C,Tâmega e Sousa,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Tâmega e Sousa - 65049
66049,41.29839,-8.13262,229,PT11C,Tâmega e Sousa,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Tâmega e Sousa - 66049
64048,40.80692,-8.29174,303,PT11A,Área Metropolitana do Porto,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Área Metropolitana do Porto - 64048
65047,40.97132,-8.58028,96,PT11A,Área Metropolitana do Porto,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Área Metropolitana do Porto - 65047
66047,41.20738,-8.63534,49,PT11A,Área Metropolitana do Porto,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Área Metropolitana do Porto - 66047
66048,41.24409,-8.42349,128,PT11A,Área Metropolitana do Porto,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Área Metropolitana do Porto - 66048
67047,41.42004,-8.70265,31,PT11A,Área Metropolitana do Porto,PT11,Norte,PT1,Continente,PT,Portugal,North of Tagus,Portugal - Norte - Área Metropolitana do Porto - 67047
54043,38.44315,-9.10193,196,PT170,Área Metropolitana de Lisboa,PT17,Área Metropolitana de Lisboa,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Área Metropolitana de Lisboa - Área Metropolitana de Lisboa - 54043
55043,38.56054,-9.09596,40,PT170,Área Metropolitana de Lisboa,PT17,Área Metropolitana de Lisboa,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Área Metropolitana de Lisboa - Área Metropolitana de Lisboa - 55043
55044,38.62276,-8.84895,21,PT170,Área Metropolitana de Lisboa,PT17,Área Metropolitana de Lisboa,PT1,Continente,PT,Portugal,South of Tagus,Portugal - Área Metropolitana de Lisboa - Área Metropolitana de Lisboa - 55044
