GridNo,Lat,Long,Alt,NUTS3_ID,NUTS3_Desc,NUTS2_ID,NUTS2_Desc,NUTS1_ID,NUTS1_Desc,Country_ID,Country_Desc,RiverBank,Local
75055,43.51593,-6.93301,53,ES120,Asturias,ES12,Principado de Asturias,ES1,Noroeste (ES),ES,Spain,North of Tagus,Spain - Principado de Asturias - Asturias - 75055
75056,43.53869,-6.65546,51,ES120,Asturias,ES12,Principado de Asturias,ES1,Noroeste (ES),ES,Spain,North of Tagus,Spain - Principado de Asturias - Asturias - 75056
75057,43.55808,-6.39537,1,ES120,Asturias,ES12,Principado de Asturias,ES1,Noroeste (ES),ES,Spain,North of Tagus,Spain - Principado de Asturias - Asturias - 75057
75059,43.65092,-5.84317,1,ES120,Asturias,ES12,Principado de Asturias,ES1,Noroeste (ES),ES,Spain,North of Tagus,Spain - Principado de Asturias - Asturias - 75059
45068,37.48681,-1.6523,195,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 45068
45069,37.56817,-1.3985,49,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 45069
45070,37.61352,-1.0965,40,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 45070
45071,37.62683,-0.85665,57,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 45071
46067,37.66898,-1.96175,661,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 46067
46068,37.70391,-1.68269,461,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 46068
46069,37.73801,-1.4034,165,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 46069
46070,37.7713,-1.12387,96,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 46070
46071,37.81662,-0.88076,11,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 46071
47067,37.89279,-2.00121,906,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 47067
47068,37.92785,-1.72128,736,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 47068
47069,37.96208,-1.4411,227,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 47069
47070,37.9955,-1.16068,50,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 47070
48067,38.1165,-2.04105,1083,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 48067
48068,38.1517,-1.76023,449,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 48068
48069,38.18607,-1.47916,429,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 48069
48070,38.21961,-1.19784,174,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 48070
49070,38.44364,-1.23535,520,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 49070
50070,38.66758,-1.27321,766,ES620,Murcia,ES62,Región de Murcia,ES6,Sur (ES),ES,Spain,South of Tagus,Spain - Región de Murcia - Murcia - 50070
