STRUCTURE_NAME,indic_de,Demographic indicator,Geo_Cod,Geo_Desc,Ano,OBS_VALUE,Rank
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1979,13.3,18
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1980,12.4,18
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1981,11.8,19
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1982,11.1,21
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1983,10.4,21
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1984,9.8,21
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1985,9.1,19
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1986,8.7,21
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1987,8.4,20
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1988,7.6,23
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1989,7.5,23
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1990,7,25
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1991,6.9,24
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1992,6.2,25
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1993,5.8,24
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1994,5.6,23
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1995,5.3,23
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1996,5,21
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1997,4.9,23
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1998,4.7,25
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,1999,4.5,22
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2000,4.4,23
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2001,4.3,21
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2002,4.2,20
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2003,4.2,16
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2004,4.1,16
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2005,3.9,16
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2006,3.8,13
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2007,3.9,14
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2008,3.5,17
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2009,3.5,16
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2010,3.4,18
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2011,3.6,11
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2012,3.3,18
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2013,3.3,17
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2014,3.2,16
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2015,3.3,14
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2016,3.4,14
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2017,3.3,14
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2018,3.2,16
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2019,3.2,15
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2020,3.1,16
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2021,3,15
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2022,3.2,11
Infant mortality rates,INFMORRT,Infant mortality rate,DE_TOT,Germany including former GDR,2023,3.2,14
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1960,21.5,22
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1961,21.8,23
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1962,20.1,25
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1963,19.1,24
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1964,18.7,24
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1965,18.7,24
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1966,16.9,24
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1967,15.8,24
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1968,16.4,24
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1969,14.8,24
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1970,14.2,24
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1971,13.5,24
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1972,12.2,24
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1973,11.5,25
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1974,10.7,26
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1975,10.4,25
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1976,10.2,25
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1977,8.7,26
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1978,8.8,25
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1979,8.8,24
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1980,8.4,25
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1981,7.9,25
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1982,8.2,25
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1983,7.7,25
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1984,7.7,25
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1985,7.9,25
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1986,8.2,22
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1987,8.3,21
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1988,7.6,24
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1989,8,21
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1990,7.5,21
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1991,7.3,22
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1992,6.6,22
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1993,5.4,25
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1994,5.5,24
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1995,5.1,24
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1996,5.6,18
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1997,5.2,19
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1998,4.7,24
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,1999,4.2,25
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2000,5.3,14
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2001,4.9,15
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2002,4.4,18
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2003,4.4,15
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2004,4.4,13
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2005,4.4,13
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2006,3.5,19
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2007,4,12
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2008,4,11
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2009,3.1,21
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2010,3.4,17
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2011,3.5,16
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2012,3.4,16
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2013,3.5,16
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2014,4,8
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2015,3.7,11
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2016,3.1,17
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2017,3.8,9
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2018,3.7,10
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2019,3,16
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2020,3.2,13
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2021,3.1,13
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2022,3.3,10
Infant mortality rates,INFMORRT,Infant mortality rate,DK,Denmark,2023,3.5,11
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1960,31.1,17
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1961,28,18
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1962,25.2,21
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1963,26,20
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1964,25.4,19
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1965,20.3,22
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1966,20,22
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1967,19.2,22
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1968,18,22
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1969,16.7,23
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1970,17.7,22
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1971,17.5,20
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1972,15.9,22
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1973,15.9,19
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1974,17.6,19
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1975,18.2,18
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1976,17.5,16
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1977,17.5,13
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1978,16.5,14
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1979,18.3,9
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1980,17.1,9
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1981,17,8
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1982,17.2,8
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1983,16.1,8
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1984,13.6,12
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1985,14.1,12
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1986,16,4
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1987,16,4
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1988,12.5,9
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1989,14.8,4
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1990,12.3,7
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1991,13.3,7
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1992,15.7,6
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1993,15.6,5
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1994,14.4,5
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1995,14.9,3
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1996,10.5,7
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1997,10,6
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1998,9.4,6
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,1999,9.6,4
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2000,8.4,7
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2001,8.8,4
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2002,5.7,9
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2003,7,6
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2004,6.4,8
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2005,5.4,9
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2006,4.4,10
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2007,5,10
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2008,5,9
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2009,3.6,13
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2010,3.3,19
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2011,2.5,25
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2012,3.6,12
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2013,2.1,25
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2014,2.7,22
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2015,2.5,25
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2016,2.3,25
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2017,2.3,24
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2018,1.6,27
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2019,1.6,27
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2020,1.4,27
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2021,2.2,24
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2022,2.2,26
Infant mortality rates,INFMORRT,Infant mortality rate,EE,Estonia,2023,1.7,27
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1960,40.1,8
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1961,39.8,8
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1962,40.3,7
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1963,39.3,7
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1964,35.8,7
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1965,34.3,8
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1966,34,7
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1967,34.3,6
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1968,34.4,6
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1969,31.8,6
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1970,29.6,6
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1971,26.9,7
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1972,27.3,6
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1973,24.1,9
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1974,23.9,6
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1975,24,5
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1976,22.5,7
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1977,20.4,8
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1978,19.3,8
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1979,18.7,8
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1980,17.9,8
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1981,16.3,10
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1982,15.1,9
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1983,14.6,11
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1984,14.3,9
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1985,14.1,11
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1986,12.2,12
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1987,11.7,12
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1988,11,13
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1989,9.7,15
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1990,9.7,13
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1991,9,15
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1992,8.4,16
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1993,8.5,13
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1994,7.9,12
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1995,8.1,12
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1996,7.2,12
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1997,6.4,12
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1998,6.7,12
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,1999,6.2,11
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2000,5.9,11
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2001,5.1,13
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2002,5.1,12
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2003,4,22
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2004,4.1,15
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2005,3.8,17
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2006,3.7,16
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2007,3.5,18
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2008,2.7,23
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2009,3.1,22
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2010,3.8,11
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2011,3.4,18
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2012,2.9,21
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2013,3.7,12
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2014,3.7,11
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2015,4,10
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2016,4.2,7
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2017,3.5,13
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2018,3.5,11
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2019,3.7,9
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2020,3.2,14
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2021,3.5,8
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2022,3,16
Infant mortality rates,INFMORRT,Infant mortality rate,EL,Greece,2023,3.4,12
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1960,35.4,12
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1961,37.3,10
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1962,32.4,13
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1963,31.7,12
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1964,30.8,11
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1965,29.4,12
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1966,28,12
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1967,26.1,13
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1968,24.6,13
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1969,22.6,15
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1970,20.7,17
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1971,18.8,18
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1972,16.3,19
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1973,15.2,23
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1974,13.7,22
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1975,18.9,14
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1976,17.1,17
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1977,16,16
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1978,15.3,16
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1979,14.3,17
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1980,12.3,19
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1981,12.5,18
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1982,11.3,19
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1983,10.9,19
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1984,9.9,20
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1985,8.9,21
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1986,9.2,19
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1987,8.9,19
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1988,8,21
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1989,7.8,22
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1990,7.6,20
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1991,7.2,23
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1992,7.1,20
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1993,6.7,18
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1994,6,19
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1995,5.5,18
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1996,5.5,19
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1997,5,20
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1998,4.9,21
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,1999,4.5,21
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2000,4.4,22
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2001,4,23
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2002,4.1,24
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2003,3.9,23
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2004,3.9,18
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2005,3.7,21
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2006,3.5,18
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2007,3.4,19
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2008,3.3,19
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2009,3.2,19
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2010,3.2,20
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2011,3.1,19
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2012,3.1,20
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2013,2.7,23
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2014,2.8,21
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2015,2.7,21
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2016,2.7,22
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2017,2.7,20
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2018,2.7,20
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2019,2.6,21
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2020,2.6,19
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2021,2.5,20
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2022,2.6,18
Infant mortality rates,INFMORRT,Infant mortality rate,ES,Spain,2023,2.6,19
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1960,21,23
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1961,20.8,24
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1962,20.5,24
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1963,18.2,25
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1964,17,25
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1965,17.6,25
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1966,15,25
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1967,14.8,25
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1968,13.8,25
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1969,14.3,25
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1970,13.2,25
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1971,12.7,25
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1972,12,25
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1973,10.6,26
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1974,11,25
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1975,9.6,26
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1976,9.8,26
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1977,9,25
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1978,7.5,27
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1979,7.6,26
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1980,7.6,26
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1981,6.5,27
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1982,6,27
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1983,6.2,27
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1984,6.5,26
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1985,6.3,27
Infant mortality rates,INFMORRT,Infant mortality rate,FI,Finland,1986,5.8,27
