NUTS3_Cod,NUTS3_Desc,Sexo,Idade,População,Pct
196,Beiras e S. Estrela,Homens,70,1432,-0.0068
196,Beiras e S. Estrela,Homens,71,1505,-0.0071
196,Beiras e S. Estrela,Homens,72,1546,-0.0073
196,Beiras e S. Estrela,Homens,73,1344,-0.0064
196,Beiras e S. Estrela,Homens,74,1181,-0.0056
196,Beiras e S. Estrela,Homens,75,1285,-0.0061
196,Beiras e S. Estrela,Homens,76,1225,-0.0058
196,Beiras e S. Estrela,Homens,77,1161,-0.0055
196,Beiras e S. Estrela,Homens,78,1142,-0.0054
196,Beiras e S. Estrela,Homens,79,929,-0.0044
196,Beiras e S. Estrela,Homens,80,973,-0.0046
196,Beiras e S. Estrela,Homens,81,995,-0.0047
196,Beiras e S. Estrela,Homens,82,991,-0.0047
196,Beiras e S. Estrela,Homens,83,881,-0.0042
196,Beiras e S. Estrela,Homens,84,814,-0.0039
196,Beiras e S. Estrela,Homens,85,760,-0.0036
196,Beiras e S. Estrela,Homens,86,651,-0.0031
196,Beiras e S. Estrela,Homens,87,550,-0.0026
196,Beiras e S. Estrela,Homens,88,478,-0.0023
196,Beiras e S. Estrela,Homens,89,416,-0.002
196,Beiras e S. Estrela,Homens,90,346,-0.0016
196,Beiras e S. Estrela,Homens,91,253,-0.0012
196,Beiras e S. Estrela,Homens,92,201,-0.001
196,Beiras e S. Estrela,Homens,93,163,-0.0008
196,Beiras e S. Estrela,Homens,94,117,-0.0006
196,Beiras e S. Estrela,Homens,95,95,-0.0005
196,Beiras e S. Estrela,Homens,96,65,-0.0003
196,Beiras e S. Estrela,Homens,97,33,-0.0002
196,Beiras e S. Estrela,Homens,98,26,-0.0001
196,Beiras e S. Estrela,Homens,99,24,-0.0001
196,Beiras e S. Estrela,Homens,100,30,-0.0001
196,Beiras e S. Estrela,Mulheres,0,549,0.0026
196,Beiras e S. Estrela,Mulheres,1,577,0.0027
196,Beiras e S. Estrela,Mulheres,2,606,0.0029
196,Beiras e S. Estrela,Mulheres,3,647,0.0031
196,Beiras e S. Estrela,Mulheres,4,623,0.003
196,Beiras e S. Estrela,Mulheres,5,653,0.0031
196,Beiras e S. Estrela,Mulheres,6,644,0.0031
196,Beiras e S. Estrela,Mulheres,7,623,0.003
196,Beiras e S. Estrela,Mulheres,8,657,0.0031
196,Beiras e S. Estrela,Mulheres,9,718,0.0034
196,Beiras e S. Estrela,Mulheres,10,700,0.0033
196,Beiras e S. Estrela,Mulheres,11,717,0.0034
196,Beiras e S. Estrela,Mulheres,12,763,0.0036
196,Beiras e S. Estrela,Mulheres,13,763,0.0036
196,Beiras e S. Estrela,Mulheres,14,857,0.0041
196,Beiras e S. Estrela,Mulheres,15,857,0.0041
196,Beiras e S. Estrela,Mulheres,16,805,0.0038
196,Beiras e S. Estrela,Mulheres,17,855,0.0041
196,Beiras e S. Estrela,Mulheres,18,925,0.0044
196,Beiras e S. Estrela,Mulheres,19,824,0.0039
196,Beiras e S. Estrela,Mulheres,20,993,0.0047
196,Beiras e S. Estrela,Mulheres,21,997,0.0047
196,Beiras e S. Estrela,Mulheres,22,1018,0.0048
196,Beiras e S. Estrela,Mulheres,23,881,0.0042
196,Beiras e S. Estrela,Mulheres,24,847,0.004
196,Beiras e S. Estrela,Mulheres,25,823,0.0039
196,Beiras e S. Estrela,Mulheres,26,798,0.0038
196,Beiras e S. Estrela,Mulheres,27,784,0.0037
196,Beiras e S. Estrela,Mulheres,28,791,0.0038
196,Beiras e S. Estrela,Mulheres,29,810,0.0038
196,Beiras e S. Estrela,Mulheres,30,795,0.0038
196,Beiras e S. Estrela,Mulheres,31,864,0.0041
196,Beiras e S. Estrela,Mulheres,32,858,0.0041
196,Beiras e S. Estrela,Mulheres,33,890,0.0042
196,Beiras e S. Estrela,Mulheres,34,901,0.0043
196,Beiras e S. Estrela,Mulheres,35,975,0.0046
196,Beiras e S. Estrela,Mulheres,36,1036,0.0049
196,Beiras e S. Estrela,Mulheres,37,1094,0.0052
196,Beiras e S. Estrela,Mulheres,38,1130,0.0054
196,Beiras e S. Estrela,Mulheres,39,1220,0.0058
196,Beiras e S. Estrela,Mulheres,40,1221,0.0058
196,Beiras e S. Estrela,Mulheres,41,1224,0.0058
196,Beiras e S. Estrela,Mulheres,42,1302,0.0062
196,Beiras e S. Estrela,Mulheres,43,1405,0.0067
196,Beiras e S. Estrela,Mulheres,44,1423,0.0068
196,Beiras e S. Estrela,Mulheres,45,1423,0.0068
196,Beiras e S. Estrela,Mulheres,46,1360,0.0065
196,Beiras e S. Estrela,Mulheres,47,1395,0.0066
196,Beiras e S. Estrela,Mulheres,48,1372,0.0065
196,Beiras e S. Estrela,Mulheres,49,1406,0.0067
196,Beiras e S. Estrela,Mulheres,50,1406,0.0067
196,Beiras e S. Estrela,Mulheres,51,1441,0.0068
196,Beiras e S. Estrela,Mulheres,52,1488,0.0071
196,Beiras e S. Estrela,Mulheres,53,1589,0.0075
196,Beiras e S. Estrela,Mulheres,54,1505,0.0071
196,Beiras e S. Estrela,Mulheres,55,1575,0.0075
196,Beiras e S. Estrela,Mulheres,56,1636,0.0078
196,Beiras e S. Estrela,Mulheres,57,1612,0.0077
196,Beiras e S. Estrela,Mulheres,58,1689,0.008
196,Beiras e S. Estrela,Mulheres,59,1793,0.0085
196,Beiras e S. Estrela,Mulheres,60,1709,0.0081
196,Beiras e S. Estrela,Mulheres,61,1827,0.0087
196,Beiras e S. Estrela,Mulheres,62,1749,0.0083
196,Beiras e S. Estrela,Mulheres,63,1844,0.0088
196,Beiras e S. Estrela,Mulheres,64,1775,0.0084
196,Beiras e S. Estrela,Mulheres,65,1793,0.0085
196,Beiras e S. Estrela,Mulheres,66,1741,0.0083
196,Beiras e S. Estrela,Mulheres,67,1695,0.008
196,Beiras e S. Estrela,Mulheres,68,1736,0.0082
196,Beiras e S. Estrela,Mulheres,69,1731,0.0082
196,Beiras e S. Estrela,Mulheres,70,1685,0.008
196,Beiras e S. Estrela,Mulheres,71,1624,0.0077
196,Beiras e S. Estrela,Mulheres,72,1726,0.0082
196,Beiras e S. Estrela,Mulheres,73,1609,0.0076
196,Beiras e S. Estrela,Mulheres,74,1459,0.0069
196,Beiras e S. Estrela,Mulheres,75,1674,0.0079
196,Beiras e S. Estrela,Mulheres,76,1678,0.008
196,Beiras e S. Estrela,Mulheres,77,1554,0.0074
196,Beiras e S. Estrela,Mulheres,78,1416,0.0067
196,Beiras e S. Estrela,Mulheres,79,1294,0.0061
196,Beiras e S. Estrela,Mulheres,80,1246,0.0059
196,Beiras e S. Estrela,Mulheres,81,1393,0.0066
196,Beiras e S. Estrela,Mulheres,82,1403,0.0067
196,Beiras e S. Estrela,Mulheres,83,1332,0.0063
196,Beiras e S. Estrela,Mulheres,84,1247,0.0059
196,Beiras e S. Estrela,Mulheres,85,1215,0.0058
196,Beiras e S. Estrela,Mulheres,86,1140,0.0054
196,Beiras e S. Estrela,Mulheres,87,992,0.0047
196,Beiras e S. Estrela,Mulheres,88,925,0.0044
196,Beiras e S. Estrela,Mulheres,89,787,0.0037
196,Beiras e S. Estrela,Mulheres,90,762,0.0036
196,Beiras e S. Estrela,Mulheres,91,584,0.0028
196,Beiras e S. Estrela,Mulheres,92,556,0.0026
196,Beiras e S. Estrela,Mulheres,93,386,0.0018
196,Beiras e S. Estrela,Mulheres,94,318,0.0015
196,Beiras e S. Estrela,Mulheres,95,257,0.0012
196,Beiras e S. Estrela,Mulheres,96,198,0.0009
196,Beiras e S. Estrela,Mulheres,97,124,0.0006
196,Beiras e S. Estrela,Mulheres,98,97,0.0005
196,Beiras e S. Estrela,Mulheres,99,76,0.0004
196,Beiras e S. Estrela,Mulheres,100,110,0.0005
1D1,Oeste,Homens,0,1346,-0.0037
1D1,Oeste,Homens,1,1485,-0.0041
1D1,Oeste,Homens,2,1468,-0.004
1D1,Oeste,Homens,3,1420,-0.0039
1D1,Oeste,Homens,4,1535,-0.0042
1D1,Oeste,Homens,5,1643,-0.0045
1D1,Oeste,Homens,6,1573,-0.0043
1D1,Oeste,Homens,7,1460,-0.004
1D1,Oeste,Homens,8,1616,-0.0044
1D1,Oeste,Homens,9,1707,-0.0047
1D1,Oeste,Homens,10,1737,-0.0048
1D1,Oeste,Homens,11,1776,-0.0049
1D1,Oeste,Homens,12,1811,-0.005
1D1,Oeste,Homens,13,1909,-0.0053
1D1,Oeste,Homens,14,1809,-0.005
1D1,Oeste,Homens,15,1911,-0.0053
1D1,Oeste,Homens,16,1948,-0.0054
1D1,Oeste,Homens,17,2063,-0.0057
1D1,Oeste,Homens,18,2016,-0.0055
1D1,Oeste,Homens,19,1915,-0.0053
1D1,Oeste,Homens,20,2039,-0.0056
1D1,Oeste,Homens,21,2008,-0.0055
1D1,Oeste,Homens,22,2001,-0.0055
1D1,Oeste,Homens,23,1938,-0.0053
1D1,Oeste,Homens,24,1967,-0.0054
1D1,Oeste,Homens,25,1774,-0.0049
1D1,Oeste,Homens,26,1836,-0.0051
1D1,Oeste,Homens,27,1794,-0.0049
1D1,Oeste,Homens,28,1777,-0.0049
1D1,Oeste,Homens,29,1794,-0.0049
1D1,Oeste,Homens,30,1819,-0.005
1D1,Oeste,Homens,31,1863,-0.0051
1D1,Oeste,Homens,32,1757,-0.0048
1D1,Oeste,Homens,33,1844,-0.0051
1D1,Oeste,Homens,34,1862,-0.0051
1D1,Oeste,Homens,35,1846,-0.0051
1D1,Oeste,Homens,36,2051,-0.0056
1D1,Oeste,Homens,37,2301,-0.0063
1D1,Oeste,Homens,38,2316,-0.0064
1D1,Oeste,Homens,39,2345,-0.0065
1D1,Oeste,Homens,40,2384,-0.0066
1D1,Oeste,Homens,41,2521,-0.0069
1D1,Oeste,Homens,42,2624,-0.0072
1D1,Oeste,Homens,43,2681,-0.0074
1D1,Oeste,Homens,44,2813,-0.0077
1D1,Oeste,Homens,45,2808,-0.0077
1D1,Oeste,Homens,46,2801,-0.0077
1D1,Oeste,Homens,47,2649,-0.0073
1D1,Oeste,Homens,48,2775,-0.0076
1D1,Oeste,Homens,49,2574,-0.0071
1D1,Oeste,Homens,50,2589,-0.0071
1D1,Oeste,Homens,51,2551,-0.007
1D1,Oeste,Homens,52,2569,-0.0071
1D1,Oeste,Homens,53,2559,-0.007
1D1,Oeste,Homens,54,2485,-0.0068
1D1,Oeste,Homens,55,2530,-0.007
1D1,Oeste,Homens,56,2404,-0.0066
1D1,Oeste,Homens,57,2414,-0.0066
1D1,Oeste,Homens,58,2371,-0.0065
1D1,Oeste,Homens,59,2385,-0.0066
1D1,Oeste,Homens,60,2373,-0.0065
1D1,Oeste,Homens,61,2362,-0.0065
1D1,Oeste,Homens,62,2359,-0.0065
1D1,Oeste,Homens,63,2257,-0.0062
1D1,Oeste,Homens,64,2134,-0.0059
1D1,Oeste,Homens,65,2272,-0.0063
1D1,Oeste,Homens,66,2300,-0.0063
1D1,Oeste,Homens,67,2232,-0.0061
1D1,Oeste,Homens,68,2191,-0.006
1D1,Oeste,Homens,69,2188,-0.006
1D1,Oeste,Homens,70,2177,-0.006
1D1,Oeste,Homens,71,2037,-0.0056
1D1,Oeste,Homens,72,1969,-0.0054
1D1,Oeste,Homens,73,1929,-0.0053
1D1,Oeste,Homens,74,1824,-0.005
1D1,Oeste,Homens,75,1849,-0.0051
1D1,Oeste,Homens,76,1622,-0.0045
1D1,Oeste,Homens,77,1578,-0.0043
1D1,Oeste,Homens,78,1496,-0.0041
1D1,Oeste,Homens,79,1289,-0.0035
1D1,Oeste,Homens,80,1213,-0.0033
1D1,Oeste,Homens,81,1340,-0.0037
1D1,Oeste,Homens,82,1198,-0.0033
1D1,Oeste,Homens,83,1112,-0.0031
1D1,Oeste,Homens,84,919,-0.0025
1D1,Oeste,Homens,85,797,-0.0022
1D1,Oeste,Homens,86,733,-0.002
1D1,Oeste,Homens,87,604,-0.0017
1D1,Oeste,Homens,88,491,-0.0014
1D1,Oeste,Homens,89,385,-0.0011
1D1,Oeste,Homens,90,345,-0.0009
1D1,Oeste,Homens,91,220,-0.0006
1D1,Oeste,Homens,92,182,-0.0005
1D1,Oeste,Homens,93,151,-0.0004
1D1,Oeste,Homens,94,98,-0.0003
1D1,Oeste,Homens,95,57,-0.0002
1D1,Oeste,Homens,96,51,-0.0001
1D1,Oeste,Homens,97,22,-0.0001
1D1,Oeste,Homens,98,12,0
1D1,Oeste,Homens,99,14,0
1D1,Oeste,Homens,100,11,0
1D1,Oeste,Mulheres,0,1263,0.0035
1D1,Oeste,Mulheres,1,1379,0.0038
1D1,Oeste,Mulheres,2,1410,0.0039
1D1,Oeste,Mulheres,3,1499,0.0041
1D1,Oeste,Mulheres,4,1461,0.004
1D1,Oeste,Mulheres,5,1545,0.0043
1D1,Oeste,Mulheres,6,1553,0.0043
1D1,Oeste,Mulheres,7,1401,0.0039
1D1,Oeste,Mulheres,8,1538,0.0042
1D1,Oeste,Mulheres,9,1593,0.0044
1D1,Oeste,Mulheres,10,1775,0.0049
1D1,Oeste,Mulheres,11,1674,0.0046
1D1,Oeste,Mulheres,12,1702,0.0047
1D1,Oeste,Mulheres,13,1736,0.0048
1D1,Oeste,Mulheres,14,1805,0.005
1D1,Oeste,Mulheres,15,1803,0.005
1D1,Oeste,Mulheres,16,1810,0.005
1D1,Oeste,Mulheres,17,1883,0.0052
1D1,Oeste,Mulheres,18,1837,0.0051
1D1,Oeste,Mulheres,19,1798,0.0049
1D1,Oeste,Mulheres,20,1930,0.0053
1D1,Oeste,Mulheres,21,1945,0.0054
1D1,Oeste,Mulheres,22,1817,0.005
1D1,Oeste,Mulheres,23,1777,0.0049
1D1,Oeste,Mulheres,24,1791,0.0049
1D1,Oeste,Mulheres,25,1731,0.0048
1D1,Oeste,Mulheres,26,1673,0.0046
1D1,Oeste,Mulheres,27,1714,0.0047
1D1,Oeste,Mulheres,28,1739,0.0048
1D1,Oeste,Mulheres,29,1712,0.0047
1D1,Oeste,Mulheres,30,1739,0.0048
1D1,Oeste,Mulheres,31,1743,0.0048
1D1,Oeste,Mulheres,32,1743,0.0048
1D1,Oeste,Mulheres,33,1875,0.0052
1D1,Oeste,Mulheres,34,1841,0.0051
1D1,Oeste,Mulheres,35,2030,0.0056
1D1,Oeste,Mulheres,36,2152,0.0059
1D1,Oeste,Mulheres,37,2321,0.0064
1D1,Oeste,Mulheres,38,2414,0.0066
1D1,Oeste,Mulheres,39,2492,0.0069
1D1,Oeste,Mulheres,40,2568,0.0071
1D1,Oeste,Mulheres,41,2626,0.0072
1D1,Oeste,Mulheres,42,2777,0.0076
1D1,Oeste,Mulheres,43,2876,0.0079
1D1,Oeste,Mulheres,44,2889,0.0079
1D1,Oeste,Mulheres,45,3034,0.0083
1D1,Oeste,Mulheres,46,2963,0.0082
1D1,Oeste,Mulheres,47,2865,0.0079
1D1,Oeste,Mulheres,48,2964,0.0082
1D1,Oeste,Mulheres,49,2899,0.008
1D1,Oeste,Mulheres,50,2786,0.0077
1D1,Oeste,Mulheres,51,2776,0.0076
1D1,Oeste,Mulheres,52,2639,0.0073
1D1,Oeste,Mulheres,53,2750,0.0076
1D1,Oeste,Mulheres,54,2712,0.0075
1D1,Oeste,Mulheres,55,2705,0.0074
1D1,Oeste,Mulheres,56,2737,0.0075
1D1,Oeste,Mulheres,57,2753,0.0076
1D1,Oeste,Mulheres,58,2706,0.0074
1D1,Oeste,Mulheres,59,2662,0.0073
1D1,Oeste,Mulheres,60,2660,0.0073
1D1,Oeste,Mulheres,61,2541,0.007
1D1,Oeste,Mulheres,62,2602,0.0072
1D1,Oeste,Mulheres,63,2561,0.007
1D1,Oeste,Mulheres,64,2434,0.0067
1D1,Oeste,Mulheres,65,2529,0.007
1D1,Oeste,Mulheres,66,2488,0.0068
1D1,Oeste,Mulheres,67,2531,0.007
1D1,Oeste,Mulheres,68,2440,0.0067
1D1,Oeste,Mulheres,69,2418,0.0067
1D1,Oeste,Mulheres,70,2340,0.0064
1D1,Oeste,Mulheres,71,2281,0.0063
1D1,Oeste,Mulheres,72,2334,0.0064
1D1,Oeste,Mulheres,73,2259,0.0062
1D1,Oeste,Mulheres,74,2179,0.006
1D1,Oeste,Mulheres,75,2195,0.006
1D1,Oeste,Mulheres,76,2027,0.0056
1D1,Oeste,Mulheres,77,1945,0.0054
1D1,Oeste,Mulheres,78,1829,0.005
1D1,Oeste,Mulheres,79,1751,0.0048
1D1,Oeste,Mulheres,80,1652,0.0045
1D1,Oeste,Mulheres,81,1671,0.0046
1D1,Oeste,Mulheres,82,1542,0.0042
1D1,Oeste,Mulheres,83,1449,0.004
1D1,Oeste,Mulheres,84,1361,0.0037
1D1,Oeste,Mulheres,85,1272,0.0035
1D1,Oeste,Mulheres,86,1100,0.003
1D1,Oeste,Mulheres,87,1083,0.003
1D1,Oeste,Mulheres,88,941,0.0026
1D1,Oeste,Mulheres,89,773,0.0021
1D1,Oeste,Mulheres,90,676,0.0019
1D1,Oeste,Mulheres,91,556,0.0015
1D1,Oeste,Mulheres,92,471,0.0013
1D1,Oeste,Mulheres,93,375,0.001
1D1,Oeste,Mulheres,94,305,0.0008
1D1,Oeste,Mulheres,95,217,0.0006
1D1,Oeste,Mulheres,96,149,0.0004
1D1,Oeste,Mulheres,97,100,0.0003
1D1,Oeste,Mulheres,98,66,0.0002
1D1,Oeste,Mulheres,99,45,0.0001
1D1,Oeste,Mulheres,100,72,0.0002
1D2,Médio Tejo,Homens,0,685,-0.0033
1D2,Médio Tejo,Homens,1,706,-0.0034
1D2,Médio Tejo,Homens,2,745,-0.0035
1D2,Médio Tejo,Homens,3,749,-0.0036
1D2,Médio Tejo,Homens,4,769,-0.0037
1D2,Médio Tejo,Homens,5,801,-0.0038
1D2,Médio Tejo,Homens,6,793,-0.0038
1D2,Médio Tejo,Homens,7,769,-0.0037
1D2,Médio Tejo,Homens,8,819,-0.0039
1D2,Médio Tejo,Homens,9,871,-0.0041
1D2,Médio Tejo,Homens,10,892,-0.0042
1D2,Médio Tejo,Homens,11,925,-0.0044
1D2,Médio Tejo,Homens,12,973,-0.0046
1D2,Médio Tejo,Homens,13,978,-0.0046
1D2,Médio Tejo,Homens,14,985,-0.0047
1D2,Médio Tejo,Homens,15,1055,-0.005
1D2,Médio Tejo,Homens,16,1082,-0.0051
1D2,Médio Tejo,Homens,17,1041,-0.0049
1D2,Médio Tejo,Homens,18,1090,-0.0052
1D2,Médio Tejo,Homens,19,1075,-0.0051
1D2,Médio Tejo,Homens,20,1163,-0.0055
1D2,Médio Tejo,Homens,21,1134,-0.0054
1D2,Médio Tejo,Homens,22,1047,-0.005
1D2,Médio Tejo,Homens,23,1053,-0.005
1D2,Médio Tejo,Homens,24,1002,-0.0048
1D2,Médio Tejo,Homens,25,980,-0.0047
1D2,Médio Tejo,Homens,26,921,-0.0044
1D2,Médio Tejo,Homens,27,912,-0.0043
1D2,Médio Tejo,Homens,28,952,-0.0045
1D2,Médio Tejo,Homens,29,933,-0.0044
1D2,Médio Tejo,Homens,30,943,-0.0045
1D2,Médio Tejo,Homens,31,895,-0.0043
1D2,Médio Tejo,Homens,32,908,-0.0043
1D2,Médio Tejo,Homens,33,906,-0.0043
1D2,Médio Tejo,Homens,34,993,-0.0047
1D2,Médio Tejo,Homens,35,990,-0.0047
1D2,Médio Tejo,Homens,36,1056,-0.005
1D2,Médio Tejo,Homens,37,1142,-0.0054
1D2,Médio Tejo,Homens,38,1136,-0.0054
1D2,Médio Tejo,Homens,39,1214,-0.0058
1D2,Médio Tejo,Homens,40,1303,-0.0062
1D2,Médio Tejo,Homens,41,1205,-0.0057
1D2,Médio Tejo,Homens,42,1389,-0.0066
1D2,Médio Tejo,Homens,43,1310,-0.0062
1D2,Médio Tejo,Homens,44,1419,-0.0067
1D2,Médio Tejo,Homens,45,1515,-0.0072
1D2,Médio Tejo,Homens,46,1326,-0.0063
1D2,Médio Tejo,Homens,47,1411,-0.0067
1D2,Médio Tejo,Homens,48,1431,-0.0068
1D2,Médio Tejo,Homens,49,1414,-0.0067
1D2,Médio Tejo,Homens,50,1433,-0.0068
1D2,Médio Tejo,Homens,51,1373,-0.0065
1D2,Médio Tejo,Homens,52,1487,-0.0071
1D2,Médio Tejo,Homens,53,1441,-0.0068
1D2,Médio Tejo,Homens,54,1558,-0.0074
1D2,Médio Tejo,Homens,55,1537,-0.0073
1D2,Médio Tejo,Homens,56,1523,-0.0072
1D2,Médio Tejo,Homens,57,1459,-0.0069
1D2,Médio Tejo,Homens,58,1543,-0.0073
1D2,Médio Tejo,Homens,59,1687,-0.008
1D2,Médio Tejo,Homens,60,1553,-0.0074
1D2,Médio Tejo,Homens,61,1489,-0.0071
1D2,Médio Tejo,Homens,62,1492,-0.0071
1D2,Médio Tejo,Homens,63,1569,-0.0075
1D2,Médio Tejo,Homens,64,1375,-0.0065
1D2,Médio Tejo,Homens,65,1440,-0.0068
1D2,Médio Tejo,Homens,66,1436,-0.0068
1D2,Médio Tejo,Homens,67,1350,-0.0064
1D2,Médio Tejo,Homens,68,1395,-0.0066
1D2,Médio Tejo,Homens,69,1280,-0.0061
1D2,Médio Tejo,Homens,70,1307,-0.0062
1D2,Médio Tejo,Homens,71,1274,-0.0061
1D2,Médio Tejo,Homens,72,1326,-0.0063
1D2,Médio Tejo,Homens,73,1158,-0.0055
1D2,Médio Tejo,Homens,74,1031,-0.0049
1D2,Médio Tejo,Homens,75,1104,-0.0052
1D2,Médio Tejo,Homens,76,1013,-0.0048
1D2,Médio Tejo,Homens,77,923,-0.0044
1D2,Médio Tejo,Homens,78,1011,-0.0048
1D2,Médio Tejo,Homens,79,787,-0.0037
1D2,Médio Tejo,Homens,80,814,-0.0039
1D2,Médio Tejo,Homens,81,889,-0.0042
1D2,Médio Tejo,Homens,82,817,-0.0039
1D2,Médio Tejo,Homens,83,712,-0.0034
1D2,Médio Tejo,Homens,84,700,-0.0033
1D2,Médio Tejo,Homens,85,647,-0.0031
1D2,Médio Tejo,Homens,86,559,-0.0027
1D2,Médio Tejo,Homens,87,495,-0.0024
1D2,Médio Tejo,Homens,88,439,-0.0021
1D2,Médio Tejo,Homens,89,355,-0.0017
1D2,Médio Tejo,Homens,90,318,-0.0015
1D2,Médio Tejo,Homens,91,220,-0.001
1D2,Médio Tejo,Homens,92,179,-0.0009
1D2,Médio Tejo,Homens,93,116,-0.0006
1D2,Médio Tejo,Homens,94,87,-0.0004
1D2,Médio Tejo,Homens,95,63,-0.0003
1D2,Médio Tejo,Homens,96,53,-0.0003
1D2,Médio Tejo,Homens,97,25,-0.0001
1D2,Médio Tejo,Homens,98,24,-0.0001
1D2,Médio Tejo,Homens,99,13,-0.0001
1D2,Médio Tejo,Homens,100,28,-0.0001
1D2,Médio Tejo,Mulheres,0,604,0.0029
1D2,Médio Tejo,Mulheres,1,665,0.0032
1D2,Médio Tejo,Mulheres,2,725,0.0034
1D2,Médio Tejo,Mulheres,3,709,0.0034
1D2,Médio Tejo,Mulheres,4,757,0.0036
1D2,Médio Tejo,Mulheres,5,769,0.0037
1D2,Médio Tejo,Mulheres,6,776,0.0037
1D2,Médio Tejo,Mulheres,7,739,0.0035
1D2,Médio Tejo,Mulheres,8,780,0.0037
1D2,Médio Tejo,Mulheres,9,814,0.0039
1D2,Médio Tejo,Mulheres,10,863,0.0041
1D2,Médio Tejo,Mulheres,11,840,0.004
1D2,Médio Tejo,Mulheres,12,882,0.0042
1D2,Médio Tejo,Mulheres,13,953,0.0045
1D2,Médio Tejo,Mulheres,14,958,0.0046
1D2,Médio Tejo,Mulheres,15,936,0.0044
1D2,Médio Tejo,Mulheres,16,999,0.0047
1D2,Médio Tejo,Mulheres,17,981,0.0047
1D2,Médio Tejo,Mulheres,18,1000,0.0047
1D2,Médio Tejo,Mulheres,19,954,0.0045
1D2,Médio Tejo,Mulheres,20,1071,0.0051
1D2,Médio Tejo,Mulheres,21,1129,0.0054
1D2,Médio Tejo,Mulheres,22,1027,0.0049
1D2,Médio Tejo,Mulheres,23,1003,0.0048
1D2,Médio Tejo,Mulheres,24,944,0.0045
1D2,Médio Tejo,Mulheres,25,854,0.0041
1D2,Médio Tejo,Mulheres,26,840,0.004
1D2,Médio Tejo,Mulheres,27,928,0.0044
1D2,Médio Tejo,Mulheres,28,849,0.004
1D2,Médio Tejo,Mulheres,29,856,0.0041
1D2,Médio Tejo,Mulheres,30,903,0.0043
1D2,Médio Tejo,Mulheres,31,851,0.004
1D2,Médio Tejo,Mulheres,32,872,0.0041
1D2,Médio Tejo,Mulheres,33,958,0.0046
1D2,Médio Tejo,Mulheres,34,1032,0.0049
1D2,Médio Tejo,Mulheres,35,1039,0.0049
1D2,Médio Tejo,Mulheres,36,1142,0.0054
1D2,Médio Tejo,Mulheres,37,1165,0.0055
1D2,Médio Tejo,Mulheres,38,1186,0.0056
1D2,Médio Tejo,Mulheres,39,1249,0.0059
1D2,Médio Tejo,Mulheres,40,1287,0.0061
1D2,Médio Tejo,Mulheres,41,1328,0.0063
1D2,Médio Tejo,Mulheres,42,1350,0.0064
1D2,Médio Tejo,Mulheres,43,1403,0.0067
1D2,Médio Tejo,Mulheres,44,1519,0.0072
1D2,Médio Tejo,Mulheres,45,1545,0.0073
1D2,Médio Tejo,Mulheres,46,1509,0.0072
1D2,Médio Tejo,Mulheres,47,1540,0.0073
1D2,Médio Tejo,Mulheres,48,1591,0.0076
1D2,Médio Tejo,Mulheres,49,1503,0.0071
1D2,Médio Tejo,Mulheres,50,1552,0.0074
1D2,Médio Tejo,Mulheres,51,1597,0.0076
1D2,Médio Tejo,Mulheres,52,1633,0.0078
1D2,Médio Tejo,Mulheres,53,1612,0.0077
1D2,Médio Tejo,Mulheres,54,1552,0.0074
1D2,Médio Tejo,Mulheres,55,1620,0.0077
1D2,Médio Tejo,Mulheres,56,1711,0.0081
1D2,Médio Tejo,Mulheres,57,1772,0.0084
1D2,Médio Tejo,Mulheres,58,1661,0.0079
1D2,Médio Tejo,Mulheres,59,1656,0.0079
1D2,Médio Tejo,Mulheres,60,1607,0.0076
1D2,Médio Tejo,Mulheres,61,1685,0.008
1D2,Médio Tejo,Mulheres,62,1610,0.0076
1D2,Médio Tejo,Mulheres,63,1677,0.008
1D2,Médio Tejo,Mulheres,64,1591,0.0076
1D2,Médio Tejo,Mulheres,65,1550,0.0074
1D2,Médio Tejo,Mulheres,66,1610,0.0076
1D2,Médio Tejo,Mulheres,67,1484,0.007
1D2,Médio Tejo,Mulheres,68,1603,0.0076
1D2,Médio Tejo,Mulheres,69,1516,0.0072
1D2,Médio Tejo,Mulheres,70,1512,0.0072
1D2,Médio Tejo,Mulheres,71,1433,0.0068
1D2,Médio Tejo,Mulheres,72,1575,0.0075
1D2,Médio Tejo,Mulheres,73,1412,0.0067
1D2,Médio Tejo,Mulheres,74,1374,0.0065
1D2,Médio Tejo,Mulheres,75,1423,0.0068
1D2,Médio Tejo,Mulheres,76,1296,0.0062
1D2,Médio Tejo,Mulheres,77,1340,0.0064
1D2,Médio Tejo,Mulheres,78,1321,0.0063
1D2,Médio Tejo,Mulheres,79,1259,0.006
1D2,Médio Tejo,Mulheres,80,1216,0.0058
1D2,Médio Tejo,Mulheres,81,1195,0.0057
1D2,Médio Tejo,Mulheres,82,1307,0.0062
1D2,Médio Tejo,Mulheres,83,1142,0.0054
1D2,Médio Tejo,Mulheres,84,1131,0.0054
1D2,Médio Tejo,Mulheres,85,1101,0.0052
1D2,Médio Tejo,Mulheres,86,932,0.0044
1D2,Médio Tejo,Mulheres,87,836,0.004
1D2,Médio Tejo,Mulheres,88,859,0.0041
1D2,Médio Tejo,Mulheres,89,717,0.0034
1D2,Médio Tejo,Mulheres,90,631,0.003
1D2,Médio Tejo,Mulheres,91,519,0.0025
1D2,Médio Tejo,Mulheres,92,461,0.0022
