NUTS3_Cod,NUTS3_Desc,Sexo,Idade,População,Pct
11C,Tâmega e Sousa,Mulheres,99,21,0.0001
11C,Tâmega e Sousa,Mulheres,100,44,0.0001
11D,Douro,Homens,0,513,-0.0028
11D,Douro,Homens,1,535,-0.0029
11D,Douro,Homens,2,579,-0.0031
11D,Douro,Homens,3,591,-0.0032
11D,Douro,Homens,4,649,-0.0035
11D,Douro,Homens,5,619,-0.0034
11D,Douro,Homens,6,593,-0.0032
11D,Douro,Homens,7,623,-0.0034
11D,Douro,Homens,8,617,-0.0034
11D,Douro,Homens,9,685,-0.0037
11D,Douro,Homens,10,736,-0.004
11D,Douro,Homens,11,728,-0.004
11D,Douro,Homens,12,737,-0.004
11D,Douro,Homens,13,791,-0.0043
11D,Douro,Homens,14,806,-0.0044
11D,Douro,Homens,15,804,-0.0044
11D,Douro,Homens,16,859,-0.0047
11D,Douro,Homens,17,870,-0.0047
11D,Douro,Homens,18,962,-0.0052
11D,Douro,Homens,19,916,-0.005
11D,Douro,Homens,20,991,-0.0054
11D,Douro,Homens,21,935,-0.0051
11D,Douro,Homens,22,906,-0.0049
11D,Douro,Homens,23,954,-0.0052
11D,Douro,Homens,24,910,-0.0049
11D,Douro,Homens,25,892,-0.0049
11D,Douro,Homens,26,785,-0.0043
11D,Douro,Homens,27,790,-0.0043
11D,Douro,Homens,28,776,-0.0042
11D,Douro,Homens,29,792,-0.0043
11D,Douro,Homens,30,751,-0.0041
11D,Douro,Homens,31,784,-0.0043
11D,Douro,Homens,32,778,-0.0042
11D,Douro,Homens,33,797,-0.0043
11D,Douro,Homens,34,808,-0.0044
11D,Douro,Homens,35,762,-0.0041
11D,Douro,Homens,36,865,-0.0047
11D,Douro,Homens,37,994,-0.0054
11D,Douro,Homens,38,967,-0.0053
11D,Douro,Homens,39,1005,-0.0055
11D,Douro,Homens,40,1077,-0.0059
11D,Douro,Homens,41,1099,-0.006
11D,Douro,Homens,42,1090,-0.0059
11D,Douro,Homens,43,1223,-0.0067
11D,Douro,Homens,44,1276,-0.0069
11D,Douro,Homens,45,1277,-0.0069
11D,Douro,Homens,46,1275,-0.0069
11D,Douro,Homens,47,1186,-0.0065
11D,Douro,Homens,48,1274,-0.0069
11D,Douro,Homens,49,1206,-0.0066
11D,Douro,Homens,50,1300,-0.0071
11D,Douro,Homens,51,1352,-0.0074
11D,Douro,Homens,52,1310,-0.0071
11D,Douro,Homens,53,1333,-0.0072
11D,Douro,Homens,54,1354,-0.0074
11D,Douro,Homens,55,1389,-0.0076
11D,Douro,Homens,56,1432,-0.0078
11D,Douro,Homens,57,1412,-0.0077
11D,Douro,Homens,58,1418,-0.0077
11D,Douro,Homens,59,1476,-0.008
11D,Douro,Homens,60,1565,-0.0085
11D,Douro,Homens,61,1483,-0.0081
11D,Douro,Homens,62,1466,-0.008
11D,Douro,Homens,63,1469,-0.008
11D,Douro,Homens,64,1386,-0.0075
11D,Douro,Homens,65,1391,-0.0076
11D,Douro,Homens,66,1327,-0.0072
11D,Douro,Homens,67,1348,-0.0073
11D,Douro,Homens,68,1328,-0.0072
11D,Douro,Homens,69,1245,-0.0068
11D,Douro,Homens,70,1249,-0.0068
11D,Douro,Homens,71,1218,-0.0066
11D,Douro,Homens,72,1247,-0.0068
11D,Douro,Homens,73,1030,-0.0056
11D,Douro,Homens,74,923,-0.005
11D,Douro,Homens,75,1007,-0.0055
11D,Douro,Homens,76,902,-0.0049
11D,Douro,Homens,77,918,-0.005
11D,Douro,Homens,78,833,-0.0045
11D,Douro,Homens,79,715,-0.0039
11D,Douro,Homens,80,701,-0.0038
11D,Douro,Homens,81,699,-0.0038
11D,Douro,Homens,82,747,-0.0041
11D,Douro,Homens,83,594,-0.0032
11D,Douro,Homens,84,574,-0.0031
11D,Douro,Homens,85,545,-0.003
11D,Douro,Homens,86,446,-0.0024
11D,Douro,Homens,87,387,-0.0021
11D,Douro,Homens,88,318,-0.0017
11D,Douro,Homens,89,285,-0.0015
11D,Douro,Homens,90,221,-0.0012
11D,Douro,Homens,91,163,-0.0009
11D,Douro,Homens,92,123,-0.0007
11D,Douro,Homens,93,87,-0.0005
11D,Douro,Homens,94,76,-0.0004
11D,Douro,Homens,95,34,-0.0002
11D,Douro,Homens,96,35,-0.0002
11D,Douro,Homens,97,30,-0.0002
11D,Douro,Homens,98,14,-0.0001
11D,Douro,Homens,99,11,-0.0001
11D,Douro,Homens,100,14,-0.0001
11D,Douro,Mulheres,0,517,0.0028
11D,Douro,Mulheres,1,560,0.003
11D,Douro,Mulheres,2,557,0.003
11D,Douro,Mulheres,3,559,0.003
11D,Douro,Mulheres,4,606,0.0033
11D,Douro,Mulheres,5,643,0.0035
11D,Douro,Mulheres,6,577,0.0031
11D,Douro,Mulheres,7,588,0.0032
11D,Douro,Mulheres,8,597,0.0032
11D,Douro,Mulheres,9,666,0.0036
11D,Douro,Mulheres,10,739,0.004
11D,Douro,Mulheres,11,701,0.0038
11D,Douro,Mulheres,12,708,0.0039
11D,Douro,Mulheres,13,695,0.0038
11D,Douro,Mulheres,14,737,0.004
11D,Douro,Mulheres,15,747,0.0041
11D,Douro,Mulheres,16,839,0.0046
11D,Douro,Mulheres,17,871,0.0047
11D,Douro,Mulheres,18,909,0.0049
11D,Douro,Mulheres,19,869,0.0047
11D,Douro,Mulheres,20,948,0.0052
11D,Douro,Mulheres,21,899,0.0049
11D,Douro,Mulheres,22,904,0.0049
11D,Douro,Mulheres,23,890,0.0048
11D,Douro,Mulheres,24,832,0.0045
11D,Douro,Mulheres,25,740,0.004
11D,Douro,Mulheres,26,750,0.0041
11D,Douro,Mulheres,27,776,0.0042
11D,Douro,Mulheres,28,780,0.0042
11D,Douro,Mulheres,29,772,0.0042
11D,Douro,Mulheres,30,786,0.0043
11D,Douro,Mulheres,31,765,0.0042
11D,Douro,Mulheres,32,812,0.0044
11D,Douro,Mulheres,33,830,0.0045
11D,Douro,Mulheres,34,866,0.0047
11D,Douro,Mulheres,35,906,0.0049
11D,Douro,Mulheres,36,939,0.0051
11D,Douro,Mulheres,37,1063,0.0058
11D,Douro,Mulheres,38,1026,0.0056
11D,Douro,Mulheres,39,1109,0.006
11D,Douro,Mulheres,40,1159,0.0063
11D,Douro,Mulheres,41,1275,0.0069
11D,Douro,Mulheres,42,1176,0.0064
11D,Douro,Mulheres,43,1224,0.0067
11D,Douro,Mulheres,44,1301,0.0071
11D,Douro,Mulheres,45,1338,0.0073
11D,Douro,Mulheres,46,1374,0.0075
11D,Douro,Mulheres,47,1265,0.0069
11D,Douro,Mulheres,48,1336,0.0073
11D,Douro,Mulheres,49,1336,0.0073
11D,Douro,Mulheres,50,1312,0.0071
11D,Douro,Mulheres,51,1392,0.0076
11D,Douro,Mulheres,52,1366,0.0074
11D,Douro,Mulheres,53,1331,0.0072
11D,Douro,Mulheres,54,1470,0.008
11D,Douro,Mulheres,55,1503,0.0082
11D,Douro,Mulheres,56,1603,0.0087
11D,Douro,Mulheres,57,1541,0.0084
11D,Douro,Mulheres,58,1578,0.0086
11D,Douro,Mulheres,59,1549,0.0084
11D,Douro,Mulheres,60,1635,0.0089
11D,Douro,Mulheres,61,1609,0.0088
11D,Douro,Mulheres,62,1607,0.0087
11D,Douro,Mulheres,63,1602,0.0087
11D,Douro,Mulheres,64,1497,0.0081
11D,Douro,Mulheres,65,1571,0.0085
11D,Douro,Mulheres,66,1492,0.0081
11D,Douro,Mulheres,67,1344,0.0073
11D,Douro,Mulheres,68,1460,0.0079
11D,Douro,Mulheres,69,1370,0.0075
11D,Douro,Mulheres,70,1361,0.0074
11D,Douro,Mulheres,71,1343,0.0073
11D,Douro,Mulheres,72,1383,0.0075
11D,Douro,Mulheres,73,1286,0.007
11D,Douro,Mulheres,74,1104,0.006
11D,Douro,Mulheres,75,1250,0.0068
11D,Douro,Mulheres,76,1219,0.0066
11D,Douro,Mulheres,77,1232,0.0067
11D,Douro,Mulheres,78,1224,0.0067
11D,Douro,Mulheres,79,1008,0.0055
11D,Douro,Mulheres,80,899,0.0049
11D,Douro,Mulheres,81,965,0.0052
11D,Douro,Mulheres,82,1113,0.0061
11D,Douro,Mulheres,83,934,0.0051
11D,Douro,Mulheres,84,904,0.0049
11D,Douro,Mulheres,85,839,0.0046
11D,Douro,Mulheres,86,740,0.004
11D,Douro,Mulheres,87,648,0.0035
11D,Douro,Mulheres,88,612,0.0033
11D,Douro,Mulheres,89,552,0.003
11D,Douro,Mulheres,90,462,0.0025
11D,Douro,Mulheres,91,359,0.002
11D,Douro,Mulheres,92,365,0.002
11D,Douro,Mulheres,93,245,0.0013
11D,Douro,Mulheres,94,223,0.0012
11D,Douro,Mulheres,95,167,0.0009
11D,Douro,Mulheres,96,126,0.0007
11D,Douro,Mulheres,97,89,0.0005
11D,Douro,Mulheres,98,55,0.0003
11D,Douro,Mulheres,99,40,0.0002
11D,Douro,Mulheres,100,66,0.0004
11E,Trás-os-Montes,Homens,0,293,-0.0027
11E,Trás-os-Montes,Homens,1,337,-0.0031
11E,Trás-os-Montes,Homens,2,320,-0.003
11E,Trás-os-Montes,Homens,3,322,-0.003
11E,Trás-os-Montes,Homens,4,297,-0.0028
11E,Trás-os-Montes,Homens,5,344,-0.0032
11E,Trás-os-Montes,Homens,6,323,-0.003
11E,Trás-os-Montes,Homens,7,321,-0.003
11E,Trás-os-Montes,Homens,8,336,-0.0031
11E,Trás-os-Montes,Homens,9,348,-0.0032
11E,Trás-os-Montes,Homens,10,353,-0.0033
11E,Trás-os-Montes,Homens,11,382,-0.0036
11E,Trás-os-Montes,Homens,12,382,-0.0036
11E,Trás-os-Montes,Homens,13,388,-0.0036
11E,Trás-os-Montes,Homens,14,409,-0.0038
11E,Trás-os-Montes,Homens,15,432,-0.004
11E,Trás-os-Montes,Homens,16,403,-0.0038
11E,Trás-os-Montes,Homens,17,457,-0.0043
11E,Trás-os-Montes,Homens,18,451,-0.0042
11E,Trás-os-Montes,Homens,19,434,-0.004
11E,Trás-os-Montes,Homens,20,515,-0.0048
11E,Trás-os-Montes,Homens,21,560,-0.0052
11E,Trás-os-Montes,Homens,22,556,-0.0052
11E,Trás-os-Montes,Homens,23,502,-0.0047
11E,Trás-os-Montes,Homens,24,511,-0.0048
11E,Trás-os-Montes,Homens,25,492,-0.0046
11E,Trás-os-Montes,Homens,26,449,-0.0042
11E,Trás-os-Montes,Homens,27,448,-0.0042
11E,Trás-os-Montes,Homens,28,445,-0.0041
11E,Trás-os-Montes,Homens,29,423,-0.0039
11E,Trás-os-Montes,Homens,30,440,-0.0041
11E,Trás-os-Montes,Homens,31,440,-0.0041
11E,Trás-os-Montes,Homens,32,454,-0.0042
11E,Trás-os-Montes,Homens,33,453,-0.0042
11E,Trás-os-Montes,Homens,34,432,-0.004
11E,Trás-os-Montes,Homens,35,438,-0.0041
11E,Trás-os-Montes,Homens,36,484,-0.0045
11E,Trás-os-Montes,Homens,37,548,-0.0051
11E,Trás-os-Montes,Homens,38,564,-0.0053
11E,Trás-os-Montes,Homens,39,561,-0.0052
11E,Trás-os-Montes,Homens,40,565,-0.0053
11E,Trás-os-Montes,Homens,41,586,-0.0055
11E,Trás-os-Montes,Homens,42,686,-0.0064
11E,Trás-os-Montes,Homens,43,666,-0.0062
11E,Trás-os-Montes,Homens,44,677,-0.0063
11E,Trás-os-Montes,Homens,45,671,-0.0063
11E,Trás-os-Montes,Homens,46,676,-0.0063
11E,Trás-os-Montes,Homens,47,631,-0.0059
11E,Trás-os-Montes,Homens,48,658,-0.0061
11E,Trás-os-Montes,Homens,49,687,-0.0064
11E,Trás-os-Montes,Homens,50,693,-0.0065
11E,Trás-os-Montes,Homens,51,732,-0.0068
11E,Trás-os-Montes,Homens,52,728,-0.0068
11E,Trás-os-Montes,Homens,53,758,-0.0071
11E,Trás-os-Montes,Homens,54,647,-0.006
11E,Trás-os-Montes,Homens,55,714,-0.0067
11E,Trás-os-Montes,Homens,56,820,-0.0076
11E,Trás-os-Montes,Homens,57,728,-0.0068
11E,Trás-os-Montes,Homens,58,798,-0.0074
11E,Trás-os-Montes,Homens,59,843,-0.0079
11E,Trás-os-Montes,Homens,60,824,-0.0077
11E,Trás-os-Montes,Homens,61,816,-0.0076
11E,Trás-os-Montes,Homens,62,818,-0.0076
11E,Trás-os-Montes,Homens,63,824,-0.0077
11E,Trás-os-Montes,Homens,64,822,-0.0077
11E,Trás-os-Montes,Homens,65,884,-0.0082
11E,Trás-os-Montes,Homens,66,936,-0.0087
11E,Trás-os-Montes,Homens,67,914,-0.0085
11E,Trás-os-Montes,Homens,68,852,-0.0079
11E,Trás-os-Montes,Homens,69,796,-0.0074
11E,Trás-os-Montes,Homens,70,825,-0.0077
11E,Trás-os-Montes,Homens,71,786,-0.0073
11E,Trás-os-Montes,Homens,72,784,-0.0073
11E,Trás-os-Montes,Homens,73,763,-0.0071
11E,Trás-os-Montes,Homens,74,613,-0.0057
11E,Trás-os-Montes,Homens,75,669,-0.0062
11E,Trás-os-Montes,Homens,76,681,-0.0063
11E,Trás-os-Montes,Homens,77,683,-0.0064
11E,Trás-os-Montes,Homens,78,647,-0.006
11E,Trás-os-Montes,Homens,79,513,-0.0048
11E,Trás-os-Montes,Homens,80,591,-0.0055
11E,Trás-os-Montes,Homens,81,539,-0.005
11E,Trás-os-Montes,Homens,82,547,-0.0051
11E,Trás-os-Montes,Homens,83,494,-0.0046
11E,Trás-os-Montes,Homens,84,494,-0.0046
11E,Trás-os-Montes,Homens,85,402,-0.0037
11E,Trás-os-Montes,Homens,86,330,-0.0031
11E,Trás-os-Montes,Homens,87,339,-0.0032
11E,Trás-os-Montes,Homens,88,282,-0.0026
11E,Trás-os-Montes,Homens,89,209,-0.0019
11E,Trás-os-Montes,Homens,90,171,-0.0016
11E,Trás-os-Montes,Homens,91,144,-0.0013
11E,Trás-os-Montes,Homens,92,111,-0.001
11E,Trás-os-Montes,Homens,93,74,-0.0007
11E,Trás-os-Montes,Homens,94,68,-0.0006
11E,Trás-os-Montes,Homens,95,37,-0.0003
11E,Trás-os-Montes,Homens,96,28,-0.0003
11E,Trás-os-Montes,Homens,97,21,-0.0002
11E,Trás-os-Montes,Homens,98,12,-0.0001
11E,Trás-os-Montes,Homens,99,8,-0.0001
11E,Trás-os-Montes,Homens,100,14,-0.0001
11E,Trás-os-Montes,Mulheres,0,270,0.0025
11E,Trás-os-Montes,Mulheres,1,281,0.0026
11E,Trás-os-Montes,Mulheres,2,311,0.0029
11E,Trás-os-Montes,Mulheres,3,358,0.0033
11E,Trás-os-Montes,Mulheres,4,326,0.003
11E,Trás-os-Montes,Mulheres,5,312,0.0029
11E,Trás-os-Montes,Mulheres,6,296,0.0028
11E,Trás-os-Montes,Mulheres,7,326,0.003
11E,Trás-os-Montes,Mulheres,8,325,0.003
11E,Trás-os-Montes,Mulheres,9,325,0.003
11E,Trás-os-Montes,Mulheres,10,383,0.0036
11E,Trás-os-Montes,Mulheres,11,333,0.0031
11E,Trás-os-Montes,Mulheres,12,354,0.0033
11E,Trás-os-Montes,Mulheres,13,394,0.0037
11E,Trás-os-Montes,Mulheres,14,351,0.0033
11E,Trás-os-Montes,Mulheres,15,398,0.0037
11E,Trás-os-Montes,Mulheres,16,369,0.0034
11E,Trás-os-Montes,Mulheres,17,418,0.0039
11E,Trás-os-Montes,Mulheres,18,456,0.0043
11E,Trás-os-Montes,Mulheres,19,469,0.0044
11E,Trás-os-Montes,Mulheres,20,538,0.005
11E,Trás-os-Montes,Mulheres,21,522,0.0049
11E,Trás-os-Montes,Mulheres,22,520,0.0048
11E,Trás-os-Montes,Mulheres,23,498,0.0046
11E,Trás-os-Montes,Mulheres,24,533,0.005
11E,Trás-os-Montes,Mulheres,25,473,0.0044
11E,Trás-os-Montes,Mulheres,26,415,0.0039
11E,Trás-os-Montes,Mulheres,27,444,0.0041
11E,Trás-os-Montes,Mulheres,28,403,0.0038
11E,Trás-os-Montes,Mulheres,29,426,0.004
11E,Trás-os-Montes,Mulheres,30,415,0.0039
11E,Trás-os-Montes,Mulheres,31,478,0.0045
11E,Trás-os-Montes,Mulheres,32,496,0.0046
11E,Trás-os-Montes,Mulheres,33,459,0.0043
11E,Trás-os-Montes,Mulheres,34,457,0.0043
11E,Trás-os-Montes,Mulheres,35,449,0.0042
11E,Trás-os-Montes,Mulheres,36,517,0.0048
11E,Trás-os-Montes,Mulheres,37,551,0.0051
11E,Trás-os-Montes,Mulheres,38,581,0.0054
11E,Trás-os-Montes,Mulheres,39,575,0.0054
11E,Trás-os-Montes,Mulheres,40,615,0.0057
11E,Trás-os-Montes,Mulheres,41,652,0.0061
11E,Trás-os-Montes,Mulheres,42,700,0.0065
11E,Trás-os-Montes,Mulheres,43,669,0.0062
11E,Trás-os-Montes,Mulheres,44,727,0.0068
11E,Trás-os-Montes,Mulheres,45,702,0.0065
11E,Trás-os-Montes,Mulheres,46,673,0.0063
11E,Trás-os-Montes,Mulheres,47,735,0.0069
11E,Trás-os-Montes,Mulheres,48,677,0.0063
11E,Trás-os-Montes,Mulheres,49,658,0.0061
11E,Trás-os-Montes,Mulheres,50,735,0.0069
11E,Trás-os-Montes,Mulheres,51,697,0.0065
11E,Trás-os-Montes,Mulheres,52,685,0.0064
11E,Trás-os-Montes,Mulheres,53,771,0.0072
11E,Trás-os-Montes,Mulheres,54,716,0.0067
11E,Trás-os-Montes,Mulheres,55,768,0.0072
11E,Trás-os-Montes,Mulheres,56,813,0.0076
11E,Trás-os-Montes,Mulheres,57,741,0.0069
11E,Trás-os-Montes,Mulheres,58,844,0.0079
11E,Trás-os-Montes,Mulheres,59,929,0.0087
11E,Trás-os-Montes,Mulheres,60,861,0.008
11E,Trás-os-Montes,Mulheres,61,934,0.0087
11E,Trás-os-Montes,Mulheres,62,918,0.0086
11E,Trás-os-Montes,Mulheres,63,958,0.0089
11E,Trás-os-Montes,Mulheres,64,914,0.0085
11E,Trás-os-Montes,Mulheres,65,912,0.0085
11E,Trás-os-Montes,Mulheres,66,995,0.0093
11E,Trás-os-Montes,Mulheres,67,925,0.0086
11E,Trás-os-Montes,Mulheres,68,963,0.009
11E,Trás-os-Montes,Mulheres,69,899,0.0084
11E,Trás-os-Montes,Mulheres,70,890,0.0083
11E,Trás-os-Montes,Mulheres,71,875,0.0082
11E,Trás-os-Montes,Mulheres,72,880,0.0082
11E,Trás-os-Montes,Mulheres,73,785,0.0073
11E,Trás-os-Montes,Mulheres,74,705,0.0066
11E,Trás-os-Montes,Mulheres,75,842,0.0078
11E,Trás-os-Montes,Mulheres,76,846,0.0079
11E,Trás-os-Montes,Mulheres,77,806,0.0075
11E,Trás-os-Montes,Mulheres,78,763,0.0071
11E,Trás-os-Montes,Mulheres,79,670,0.0062
11E,Trás-os-Montes,Mulheres,80,660,0.0062
11E,Trás-os-Montes,Mulheres,81,705,0.0066
11E,Trás-os-Montes,Mulheres,82,688,0.0064
11E,Trás-os-Montes,Mulheres,83,686,0.0064
11E,Trás-os-Montes,Mulheres,84,652,0.0061
11E,Trás-os-Montes,Mulheres,85,545,0.0051
11E,Trás-os-Montes,Mulheres,86,548,0.0051
11E,Trás-os-Montes,Mulheres,87,480,0.0045
11E,Trás-os-Montes,Mulheres,88,443,0.0041
11E,Trás-os-Montes,Mulheres,89,373,0.0035
11E,Trás-os-Montes,Mulheres,90,309,0.0029
11E,Trás-os-Montes,Mulheres,91,249,0.0023
11E,Trás-os-Montes,Mulheres,92,251,0.0023
11E,Trás-os-Montes,Mulheres,93,161,0.0015
11E,Trás-os-Montes,Mulheres,94,139,0.0013
11E,Trás-os-Montes,Mulheres,95,101,0.0009
11E,Trás-os-Montes,Mulheres,96,78,0.0007
11E,Trás-os-Montes,Mulheres,97,65,0.0006
11E,Trás-os-Montes,Mulheres,98,41,0.0004
11E,Trás-os-Montes,Mulheres,99,23,0.0002
11E,Trás-os-Montes,Mulheres,100,46,0.0004
191,Região de Aveiro,Homens,0,1337,-0.0036
191,Região de Aveiro,Homens,1,1443,-0.0039
191,Região de Aveiro,Homens,2,1573,-0.0043
191,Região de Aveiro,Homens,3,1544,-0.0042
191,Região de Aveiro,Homens,4,1570,-0.0043
191,Região de Aveiro,Homens,5,1543,-0.0042
191,Região de Aveiro,Homens,6,1550,-0.0042
191,Região de Aveiro,Homens,7,1516,-0.0041
191,Região de Aveiro,Homens,8,1520,-0.0041
191,Região de Aveiro,Homens,9,1611,-0.0044
191,Região de Aveiro,Homens,10,1729,-0.0047
191,Região de Aveiro,Homens,11,1640,-0.0045
191,Região de Aveiro,Homens,12,1789,-0.0049
191,Região de Aveiro,Homens,13,1713,-0.0047
191,Região de Aveiro,Homens,14,1768,-0.0048
191,Região de Aveiro,Homens,15,1810,-0.0049
191,Região de Aveiro,Homens,16,1777,-0.0048
191,Região de Aveiro,Homens,17,1750,-0.0048
191,Região de Aveiro,Homens,18,1877,-0.0051
191,Região de Aveiro,Homens,19,1909,-0.0052
191,Região de Aveiro,Homens,20,2104,-0.0057
191,Região de Aveiro,Homens,21,1963,-0.0053
191,Região de Aveiro,Homens,22,1964,-0.0053
191,Região de Aveiro,Homens,23,2039,-0.0055
191,Região de Aveiro,Homens,24,2024,-0.0055
191,Região de Aveiro,Homens,25,1945,-0.0053
191,Região de Aveiro,Homens,26,1913,-0.0052
191,Região de Aveiro,Homens,27,1885,-0.0051
191,Região de Aveiro,Homens,28,1989,-0.0054
191,Região de Aveiro,Homens,29,1915,-0.0052
191,Região de Aveiro,Homens,30,1956,-0.0053
191,Região de Aveiro,Homens,31,1922,-0.0052
191,Região de Aveiro,Homens,32,1920,-0.0052
191,Região de Aveiro,Homens,33,1935,-0.0053
191,Região de Aveiro,Homens,34,2033,-0.0055
191,Região de Aveiro,Homens,35,2105,-0.0057
191,Região de Aveiro,Homens,36,2219,-0.006
191,Região de Aveiro,Homens,37,2285,-0.0062
191,Região de Aveiro,Homens,38,2354,-0.0064
191,Região de Aveiro,Homens,39,2401,-0.0065
191,Região de Aveiro,Homens,40,2470,-0.0067
191,Região de Aveiro,Homens,41,2505,-0.0068
191,Região de Aveiro,Homens,42,2504,-0.0068
191,Região de Aveiro,Homens,43,2688,-0.0073
191,Região de Aveiro,Homens,44,2823,-0.0077
191,Região de Aveiro,Homens,45,2888,-0.0079
191,Região de Aveiro,Homens,46,2620,-0.0071
191,Região de Aveiro,Homens,47,2620,-0.0071
191,Região de Aveiro,Homens,48,2723,-0.0074
191,Região de Aveiro,Homens,49,2722,-0.0074
191,Região de Aveiro,Homens,50,2697,-0.0073
191,Região de Aveiro,Homens,51,2677,-0.0073
191,Região de Aveiro,Homens,52,2589,-0.007
191,Região de Aveiro,Homens,53,2583,-0.007
191,Região de Aveiro,Homens,54,2627,-0.0072
191,Região de Aveiro,Homens,55,2530,-0.0069
191,Região de Aveiro,Homens,56,2623,-0.0071
191,Região de Aveiro,Homens,57,2529,-0.0069
191,Região de Aveiro,Homens,58,2494,-0.0068
191,Região de Aveiro,Homens,59,2547,-0.0069
191,Região de Aveiro,Homens,60,2417,-0.0066
191,Região de Aveiro,Homens,61,2525,-0.0069
191,Região de Aveiro,Homens,62,2337,-0.0064
191,Região de Aveiro,Homens,63,2337,-0.0064
191,Região de Aveiro,Homens,64,2257,-0.0061
191,Região de Aveiro,Homens,65,2256,-0.0061
191,Região de Aveiro,Homens,66,2314,-0.0063
191,Região de Aveiro,Homens,67,2066,-0.0056
191,Região de Aveiro,Homens,68,2178,-0.0059
191,Região de Aveiro,Homens,69,2190,-0.006
191,Região de Aveiro,Homens,70,2047,-0.0056
191,Região de Aveiro,Homens,71,2031,-0.0055
191,Região de Aveiro,Homens,72,2067,-0.0056
191,Região de Aveiro,Homens,73,1810,-0.0049
191,Região de Aveiro,Homens,74,1737,-0.0047
191,Região de Aveiro,Homens,75,1755,-0.0048
191,Região de Aveiro,Homens,76,1482,-0.004
191,Região de Aveiro,Homens,77,1435,-0.0039
191,Região de Aveiro,Homens,78,1310,-0.0036
191,Região de Aveiro,Homens,79,1216,-0.0033
191,Região de Aveiro,Homens,80,1231,-0.0034
191,Região de Aveiro,Homens,81,1193,-0.0032
191,Região de Aveiro,Homens,82,1106,-0.003
191,Região de Aveiro,Homens,83,972,-0.0026
191,Região de Aveiro,Homens,84,867,-0.0024
191,Região de Aveiro,Homens,85,838,-0.0023
191,Região de Aveiro,Homens,86,702,-0.0019
191,Região de Aveiro,Homens,87,605,-0.0016
191,Região de Aveiro,Homens,88,514,-0.0014
191,Região de Aveiro,Homens,89,440,-0.0012
191,Região de Aveiro,Homens,90,364,-0.001
191,Região de Aveiro,Homens,91,260,-0.0007
191,Região de Aveiro,Homens,92,197,-0.0005
191,Região de Aveiro,Homens,93,138,-0.0004
191,Região de Aveiro,Homens,94,114,-0.0003
191,Região de Aveiro,Homens,95,68,-0.0002
191,Região de Aveiro,Homens,96,50,-0.0001
191,Região de Aveiro,Homens,97,32,-0.0001
191,Região de Aveiro,Homens,98,19,-0.0001
191,Região de Aveiro,Homens,99,11,0
191,Região de Aveiro,Homens,100,13,0
191,Região de Aveiro,Mulheres,0,1341,0.0036
191,Região de Aveiro,Mulheres,1,1412,0.0038
191,Região de Aveiro,Mulheres,2,1305,0.0036
191,Região de Aveiro,Mulheres,3,1447,0.0039
191,Região de Aveiro,Mulheres,4,1491,0.0041
191,Região de Aveiro,Mulheres,5,1419,0.0039
191,Região de Aveiro,Mulheres,6,1459,0.004
191,Região de Aveiro,Mulheres,7,1421,0.0039
191,Região de Aveiro,Mulheres,8,1478,0.004
191,Região de Aveiro,Mulheres,9,1507,0.0041
191,Região de Aveiro,Mulheres,10,1687,0.0046
191,Região de Aveiro,Mulheres,11,1607,0.0044
191,Região de Aveiro,Mulheres,12,1666,0.0045
191,Região de Aveiro,Mulheres,13,1680,0.0046
191,Região de Aveiro,Mulheres,14,1621,0.0044
191,Região de Aveiro,Mulheres,15,1728,0.0047
191,Região de Aveiro,Mulheres,16,1670,0.0045
191,Região de Aveiro,Mulheres,17,1895,0.0052
191,Região de Aveiro,Mulheres,18,1863,0.0051
191,Região de Aveiro,Mulheres,19,1804,0.0049
191,Região de Aveiro,Mulheres,20,2037,0.0055
191,Região de Aveiro,Mulheres,21,2014,0.0055
191,Região de Aveiro,Mulheres,22,1846,0.005
191,Região de Aveiro,Mulheres,23,1822,0.005
191,Região de Aveiro,Mulheres,24,1929,0.0053
191,Região de Aveiro,Mulheres,25,1908,0.0052
191,Região de Aveiro,Mulheres,26,1988,0.0054
191,Região de Aveiro,Mulheres,27,1901,0.0052
191,Região de Aveiro,Mulheres,28,1937,0.0053
191,Região de Aveiro,Mulheres,29,1870,0.0051
191,Região de Aveiro,Mulheres,30,1935,0.0053
191,Região de Aveiro,Mulheres,31,1905,0.0052
191,Região de Aveiro,Mulheres,32,1946,0.0053
191,Região de Aveiro,Mulheres,33,1972,0.0054
191,Região de Aveiro,Mulheres,34,2065,0.0056
191,Região de Aveiro,Mulheres,35,2086,0.0057
191,Região de Aveiro,Mulheres,36,2235,0.0061
191,Região de Aveiro,Mulheres,37,2380,0.0065
191,Região de Aveiro,Mulheres,38,2536,0.0069
191,Região de Aveiro,Mulheres,39,2546,0.0069
191,Região de Aveiro,Mulheres,40,2643,0.0072
191,Região de Aveiro,Mulheres,41,2628,0.0072
191,Região de Aveiro,Mulheres,42,2676,0.0073
191,Região de Aveiro,Mulheres,43,2851,0.0078
191,Região de Aveiro,Mulheres,44,3001,0.0082
191,Região de Aveiro,Mulheres,45,2991,0.0081
191,Região de Aveiro,Mulheres,46,3027,0.0082
191,Região de Aveiro,Mulheres,47,2913,0.0079
191,Região de Aveiro,Mulheres,48,2912,0.0079
191,Região de Aveiro,Mulheres,49,2935,0.008
191,Região de Aveiro,Mulheres,50,2887,0.0079
